Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Furniture,Garage,Amenities,Appliances,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Links,Condition,Service Lines,Facilities
House,Stone,700 sq.m.,1,1,1,No Renovation,700 sq.m.,Kotayk › Abovian,"$21,000",USD,"A land is for sale in Zar village, in which there is a cattle building of 110 square meters, a half-built building of 250 square meters, a total area of 700 square meters. It is exchanged for a car.Translated from Armenian",Dec-12-2022_20-44,,,,,,,,,,https://list.am/en/item/17195730,,,
House,Stone,360 sq.m.,2,6,2,Major Renovation,800 sq.m.,"Aringetsu street 25, Առինջ գյուղ","$300,000",USD,"Վաճառվում է երկու հարկանի նկուղային հարկով և ձեղնահարկով 6 սենյականոց առանձնատուն Կոտայք` Գ. Առինջ 25-րդ փողոցում: Առանձնատան ընդհանուր մակերեսը 260 քմ է, կառուցված է 800 քմ հողատարածքի վրա: Առանձնատունը կառուցվել է 2010-ից հետո: Հողը ունի շերտավոր հարթ երկրաչափական տեսք, ճանապարհը ասֆալտապատ է, ճակատային դիրքը գլխավոր ճանապարհի հետ կազմում է 20 մետր: Առանձնատունն ունի լավ / կապիտալ / վերանորոգում: Ջեռուցվում է անհատական ջեռուցման համակարգով: Առանձնատան վաճառքի արժեքը` Ընդամենը` 30000...",Dec-12-2022_20-44,Partial Furniture,2 spots,,,,,,,,https://list.am/en/item/11384069,House is Finished,,
Country House,Stone,480 sq.m.,3,6,1,No Renovation,,Kotayk › Argel,"$31,000",USD,"3-storey stone summer house for sale in Lusakert. The summer house has an orchard, a swimming pool, a basement, a balcony with a beautiful view. The place is very quiet and cut off from the city noise. For details, call the mentioned phone number.Translated from Armenian",Dec-12-2022_20-44,,,,,,,,,,https://list.am/en/item/17815077,,,
House,Stone,280 sq.m.,3,5,3+,Designer Renovation,1000 sq.m.,"5-րդ փողոց, Պտղնի","$270,000",USD,"A comfortable private house is for sale in PtghniTotal: 1000 sq/m. Living area: 280 sq/m. 3 floors5 rooms - 4 bedrooms-Heating System-Fireplace/Fireplace/-3 BathroomsStained glass windowsFurniture, equipment-Garage for 1 carParking space for 2 cars in the yardSwimming poolSummer kitchen-Game room: Table tennis, billiardsBeautiful landscaped yardIT IS STRICTLY PROHIBITED TO COPY/SCREENSHOT/ POST THE PHOTOS ON OTHER PAGES AND ANNOUNCEMENTS, RESERVE THE COPYRIGHT OF THE AGENCY.Translated from Armenian",Dec-12-2022_20-44,Available,1 spot,,"Fridge, washing machine",,,,,,https://list.am/en/item/18583378,House is Finished,"Electricity, water supply, natural gas, sewerage","Swimming pool, fireplace, gazebo"
House,Stone,550 sq.m.,3,6,3+,Designer Renovation,650 sq.m.,Kotayk › Dzoraghbyur,"$530,000",USD,"A beautiful pasture house for sale in a new district. It has 3 balconies, 4 bathrooms, 5 bedrooms, a beautiful yard, the land area is 650 square meters, the house is 550 square meters, it has a study, a 190 square meter cellar. Baxi system is installed.Code 0104Translated from Armenian",Dec-12-2022_20-44,Partial Furniture,2 spots,,,,,,,,https://list.am/en/item/16885762,House is Finished,,
House,Stone,90 sq.m.,1,3,1,Euro Renovation,250 sq.m.,Kotayk › Kasagh,"$77,000",USD,"1-storey private house for sale in Kasakhrenovated, the bathroom is metlakh tile, euro windows, euro doors, possible together with the propertyThe total land area is 250 square metersResidential: 90 square metersFor details, call the indicated numbersTranslated from Armenian",Dec-12-2022_20-44,By agreement,Not available,,,,,,,,https://list.am/en/item/17404434,House is Finished,,
House,Stone,430 sq.m.,3,5,2,Cosmetic Renovation,720 sq.m.,"Ploshchad Sakhmanadrutyan 1, Hrazdan","$55,000",USD,A two-story house in Makravan districtTranslated from Armenian,Dec-12-2022_20-44,Not available,3 or more spots,,,,,,,,https://list.am/en/item/16527749,House is Finished,,
House,Monolith,242 sq.m.,3,4,3+,Designer Renovation,400 sq.m.,"Arinj 1st St., Առինջ գյուղ","$340,000",USD,"Private house for saleIt is located in Kotayk marz, in the elite, newly built district of ArinjiSecured with all communicationsHas,4 bedrooms5 bathrooms2 living rooms2 kitchens2 open balconies2 terracesAt the moment, the private house can be considered a business, it is rented for $2,000 per month, if the client wishes, a 1-year + contract will be signed, the tenants will continue to rent, or otherwise the apartment will be vacated, the apartment will be given free option.Sold with property and appliancesAgency commission is 2%To find other similar announcements, visit the page by clicking on the logoCode 00002Translated from Armenian",Dec-12-2022_20-44,By agreement,Not available,,,,,,,,https://list.am/en/item/18155953,House is Under Construction,,
House,Stone,200 sq.m.,3,5,2,No Renovation,1250 sq.m.,Kotayk › Kaghsi,"$69,000",USD,"The house is located near the river, gas is nearby. It has two floors and an attic.Translated from Armenian",Dec-12-2022_20-44,Not available,Not available,,,,,,,,https://list.am/en/item/18406711,House is Unfinished,,
House,Stone,214 sq.m.,2,5,1,Partial Renovation,1450 sq.m.,Kotayk › Bjni,"$120,000",USD,"The house is located on the bank of the Hrazdan River, next to the highway. The electricity in the house is three-phase. Drinking water is own spring water, there is also irrigation water.Translated from Armenian",Dec-12-2022_20-44,Not available,Not available,,,,,,,,https://list.am/en/item/18688256,House is Finished,"Electricity, water supply, natural gas, sewerage",
House,Stone,360 sq.m.,1,6,2,Partial Renovation,2000 sq.m.,"Ֆրոնտիկ Թևոսյան փողոց 143, Նոր Գեղի","$125,000",USD,Commercial area for sale in Nor-Geghi community. The total land area is 2000 m. The area of the house is 360 m. The house 180 m served as a workshopTranslated from Armenian,Dec-12-2022_20-44,Not available,Not available,,,,,,,,https://list.am/en/item/16465683,House is Finished,,
House,Stone,264 sq.m.,2,4,1,Cosmetic Renovation,1000 sq.m.,"Kotayq street, Abovyan","$110,000",USD,"The walls are made of stone, the base is made of reinforced concrete, tape, the roof is made of reinforced concrete, the roof is made of metal sheets, the entrance door is made of metal, the interior doors are made of wood, the windows are made of metal-wood, some of them are covered with bars, the floor is tiled. Concrete, the walls are made of high quality paint, the ceilings are suspended, made of plasterboard, the first floor is without interior decoration, the floor of the bathroom is tiled, the walls are plastered, it has electricity. Electricity, water, gas, local heating system. A metal gate is installed. There is a building of 25.9 square meters, a roof of 14 square meters, a house of 10.1 square meters, a roof of 10.3 square meters, the walls of auxiliary buildings are made of tuff stone, the roofs are asbestos slate, without finishing. With the right of ownership, residential significance, adjacent land - 1020 sq. M.Translated from Armenian",Dec-12-2022_20-44,Not available,1 spot,,,,,,,,https://list.am/en/item/15737314,House is Finished,,
House,Stone,160 sq.m.,2,8+,2,Old Renovation,,Kotayk › Arinj,"$160,000",USD,"Urgent two-storey private house for sale in Arinj village. Constant water, gas, electricity. On the ground floor there is a kitchen, 4 bedrooms, a bathroom, a toilet, a closed parking lot. On the second floor: Kitchen, bathroom, bedrooms, hall.The total area is 660 square meters. M:#Arinj #Arinj #Arinj village # own #owner #homeTranslated from Armenian",Dec-12-2022_20-44,Available,2 spots,,,,,,,,https://list.am/en/item/11448491,House is Finished,,
House,Stone,280 sq.m.,2,5,2,Partial Renovation,500 sq.m.,"Arinj 15-th street, Առինջ գյուղ","$145,000",USD,New buildingGarden yardNear Avan ArinjNewly built districtWater supply to the sewerLet's warm upEuro windowsGarageSecurity system (cameras)Attic 80 m / sVery quiet districtCall for the restViber…Whats APP…Translated from Armenian,Dec-12-2022_20-44,Not available,2 spots,,,,,,,,https://list.am/en/item/17040969,,,
Country House,Stone,780 sq.m.,3,4,1,Major Renovation,600 sq.m.,Kotayk › Dzoraghbyur,"$72,000",USD,"Վաճառվում է Սեփական տուն Ձորաղբյուրում: Տան մակերեսը 180 քառակուսի մետր, ունի հողատարածք 600 քառակուսի մետր, ունի 3 ննջասենյակ, 1 Սանհանգույց, ընդարձակ խոհանոց, բացօթյա տաղավար և մանղալ.Продаються дом в Дзорахбюре, 3 этажный дом с 180 квадратный метр, есть сад 600 квдаратный метр, большая кухня, 3 комнаты, мангал, есть большая бисетка, 1 туалет, Гараж.",Dec-12-2022_20-44,,,,,,,,,,https://list.am/en/item/17754421,,,
House,Stone,170 sq.m.,1,5,2,Major Renovation,700 sq.m.,Kotayk › Kasagh,"70,000,000 ֏",AMD,"0600230In Kasakh, near the 2nd school, a 5-room detached house with an area of 170 sq/m is for sale, with a total land area of 700 sq/m. 32 meters of land frontage, there is a summer kitchen of 25 sq/m and a basement of 30 sq/m. The house is newly built, fully renovated.1 Lobby2 living rooms3 4-Bedroom4 Kitchen5 2-BathroomBeautiful view of Mount Ararat. Possible sale with property and furniture. For more information call:Translated from Armenian",Dec-12-2022_20-44,By agreement,3 or more spots,,,,,,,,https://list.am/en/item/17661492,House is Finished,,
House,Stone,59 sq.m.,1,2,1,Old Renovation,870 sq.m.,"Գրիգոր Նարեկացու փողոց 1, Հրազդան","$25,000",USD,Own house for sale in Kochor districtcall for detailsnegotiableTranslated from Armenian,Dec-12-2022_20-44,Available,Not available,,,,,,,,https://list.am/en/item/18664520,House is Finished,"Electricity, water supply, natural gas",
Country House,Monolith,178 sq.m.,3,5,2,Old Renovation,500 sq.m.,Kotayk › Dzoraghbyur,"$80,000",USD,"Code C1344Otayk marz c. A comfortable private house is for sale in Dzoraghbyur.The house has 3 floors, the 3rd floor of which is an attic. It consists of 5 rooms, kitchen area, 2 balconies, 2 bathrooms.Interior renovation: Old renovationFloor type: Concrete slab, wood panelingThe windows face the gardenEntrance: Separate, one-wayThere is irrigation water, but there is no drinking water and natural gas, but there is an opportunity to spend.Cover: Monolithic concrete.Call for other information.Translated from Armenian",Dec-12-2022_20-44,By agreement,2 spots,,,,,,,,https://list.am/en/item/17837333,House is Finished,,
House,Stone,166 sq.m.,2,7,2,No Renovation,500 sq.m.,Kotayk › Zovuni,"$125,000",USD,"Code C1335Kotayk marz, Yeghvard community, c. A newly built 2-storey house is for sale in Zovuni. It is located in the neighborhood of Davtashen 4th district.The house consists of 7 rooms: 3 on the first floor, 4 on the 2nd floor, kitchen, 2 bathrooms.It is a stone (tuff) building, the inter-floor material is reinforced concrete, the roof is metal sheet. It was built in 2020.Internal renovation: 0 condition, the floor is clean, the walls are plastered. E-mail: Wires, water, sewage, gas, heating pipes are laid, the gas pipe is located right next to the building.The land area is completely fenced: 20.7 square meters, 7.3 square meters.The entrance is from the street, the direction of the windows is three-sided.The capital works of the mansion have been completed, it needs to be repaired. The doors and windows are also installed.Call for other information.Translated from Armenian",Dec-12-2022_20-44,Not available,Not available,,,,,,,,https://list.am/en/item/17703439,House is Finished,,
