Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,New Construction,Elevator,Ceiling Height,Floor,Balcony,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Furniture,Garage,Amenities,Appliances,Links,Condition,Service Lines,Facilities
House,Stone,223 sq.m.,2,5,2,Partial Renovation,,"Ջամբուլի փողոց, Գյումրի","$69,000",USD,"Վաճառվում է 2 հարկանի 5 սենյականոց առանձնատուն:Մուտքի դուռը՝ երկաթյա, հատակը՝ լամինատ, պրեսգրանիտ, պատուհանները՝ եվրո, սանհանգույցը (2) ՝ համակցված, սալիկապատ:1 -ին հարկում ունի՝ 1 հյուրասենյակ, 1 ննջարան, 1 սանհանգույց, 1 խոհանոց,2-րդ հարկում առկա է 3 ննջարան, 2 սանհանգույց, 2 բաց պատշգամբԱյգի՝ պտղատու ծառերով, ծաղկանոց, ավտոտնակ, ձեղնահարկ, ջեռուցման համակարգ, ջուր և գազ:Частный дом со всеми удобствами, во всех этажах, два этажа, два балкона, большой подвал, гараж.A 2-storey house for sale. The rooms' quantity is 5 (2 halls and 3 bedrooms) The entrance door is iron-made, the windows are euro-based, the floor is covered by laminate, solid granite. The bathrooms (2) are combined and tiled. The house has 2 balcony, garden with fruitful trees, flowerbeds, garage, loft, heating system and is supplied with constant water and gas. The sale is possible with furniture and electronic devices.#վաճառք #վարձակալություն #անշարժգույք #տուն #բնակարան #house #building #penthouse #realestateagent #realestate #broker #дом #квартиры",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18210051,,,
House,Stone,85 sq.m.,1,3,1,Cosmetic Renovation,85 sq.m.,"Rustaveli Street, Gyumri","$48,000",USD,"Own house for salec. Gyumri, Rustaveli street85 square meters. Total area3 roomsStoneCosmetic repairUtility with all amenitiesWith hot and cold waterGarageBasementyardSelling price: $48,000Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18488565,,,
House,Stone,71 sq.m.,2,3,1,Partial Renovation,,"Khrimyan Hayrik Highway, Gyumri","$15,000",USD,A two-story private house is for sale.Translated from Armenian,Dec-12-2022_21-20,,,,,,,,,,,Available,Not available,,,https://list.am/en/item/18487577,,,
House,Stone,600 sq.m.,1,4,1,Cosmetic Renovation,400 sq.m.,Shirak › Gyumri,"$104,000",USD,"This beautiful house has all the utilities. Heated garden with its fruit trees, swimming pool, barbecue, spacious storage room, dry and clean basement the size of the house, garage, etc.House 200myard 400mgarage 50mCode 1122Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18430630,,,
Country House,Monolith,500 sq.m.,2,4,1,Cosmetic Renovation,5000 sq.m.,"Proshyan Street, Artik","$140,000",USD,The house is located in Shakhtar district of Rostov region. Ground floor partial. There is a furniture factory. Thoroughly reconstructed. A very comfortable house is a business house. Call for questions.Translated from Armenian,Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/16775721,,,
House,Stone,250 sq.m.,2,7,2,Major Renovation,250 sq.m.,"Furmanov street, Gyumri","$290,000",USD,"For sale: Three-storey private housec. Furmanov street, Gyumri250 square meters. Total area7 roomsUtility with all amenitiesStoneWith propertySwimming poolSauna2 living rooms2 bathroomsGarageBarbecue (grill)By techniqueOn the sunny sideWith hot and cold waterSelling price: $290,000Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18485047,,,
House,Stone,500 sq.m.,1,6,1,Major Renovation,,Shirak › Gyumri,"$80,000",USD,"Private house in Gyumri, on Khrimyan Hayrik street, the private house is located at the back of Nairi restaurant, east and west, consists of 5 rooms, 25 sq. M. Basement, a spacious yard with fruit trees, there are 2 rooms, a tonratun, a sauna in the yard; garage, with parking for 3 cars, there is another yard in the back of the house, the house is heated by a heating system, in the area you can develop your own business (shop, bakery), it is possible to exchange, in the city of Yerevan…Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/12211440,,,
House,Stone,112 sq.m.,1,4,1,Major Renovation,77 sq.m.,"Ghorghanayn Street, Gyumri","35,000,000 ֏",AMD,"Own house for salec. Gyumri, Ghorghanyan street112 square meters. Living space77 square meters. Plot area4 roomsStoneThoroughly reconstructedUtility with all amenitiesyardEuro windowsIron doorsEast-WestSale price: 35,000,000 AMDCode 4527Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18478795,,,
House,Stone,240 sq.m.,3,7,1,Partial Renovation,140 sq.m.,Shirak › Gyumri,"$130,000",USD,"The house was built in 1990. Suitable for starting a business (guest house) Has permanent hot and cold water, sewerage, 2 balconies, garage and 3rd floor with 80 sq / m areaTranslated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/17691049,,,
House,Stone,650 sq.m.,1,5,1,Major Renovation,503 sq.m.,"Yerevan Highway, Gyumri","$77,000",USD,"Urgently for sale, own housec. Gyumri-Yerevan highway147 square meters. Living space650 square meters. General5 roomsUtility with all amenitiesStoneOn the sunny sideWith hot and cold waterFencedFruit treesNewly built in 2013.GarageyardWill exchange for a 4-room own houseSelling price: $77,000 NegotiableCode 8345Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/17788980,,,
House,Stone,748 sq.m.,2,8+,2,Major Renovation,435 sq.m.,"Աճեմյան փողոց, Գյումրի","$220,000",USD,"For sale: Two-story private house-operating guest housec. Gyumri Slabotka313 square meters. Living space435 square meters. Plot of land9 roomsUtility with all amenitiesStoneEast-westWith hot and cold waterFencedFruit treesOperating guest houseGarageyardBasementHeating SystemThe sale is also partialSelling price: $220,000Code 4345Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,By agreement,1 spot,,,https://list.am/en/item/17869538,House is Finished,,
House,Stone,171 sq.m.,1,2,1,Partial Renovation,100 sq.m.,"Rustaveli Street, Gyumri","$65,000",USD,"Private house for saleQ ․ Gyumri Rustaveli street171 sq. M. Total area:2 roomsWith all utilitiesKarashenGarageBasementYard:Plot:Convenient to use as a guest house areaThe sale price is $ 65,000Code 7659Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/17883830,,,
House,Stone,1260 sq.m.,2,4,1,Partial Renovation,1080 sq.m.,"Կոմիտասի փողոց, Գյումրի","$150,000",USD,"Own house for salec. Gyumri, Komitas street1260 square meters. Common surface180 square meters. Living space4 roomsStoneOn the sunny sideUtility with all amenitiesCosmetically refurbishedEast-westGarage3 buildings in the yard3 bathroomsFactorySuitable for guest houseyardBasementSwimming poolHeating SystemWith hot and cold waterSelling price: $150,000Code 4826Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18222233,,,
House,Stone,257 sq.m.,1,3,1,Major Renovation,204 sq.m.,"Yerevan Highway, Gyumri","$40,000",USD,"Own house for salec. Gyumri, Yerevan highway257 square meters. Common surface53 square meters. Living space3 roomsStoneOn the sunny sideUtility with all amenitiesThoroughly reconstructedTile and laminateGarageHeating SystemWith hot and cold waterSelling price: $40,000Code 8126Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18217903,,,
House,Stone,323 sq.m.,2,7,1,Cosmetic Renovation,450 sq.m.,"Կուրղինյան փողոց 61, Գյումրի","$120,000",USD,"Shaat Shtaap 2-storey house for sale in the back of PROFALI. The total area of the building is 450 sq/m, the living area is 323 sq/m first building and 157 sq/m stone garage and attached two-story building. Secured with all necessary communications. Iron doors are installed at the entrance, there are iron gates, euro windows, as well as a basement section along the whole house. On the first floor there are 5 bedrooms, with a separate tiled bathroom and kitchen. On the second floor you will find 4 bedrooms. The house has an auxiliary two-story building. It has a yard and outdoor parking spaces, a stone garage separated by stone walls from the yard. A kindergarten, a school and many shops are nearby. The place is calm and quiet.Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/9702243,,,
House,Stone,220 sq.m.,2,5,1,Cosmetic Renovation,1100 sq.m.,"Ախուրյան խճուղի 55, Ախուրյան","$47,000",USD,"Վաճառվում է Երկհարկանի Առանձնատուն Ախուրյանում 2-րդ դպորցի հարեվանությամբ։ Հողատարածքի ընդհանուր մակերեսը կազմում է 1100ք/մ, բնակելին 220ք/մ է։Ապահովված է բոլոր անհրաժեշտ կոմունիկացիաներով։Մուտքին տեղադրված են երկաթյա դռներ, եվրո և փայտյա պատուհաններ, ինչպես նաև նկուղային հատված։ Տանիքը ամբողջովին նոր է, էլեկտրական լարերը և ջրատար խողովակները ևս նոր են։ Առանձնատունը ընդհանուր ունի 5 սենյակներ, միջսենյակային դռները փայից են, խոհանոցը և սանհանգույցները սալիկապատված է: Առանձնատունը ջեռուցվում է գազի վառարանով, տեղադրված է ջրի կաթսա։Առանձնատան երկրորդ հարկը ունի 4 սենյակներ ևս 2 սենյակ ավելացնելու հնարավորություն։Առկա է բաց պատշգամբ։Բակում հատկացված է բացօթյա ավտոկայանատեղիներ, քարե ավտոտնակ՝յամկով և կաթսայատնով: Շենքի դիմաց առկա է 1100ք/մ հողատարածք մրգատու այգիով և փայտանով։ Տեղը հանգիստ է և անաղմուկ։",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/15816685,,,
House,Stone,213 sq.m.,2,4,2,Cosmetic Renovation,523 sq.m.,"Վ. Սարգսյան 2-րդ թաղամաս, Գյումրի","25,000,000 ֏",AMD,"Two-storey house for sale V. In front of VABERI on Sargsyan Street. The total area of the land is 523 square meters, the living area is 213 square meters. It is provided with all necessary communications. Iron doors, euro and wooden windows are installed at the entrance. The house has 4 bedrooms on each floor, the kitchen and bathroom are tiled, the interior doors are wooden. The second floor of the mansion needs interior decoration. Individual heating system and solar powered system are installed. The mansion is separated by stone walls, there is a garden. A kindergarten, a school and many shops are nearby. The place is calm and quiet.Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/12782291,,,
House,Stone,145 sq.m.,1,4,1,Old Renovation,2400 sq.m.,Shirak › Marmashen,"$28,000",USD,Garden cattle ranch bakery potato storehouseTranslated from Armenian,Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18175298,,,
House,Stone,440 sq.m.,1,5,1,No Renovation,360 sq.m.,Shirak › Artik,"6,500,000 ֏",AMD,"For details call viber, whatsAppTranslated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18295976,,,
House,Stone,200 sq.m.,2,5,2,Partial Renovation,200 sq.m.,"Khrimyan Hayrik Highway, Gyumri","$27,000",USD,"Hurry up, that's why I'm selling, it's our own house, I'm not a broker, for sale is a newly built 2-story house with an attic, with all utilities (gas, electricity, water, sewerage) The house is located in one of the busy parts of the city, in the street in front of ""Sovkhkhoz"" Progress) Right next to the bus stop, school, kindergarten, shops, supermarkets. In short, a very convenient and quiet place. The house is partially renovated, but needs cosmetic repairs, the house documents are in good condition, ready to move in at any time. It also has a small plot of land and a yard plot. It is possible to negotiate only after you like the house on the spot.Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18455635,,,
House,Stone,180 sq.m.,2,5,1,Partial Renovation,,"Hansoglyan Street, Gyumri","$60,000",USD,Срочно продаём дом.,Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/17507788,,,
House,Stone,76 sq.m.,1,4,1,Cosmetic Renovation,25 sq.m.,"Hakobyan street, Gyumri","$23,000",USD,"Own house for salec. Gyumri Slabotka51 square meters. Living space21 square meters. Auxiliary building4 roomsCosmetically refurbishedStoneBasementGarageyardLarge roomsSelling price: $23,000Code 7586Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/17833925,,,
House,Stone,120 sq.m.,1,3,2,Major Renovation,1000 sq.m.,Shirak › Horom,"$36,000",USD,Newly renovatedTranslated from Armenian,Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18406237,,,
House,Stone,103 sq.m.,1,3,1,Cosmetic Renovation,690 sq.m.,"Տերյան փողոց, Գյումրի","$50,000",USD,"Own house for salec. Gyumri, Slabotka103 square meters. Living space690 square meters. Land surface3 roomsStoneOn the sunny sideFruit treesGarageyardBasementCosmetically refurbishedUtility with all amenitiesPosition: East-WestEuro and wooden windowsHeating SystemSelling price: $50,000Code 4198Translated from Armenian",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18193267,,,
House,Stone,155 sq.m.,1,4,1,Old Renovation,295 sq.m.,"1-й тупик улицы Курхинян 7, Гюмри","$26,000",USD,"Продается дом в Гюмри. Есть отдельный двор, гараж, подвал.",Dec-12-2022_21-20,,,,,,,,,,,,,,,https://list.am/en/item/18269231,,,
