Type,Floor Area,Address,Price,Currency,Description,Datetime,Furniture,Elevator,Location from the Street,Entrance,Lease Type,Minimum Rental Period,Prepayment,Utility Payments,Parking,Links,Construction Type
Automotive Service,1260 sq.m.,"Kentron block 111, Hrazdan","$210,000",USD,"Կոդ T 181.Վաճառվում է ավտոտեխսպասարկման կետ՝ Հրազդանում, Սպանդարյան փողոցում: Ավտոտնակների մակերեսը կազմում է՝ 617քմ. , իսկ շենքի մակերեսը ՝605 քմ. , ընդհանուր մակերեսը ՝ 1260 քմ: Շենքում առկա է 12 սենյակ, 2 սանհանգույց: Առկա է 13 սպասարկման կետ, որից գործում են ՝ 9-ը: Հարմար է ցանկացած գործունեության համար: Տարածքը ՍԵՓԱԿԱՆԱՇՆՈՐՀՎԱԾ է: Վաճառվում է ՇՏԱՊ:Կոդ T-181",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/11013001,Stone
Industrial and Manufacturing,3000 sq.m.,"Գիտության Միջանցք փողոց, Զովունի","$100,000",USD,Property and equipment are for sale WITHOUT PREMISES. For more information callGreenhouseGreenhousegreenhouseTranslated from Armenian,Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/15686390,Stone
Retail Space,70 sq.m.,"Oghakain street 28, Charentsavan","$29,000",USD,"It has gas and electricity, the price is 40,000 drams. Located in the city of Charentsavan.Translated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/11608590,Stone
Functioning Business,1166 sq.m.,Kotayk › Abovian,"$500,000",USD,"An existing business, a restaurant, is for sale in the city of Abovyan.The total area is 1166 square meters.It has a very nice yard.There are open and closed booths for 100-120 people.It is sold together with the property.Selling price: 500,000 USDCode: GS-K50Translated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/17236344,Wooden
Everything Else,30 sq.m.,"2-րդ թաղամաս 9, Չարենցավան","12,000,000 ֏",AMD,Продается квартира под комерческую площадь в центральном районе г. Чаренцавана (по шаговой доступности к церкви г. Чаренцавана) Уже для комерческой деательности есть все разрешения со стороны мэрии города. Проект со всеми строительными чертежами и разрешениями полностью готова.,Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/17610942,Stone
Everything Else,67 sq.m.,Kotayk › Abovian,"$70,000",USD,"Վաճառվում կամ տրվում է վարձով կոմերցիոն շինություն քաղաք Աբովյանում, որը գտնվում է 3-րդ միկրոշրջան՝ Հատիսի փողոցում:",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/15013358,Stone
Multifunctional Space,184 sq.m.,Kotayk › Tsakhkadzor,"$140,000",USD,"K-21746Վաճառվում է բազմաֆունկցիոնալ կոմերցիոն տարածք Ծաղկաձորում։ Տարածքը կապիտալ վերանորոգված է, առաջին գիծ։Զրոյական մուտք Մուտքի դուռը՝ ապակյա, պատուհանները՝ եվրո, հատակը՝ սալիկ։ էլ․ լարերը՝ փոխված։ Ունի 80քմ ազատ հողատարածք, մշտական ջուր։ Մուտքը՝ փողոցից։Գործակալության միջնորդավճարը կազմում է 2 %: Ցուցադրությունների համար կնքվում է ցուցադրման պայմանագիր։ Խնդրում ենք Ձեզ մոտ ունենալ անձը հաստատող փաստաթուղթ։Multifunctional commercial area for sale in Tsakadzor. The area is newly renovated and is stationed on the 1stt line. Zero entrance. The entrance door is glass-made, the windows are euro-based, the floor is tiled. The electric wires are newly changed. It has 80sq. M free land and is supplied with constant water. The entrance is from the street.The commission of the Real Estate Agency is 2%. For showing the real estate, a contract is signed. Please have a passport, ID or driving-license with You.",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/17421946,Stone
Retail Space,300 sq.m.,"13th street, Hrazdan","$85,000",USD,"Շտապ վաճառվում է շատ բանուկ թաղամասում միկրոշրջան թաղամասում դատարանի, տիվա սուպերմարկետի մոտակայքում գլխավոր ճանապարհի վրա Գործող բիզնես` Ավտոլվացման կետ, խանութ, օֆիսային տարածքներ։Ետնամասում բնակելի տուն 150մ քառակուսի, որի հարդարման աշխատանքները կատարված են կիսատ։ Հողամաս 225 մ քառ։Չի սակարկվում",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/16527730,Stone
Industrial and Manufacturing,7000 sq.m.,Kotayk › Yeghvard,$250,USD,"For sale or partial exchange, stone workshop, smart barn, two-story building 450 m2, own three-phase power station, price negotiable, call for detailsTranslated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/18432268,Stone
Multifunctional Space,1350 sq.m.,Kotayk › Jrvezh,"$700,000",USD,"Multipurpose property for sale in Jrvezh,land area: 1350 square metersspace is in 3 dimensions1st floor: 505 square meters (ceiling height 6m)2nd floor: 325 square metersbasement: 80 square metersmeaning: Public.The area is multifunctional and can be used for various activitiesIt has several entrances suitable for large trucksAgency commission: 2%Code kom042Translated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/18199095,Stone
Multifunctional Space,134 sq.m.,Kotayk › Abovian,"$160,000",USD,"Excellent condition, the land is 134 square meters, gasified, constant hot-cold water, three-phase electricity. It is heated by Bax system. The price is negotiable.Translated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/11073477,Stone
Restaurant,3800 sq.m.,"Charents street, Ծաղկաձոր","$350,000",USD,"Region: Kotayk,City: Tsakhkadzor7 Tandzaghbyur StreetLand area: 3,800 square meters (Actual 2,300 square meters)Building area - 155 square metersThe furniture of Tsakhkadzor ""SKI Bar"" and the selected shades are in line with the natural beauty of the area.Located in a mountainous area, equipped with all modern amenities, it is very close to the hillside for skiing.""ROPANUGHIN"" is only 350 meters from the area.""SKI Bar"" offers organizations or guests to spend the day in the most unforgettable environment. The service includes breakfast, lunch and dinner.In winter, skiing entertainment is organized, and in other seasons of the year, SKI bar's professionals organize an unforgettable and impressive walk for guests to get acquainted with the sights and interesting places of Tsakhkadzor.You can enjoy an unforgettable vacation, as well as European and Armenian cuisine in ""SKI bar"", which has the opportunity to receive 45 guests at a time.The area has the possibility of expansion - construction of 3-4 cottages ևTo expand the ""SKI bar"".There are many trees and deer in the land.""SKI bar"" and adjacent area is for sale.Code 9253642Translated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/9253642,Stone
Everything Else,850 sq.m.,Kotayk › Garni,"$750,000",USD,"An operating bakery-guest restaurant complex is for sale in Garni village, Kotayk region. The bakery is located about 28 km from Yerevan, and about 350 meters in a straight line from the pagan temple of Garni. Over the years, the bakery has become a pleasant place to taste Armenian dishes, as well as to enjoy the services of a guest house located in the lap of Nassar. The area of the restaurant complex is 850 square meters. The land area is 1870 square meters, in fact it is 2000 square meters. The road is fenced, there are old-fashioned wooden gates, but after entering the area, you find yourself on a mountain slope in a fairytale setting surrounded by nature. The bakery consists of two parts. In the inner part there is a closed glass, up to the hall for 100 guests, a balcony with separate tables. From the balcony there is a wonderful view to Garni gorge, and in front of it, with all its majesty, rise the pagan temple and Geghama mountains. The closed hall is renovated with Armenian folk motifs. The walls are covered with Armenian ornaments gathered with stones. The glazed section overlooks the mountain ranges. The upper part of the barn consists of a garden with separate tables, a second open balcony overlooking the mountains, and a cellar. The garden is decorated with Armenian motifs - jars, jars, there is a tonir where it is possible to bake lavash for the guests. The entrance to the seven-room guest house is from the garden. The rooms are quite spacious, clean, furnished with the necessary furniture, separate bathrooms. Five rooms have a French balcony with a view of the beautiful nature of Garni. The service area of the restaurant complex is on the ground floor: Storage room, kitchen, rest rooms, etc. A security system is installed. Garni is one of the ancient settlements of Armenia, according to the legend it was founded 2000 years before our era. It stands out with its beautiful nature and historical and cultural monuments. Here is the world-famous Garni fortress, which is located inside The pagan temple of Garni, built in the 1st century, the remains of the royal bath, the ruins of the 4th century single-nave church. In Garni, near it, there are also the Tukh Manuk, St. Sargis chapels, built in the 9th century, St. Poghos-Petros (12-13 centuries) and St. Sarkis (11th century) churches, the 12th century central dome of Mashtots Hayrapet's church, as well as the medieval bridge. Garni is a popular place կողմից by local tourists visiting Armenia յուրաքանչյուր every tourist visiting here can be your customer.Code 14979917Translated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/14979917,Stone
Industrial and Manufacturing,1962 sq.m.,"Սաֆարյան փողոց, Եղվարդ","$60,000",USD,"A production area is for sale, where there is a 199 sq. M. Barn (which you can use for any purpose), 2 warehouses of 40 sq. M. House 2 rooms, toilet, kitchen, where all the communal facilities are available, gas, water, three-phase electricity. The area is fenced with a stone fence, there are various fruit trees. Partial sale is possible.Translated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/17962014,Stone
Multifunctional Space,305 sq.m.,"Hanrapetutian Avenue 4, Abovyan","$114,000",USD,"• For sale for 49,000,000 AMD.• The public area is located in In Abovyan, near the intersection of Yerkhanyan and Hanrapetutyan streets, on the 1st floor of a 9-storey bank building, it occupies the total 1st floor area of the building, the actual 4 sides of the building are the given area.• Located very close to the main street, on the 2nd line, in a densely populated area.It is a very convenient area for social activities.• Condition to be repaired, subject to overhaul.Ceiling height is about 2.75 mAddress: Kotayk region, c. Abovyan, Republic Avenue 4 building.• Building details:Target significance: PublicThe area is 304-9Type of right: Property• FOR MORE INFORMATION CALL• YOU CAN GET TO KNOW OTHER ANNOUNCEMENTS BY PASSING MY PAGE.Translated from Armenian",Dec-12-2022_20-25,,,,,,,,,,https://list.am/en/item/17199418,Panels
