Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Furniture,Garage,Facilities,Appliances,Service Lines,Links,Amenities,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment
House,Stone,160 sq.m.,2,5,2,Major Renovation,700 sq.m.,Aragatsotn › Mughni,"350,000 ֏ monthly",AMD,"A two-story detached house is for rent in Aragatsotn marz.The total area of the house is 160 sq/mLand area: 700 sq/mCeiling height: 3mHas,spacious lobby2 living rooms3 bedroomskitchen2 bathroomsopen balconyThe house is equipped with furniture and appliances, heating is carried out through an individual system. The house has a well-kept, landscaped yard with a pavilion with all its amenities.• Kind Regards #AsatryanConsulting teamThe best for you!Best for you!Best for you!The best for you!The best for you!Most suitable for you!Translated from Armenian",Dec-12-2022_21-52,,Not available,,,,https://list.am/en/item/18560218,,6,Yes,Yes,Not included,1 month
Country House,Stone,600 sq.m.,2,5,2,Designer Renovation,450 sq.m.,Aragatsotn › Mughni,"55,000 ֏ daily",AMD,A private house is for daily rent in Mughni2 storey4 bedroomsPavilion for 30-35 peopleswimming poolbarbecue bottlegrilltoasterkettlegas stoveA wonderful place to spend your vacation.BOOK IN ADVANCE!Code A-107Translated from Armenian,Dec-12-2022_21-52,,,,,,https://list.am/en/item/18230252,,8+,Yes,No,By Agreement,By Agreement
House,Stone,300 sq.m.,2,5,2,Major Renovation,300 sq.m.,Aragatsotn › Ghazaravan,"500,000 ֏ monthly",AMD,"Until May 1, a two-story private house is for rent, Aragatsotni Marz. Ghazaravan.It is located 20 km from Yerevan;The house has:150 sq/m living area;300 sq/m land;2 living rooms;3 bedrooms;2 kitchens;2 bathrooms;Heating and cooling system;It has a large yard, a swimming pool, a garden with fruit trees;Garage.The house is equipped with furniture and appliances.Call Edgar for detailsTranslated from Armenian",Dec-12-2022_21-52,,,,,,https://list.am/en/item/18499486,,7,Yes,Yes,Not included,1 month
House,Stone,280 sq.m.,2,7,2,Partial Renovation,1073 sq.m.,"Թամազյան փողոց, Աշտարակ","200,000 ֏ monthly",AMD,Normal state constant water gas. Beautiful garden fenced beautiful yardTranslated from Armenian,Dec-12-2022_21-52,,,,,,https://list.am/en/item/18553039,,7,Yes,No,Not included,1 month
Country House,Stone,2000 sq.m.,2,7,3+,Designer Renovation,1500 sq.m.,Aragatsotn › Mughni,"90,000 ֏ daily",AMD,Private house for daily rent in Ashtarakpavilion for 40_50 peopleswimming poolATTENTION!In case of accommodation's other valueup to 17 people per nightPRICE CHANGES FROM THE NUMBER OF PERSONS ON THE DAYS.Code A-076Translated from Armenian,Dec-12-2022_21-52,,,,,,https://list.am/en/item/13846942,,8+,Yes,Yes,Included,By Agreement
House,Stone,120 sq.m.,1,4,1,Partial Renovation,4000 sq.m.,"Գարեգին Հովսեփյան փողոց 24/30, Երևան","80,000 ֏ monthly",AMD,The specified address does not belong to reality. The house is located in the tower district of Kosh village. Suitable for habitation.Translated from Armenian,Dec-12-2022_21-52,,,,,,https://list.am/en/item/18498129,,5,Yes,Yes,Not included,By Agreement
House,Stone,50 sq.m.,2,1,3+,Major Renovation,1700 sq.m.,Aragatsotn › Byurakan,"199,000 ֏ monthly",AMD,"Сдаются просторные комнаты в большом, уютном гостевом доме.Природа, красивые виды, интернет, рядом с обсерваторией Бюракана.",Dec-12-2022_21-52,,,,,,https://list.am/en/item/17581968,,4,Yes,No,Included,Without prepayment
Country House,Stone,1200 sq.m.,2,4,2,Designer Renovation,1200 sq.m.,Aragatsotn › Ashtarak,"70,000 ֏ daily",AMD,"Summer house HOLIDAY VILLA is for daily rent in Aghdzk village of Ashtarak (Dzorap) All facilities are created to organize a family vacation.2-storey stone house.*kitchen*living room*3 bedrooms*2 open balconies*bathrooms* sauna with its rest room and separate bathroomThe yard is equipped.*toaster*grill* gas stove*swimming pool (with filtration system) ️*2 booths* summer kitchen*Parking for 6 + carsAvailable for entertainment:*Ping-pong*table hockey* table football*children's playground* swingsOther terms:*internet (wifi)* heating system* cooling system*hot/cold waterCall for additional questions. ️Daily wage from Monday to Friday: 70,000 Dr. Without OvernightSaturday and Sunday daily wage: 90,000 AMD.Without OvernightTranslated from Armenian",Dec-12-2022_21-52,,,,,,https://list.am/en/item/17874506,,8+,Yes,Yes,By Agreement,By Agreement
House,Stone,150 sq.m.,1,3,1,Designer Renovation,3500 sq.m.,Aragatsotn › Parpi,"100,000 ֏ daily",AMD,"A private house is for daily rentThe area is cut off from noise and is located away from highwaysAvailable without accommodationThe size of the pool is 4: 8 m, the depth is 1.8 m, the water of the pool is self-cleaning in a closed cycle, a high-quality Italian filtration system is installed.In the yard there is a big barbecue - a place to sit on a tree - a table - 4 chairs, there is a place - a bonfire to make barbecue - to light a bonfire in the evening.There is an open balcony with an area of 52 square meters, where you can sit and enjoy the fresh air of Parpi, the view surrounded by green trees and mountains.There are large tables, chairs for parties and celebrations.The house is located not far from Yerevan, 15 km awayFor more information callCode 50236Translated from Armenian",Dec-12-2022_21-52,,,,,,https://list.am/en/item/17870285,,8+,Yes,No,Included,By Agreement
House,Stone,100 sq.m.,1,1,1,Designer Renovation,1000 sq.m.,Aragatsotn › Parpi,"90,000 ֏ daily",AMD,"Private house for daily rent in Aragatsotn region, intended for warm family gatheringsIS GIVEN WITHOUT NIGHTAvailable from 11:00 to 23:00Large pavilion for 20 people,barbecue with its facilities,rest roomswimming poolFor more information callCode 50185Translated from Armenian",Dec-12-2022_21-52,,,,,,https://list.am/en/item/17712498,,8+,Yes,No,Included,By Agreement
House,Stone,300 sq.m.,2,4,2,Designer Renovation,1200 sq.m.,Aragatsotn › Ashtarak,"120,000 ֏ daily",AMD,"A summer house is for daily rent in Aghdzk village of AshtarakAll the amenities are designed to enjoy the rest.Two-storey stone house with kitchen, living room, 3 bedrooms, 2 open balconies, bathrooms, as well as a sauna with its own rest room, separate bathroom, tonir, barbecueThere is table hockey and football for fun,outdoor poolsummer kitchen2 open-air pavilions, one for about ~ 30, the other for ~ 10 people, children's playground: Swings, slide, heating system, internet (wifi)Parking for 6 + cars.The best way to enjoy family vacation.Call for more questions.Monday-Thursday-120,000 AMDOrphan-Sunday - 140,000 AMDOvernight - daily rent + 20,000 AMDAragatsotn) Ashtarak) v. AghdzkCall to make a reservationCode 50255Translated from Armenian",Dec-12-2022_21-52,,,,,,https://list.am/en/item/17918257,,8+,Yes,No,Included,By Agreement
House,Stone,200 sq.m.,1,1,1,Designer Renovation,1800 sq.m.,Aragatsotn › Oshakan,"80,000 ֏ daily",AMD,A private house is for daily rent without accommodation.Equipped with all utilities.Swimming pool.Summer pavilion. Intended for 20 people.Summer kitchen.Tonir. Mangal.Check-out time 10: 00-23: 00Call in advance to make a reservation.Code 50248Translated from Armenian,Dec-12-2022_21-52,,,,,,https://list.am/en/item/17909734,,8+,Yes,No,Included,By Agreement
House,Stone,220 sq.m.,2,5,2,Euro Renovation,980 sq.m.,Aragatsotn › Karbi,"$4,500 monthly",USD,Сдается частный дом в селе Карби. Дом находится в ремонте. Можем предложить несколькими вариантами,Dec-12-2022_21-52,,,,,,https://list.am/en/item/18494525,,6,Yes,No,Not included,3 months
House,Stone,3000 sq.m.,1,1,1,Designer Renovation,5000 sq.m.,Aragatsotn › Ashtarak,"80,000 ֏ daily",AMD,"A private house is for daily rent in Nazrvan village, Ashtarak regionAvailable without OvernightFiltered poolbarbecueSummer pavilionkitchen,Ping-pong,volleyball courta large garden.Code 50217Translated from Armenian",Dec-12-2022_21-52,,,,,,https://list.am/en/item/17741474,,8+,Yes,Yes,Included,By Agreement
House,Stone,200 sq.m.,1,5,3+,Designer Renovation,2000 sq.m.,Aragatsotn › Karbi,"90,000 ֏ daily",AMD,"Up to 40 people with daily rent for summer and events հանգ events.There is a kitchen furnished in the yard,hot and cold standing water,refrigerator, freezer (frosting)high quality musicsieve granite tiledtonirpavilions,swingstiled bathroomshower with solar heating,wardrobeSwimming pool with high quality filtration system.The summer house is for rent with dishes, barbecue skewers.The price is 120,000 AMD on Saturdays and Sundays, 100,000 AMD on other days,from 11:00 to 24:00,There is parking for 30 cars,WIFI,the road is asphaltedThere are no adjoining houses, completely fenced,Distance from Yerevan 20 km.For rent without accommodation.Book in advance.Code 50202Translated from Armenian",Dec-12-2022_21-52,,,,,,https://list.am/en/item/17734313,,8+,Yes,Yes,Included,By Agreement
House,Stone,1000 sq.m.,1,4,1,Designer Renovation,1000 sq.m.,Aragatsotn › Ghazaravan,"70,000 ֏ daily",AMD,"Տրվում է օրավարձով առանձնատուն Աշտարակի շրջանի Նազրվան գյուղում։Տրվում է գիշերակացով և առանց գիշերակացի3 ննջարան 1 հյուրասենյակԱռանց գիշերակացի կտրվի նաև հանգստի սենյակՖիլտրվող լողավազան,Տապչաններմանղալ,տաղավար (беседка),սեղանի թենիս,Մանրամասների համար զանգահարելԿոդ 50237",Dec-12-2022_21-52,,,,,,https://list.am/en/item/17871225,,8+,Yes,No,Included,By Agreement
House,Stone,80 sq.m.,1,3,2,Major Renovation,500 sq.m.,Aragatsotn › Ashtarak,"$1,500 monthly",USD,"A 3-room stone house is for rent, completely renovated, furnished, with all the necessary facilities (appliances, furniture), and a garage attached to the house with a self-operated door.It has constant hot and cold water, natural gas, electricity, Baxi heating system, and air conditioners in all rooms.The house is located in a separate elite district, 20 km from Yerevan city, next to the main highway.For more information callTranslated from Armenian",Dec-12-2022_21-52,,,,,,https://list.am/en/item/18538895,,4,Yes,Yes,Not included,1 month
Country House,Stone,60 sq.m.,1,3,1,Designer Renovation,800 sq.m.,"Улица Гарегин Нжде, Апаран","205,000 ֏ daily",AMD,"Сдается дом/дача в городе Апаран в 60км к северу от Еревана, 40 минут пути, 2 спальни, санузел, горячая вода, WiFi, 800 квадратных метров земли и т. Д.500 USD в месяц\ամսականՎարձով տուն Ապարանում, վարձակալություն, аренда дома, дача в городе Апаран, аренда дома, аренда квартирыTranslated from Armenian",Dec-12-2022_21-52,Available,Not available,,"Fridge, stove, coffee maker, water Heater",,https://list.am/en/item/18000883,"Television, internet",4,Yes,No,Not included,1 month
House,Stone,100 sq.m.,1,2,1,Euro Renovation,1250 sq.m.,"Улица Аршака Шахназаряна 30, Аштарак","250,000 ֏ monthly",AMD,"В 15 км от центра Еревана, тихий, спокойный, живописный район. Для справок обращайтесь до 21:00. Сдаю предварительно до лета.",Dec-12-2022_21-52,,,,,,https://list.am/en/item/18393666,,5,Yes,Yes,By Agreement,3 months
Country House,Stone,120 sq.m.,1,3,2,Euro Renovation,3600 sq.m.,Aragatsotn › Parpi,"$1,500 monthly",USD,"A one-story private house is for rent in Parpi. The house is furnished, there are two bedrooms and two bathrooms. There are fruit trees that the tenant can use. There is a swimming pool, a treehouse, a barbecue grill and a separate fire pit. The mansion is located 17 km from Yerevan. A heating system is installed.Translated from Armenian",Dec-12-2022_21-52,,,,,,https://list.am/en/item/18361448,,4,Yes,Yes,Not included,2 months
Country House,Stone,120 sq.m.,1,3,2,Designer Renovation,3600 sq.m.,"Բազմաղբյուրի ձոր ճանապարհ, Փարպի","90,000 ֏ daily",AMD,"A house with a swimming pool, summer house for daily rent, the area is isolated from noise and is located far from highways. The dimensions of the pool are 4:8 m, the depth is 1.8 m, the water in the pool is self-cleaning in a closed cycle, a high-quality Italian filtration system is installed.In the yard there is a large barbecue and a sitting area in the tree with a table and 4 chairs, there is also a fire place for preparing barbecues and lighting a bonfire in the evening. There is an open courtyard with an area of 52 square meters, where it is convenient to sit and enjoy the fresh air of Parpi and the view surrounded by green trees and mountains. Large tables and chairs are available for parties and celebrations of up to 40 people.The house is rented from 10:00 a. M. To 12:00 p. M. It is not rented for overnight stays!From Monday to Friday, the price is 90,000 AMD.Saturday and Sunday 120,000 AMD.In the case of more than 30 people, the price is 120,000 on working days and 150,000 on non-working days.Available with two dynamic bluetooth capabilities. The house is located not far from Yerevan, 15 km away.Translated from Armenian",Dec-12-2022_21-52,,,,,,https://list.am/en/item/17849789,,8+,Yes,Yes,Included,By Agreement
