Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Garage,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Furniture,Facilities,Appliances,Service Lines,Links,Amenities,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment
House,Stone,230 sq.m.,3,5,1,Not available,Cosmetic Renovation,1200 sq.m.,"Օրջոնիկիձեյի փողոց 13, Դիլիջան","500,000 ֏ monthly",AMD,"В центре города сдаётся частный дом со всеми удобствами, имеется отопление, с большой придомовой территорией.Տրվում է վարձով սեփական տուն Դիլիջանի կենտրոնում։ Տունը ունի ջեռուցման համակարգ, մշտական ջուր, մեծ բակ, կից հողամաս պտղատու ծառերով։",Dec-12-2022_21-48,Available,,"Fridge, stove, washing machine",,https://list.am/en/item/18642630,"Television, barbecue oven, gazebo",8+,Yes,Yes,By Agreement,By Agreement
Country House,Stone,1000 sq.m.,2,5,2,2 spots,Cosmetic Renovation,,Tavush › Dilijan,"70,000 ֏ daily",AMD,"ՈՒՇԱԴՐՈՒԹՅՈՒՆ... Ամանորին տան արժեքը կլինի դեկտեմբերի 31-ից 5-ը՝ 600.000 դրամ։Օրավարձով է տրվում տուն Դիլիջանում։4 ննջարանԻնտերնետ՝ wi-fi,մշտական տաք և սառը ջուր,կենտրոնացված ջեռուցում (baxi),սպասք,անկողնային պարագաներ,Տանը գիշերակացով կարող է տեղավորել մինչև 12 անձ։Անկացրեք ձեր հանգիստը գեղատեսիլ Դիլիջանում։Ամրագրելու համար զանգահարել նախապես:",Dec-12-2022_21-48,Available,,,,https://list.am/en/item/14178588,,8+,Yes,No,Included,By Agreement
Country House,Monolith,500 sq.m.,2,4,3+,3 or more spots,Designer Renovation,500 sq.m.,Tavush › Dilijan,"90,000 ֏ daily",AMD,"! ACTION until 31-12-2021. Pay 80,000 drams instead of 130,000 drams.Luxurious cottages are for daily rent in Dilijan.* 1 living room* 3 bedrooms* 2 bathrooms* Fireplace* barbecue* Swimming pool* Sauna* spacious yard* children's playroom* dishes, bedding* wi-fi, smart tv TVCheck in - 14:00:Check out - 12:00:It can accommodate up to 6 people per night.After the bends of Dilijan, right at the beginning.Translated from Armenian",Dec-12-2022_21-48,Available,,,,https://list.am/en/item/14180652,,7,Yes,No,Included,By Agreement
Country House,Monolith,500 sq.m.,2,4,3+,3 or more spots,Designer Renovation,1000 sq.m.,Tavush › Dilijan,"55,000 ֏ daily",AMD,"A luxurious two-story house is for daily rent in Dilijan.Attention... The house is for rent both as a whole and on separate floors.The cost of the 1st floor: AMD 30,000The cost of the 2nd floor: AMD 30,000Appendix: (the yard is shared)If you want to rent only the first or second floor and want the other floor to remain empty, then according to your wish, the 1st or second floor will be closed and the daily price for 1 floor will be AMD 30,000.On the 1st floor of the house there is:2 bedroomsInternet: Wi-fi,smart tv,willconstant hot and cold water,central heating (baxi),dishesbedding.On the 1st floor: 1 bedroom, living room, bathroom, wardrobe, TV, refrigerator and sofa.On the 2nd floor: 1 bedroom, living room, bathroom, TV, refrigerator, TV, sofa.If the whole house is rented, it can accommodate up to 10 people overnight.Check in (entrance) – 14:00Check out - 12:00Enjoy your vacation in beautiful Dilijan.Call in advance to reserve.Code AghstevTranslated from Armenian",Dec-12-2022_21-48,Available,,,,https://list.am/en/item/17738569,,8+,Yes,No,Included,By Agreement
Country House,Monolith,1000 sq.m.,2,5,3+,2 spots,Designer Renovation,2000 sq.m.,Tavush › Dilijan,"130,000 ֏ daily",AMD,"This luxurious house has 4 bedrooms, flat screen TV, furnished kitchen, washing machine and 3 bathrooms.There is an open and closed swimming pool and a sauna at the guests' disposal. H:The price is different on weekends ․․․For details, call the mentioned phone numbers.Check in - 14:00:Check out - 12:00:From Friday to Sunday the price may be different.Call in advance to make a reservation.Translated from Armenian",Dec-12-2022_21-48,Available,,,,https://list.am/en/item/17710703,,8+,Yes,No,Included,By Agreement
House,Stone,120 sq.m.,2,2,1,1 spot,Euro Renovation,25 sq.m.,Tavush › Dilijan,"20,000 ֏ daily",AMD,"В городе Дилижанe здается дом со всеми удобствомы. О цене можно договорится. Дом находится на улице Калинино прямо перед гостиницей ""Дилижан"". Есть просторный балкон с удевительно красивым видом.",Dec-12-2022_21-48,Available,,"Fridge, stove, microwave, washing machine, iron, hair dryer",,https://list.am/en/item/17541572,"Television, internet, fireplace, barbecue oven, gazebo",5,Yes,No,By Agreement,By Agreement
House,Stone,265 sq.m.,2,6,1,2 spots,Euro Renovation,530 sq.m.,Tavush › Ijevan,"13,000 ֏ daily",AMD,"A spacious and comfortable house is for daily rent in Khashtarak, a village near the city of Ijevan. It has a beautiful view of the local church and all the amenities.Translated from Armenian",Dec-12-2022_21-48,Available,,"Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron, hair dryer",,https://list.am/en/item/18598544,"Television, internet, barbecue oven",5,Negotiable,Negotiable,By Agreement,By Agreement
House,Stone,80 sq.m.,1,3,1,2 spots,Major Renovation,1000 sq.m.,Tavush › Dilijan,"30,000 ֏ daily",AMD,"Կոդ 0129Օրավարձով առանձնատուն Դիլիջան Հաղարծինում գետի ափին1 օրը 30,000 դրամ2 տաղավար, 2 ննջարան, 1 հյուրասենյակ, ջեռուցումը էլեկտրական, ինտերնետ չկա1 սանհնագույց լոգարան, սպասք սպիտակեղեն տեխնիկա.Կոդ kod 0129",Dec-12-2022_21-48,Available,,,,https://list.am/en/item/13055407,,5,Yes,No,Included,By Agreement
House,Stone,80 sq.m.,2,4,2,2 spots,Major Renovation,,Tavush › Dilijan,"50,000 ֏ daily",AMD,"Code 0051 Daily rent house in Dilijan, guest house, private houseThe house is newly built and renovatedWe offer the first floor of a private house, where there isThree bedrooms (one with bathroom)Two bathroomsOne living roomKitchen, appliances, dishesSpacious yardStall, grill, skewerFree parkingFree WI-FISmart TV, 105 cable channelsOvernight stay for up to 6 people.Check-in at 14:00Departure at 12:00.In case of staying until evening, one more day's wage is calculated.Translated from Armenian",Dec-12-2022_21-48,Available,,,,https://list.am/en/item/18234931,,6,Yes,No,Not included,By Agreement
Townhouse,Stone,600 sq.m.,3,6,3+,2 spots,Designer Renovation,,Tavush › Dilijan,"55,000 ֏ daily",AMD,Code 0224 HOTEL IN DILIJANThe guest house is newly openedAll rooms have a separate bathroom and necessary hygiene items.The guest house has 5 rooms.Dining room and 2 bedrooms...The price is negotiableTranslated from Armenian,Dec-12-2022_21-48,Available,,,,https://list.am/en/item/17753401,,8+,Yes,No,By Agreement,By Agreement
House,Stone,50 sq.m.,1,3,1,Not available,Cosmetic Renovation,3 sq.m.,Tavush › Dilijan,$800 monthly,USD,"Сдается частный дом от собственника, в центре Дилижана Орджоникидзе 7,4 комнаты, дом после ремонта, новые кровати матрасы мебель, новое итальянское отопление, дом утеплен! Вся бытовая техника, видео наблюдение, вся инфраструктура рядом, на длительный срок! Можно с питомцами!",Dec-12-2022_21-48,Available,,,,https://list.am/en/item/18565735,,4,Yes,Yes,Not included,1 month
House,Stone,90 sq.m.,2,3,1,3 or more spots,Cosmetic Renovation,1600 sq.m.,Tavush › Dilijan,"25,000 ֏ daily",AMD,"A guest house is for daily rent in Dprabak community, close to Goshavank and Aghavnavank. For more information call.Translated from Armenian",Dec-12-2022_21-48,Available,,,,https://list.am/en/item/17983224,,8+,Yes,Yes,Not included,By Agreement
Townhouse,Stone,103 sq.m.,3,3,2,1 spot,Major Renovation,,"Shamakhyan Street, Dilijan station","500,000 ֏ monthly",AMD,"3-х этажный дом в городе Дилижан. Коттедж находится в закрытой территории с охраной, бассейном, спортивным комплексом, тренажерным залом, теннисной и баскетбольной площадкой, детской площадкой, бильярдом, настольным теннисом, рестораном.На первом этаже коттеджа- гараж, на вторм этаже: Гостиная, кухня, санузел, на третьем этаже: Две спальни, санузел, два балкона с прекрасным видом на горы. Коттедж полностью отремонтирован и оснащен мебелью и техникой. Имеется индивидуальная система отопления, Wi-Fi интернет, стиральная машина, посудомоечная машина, посуда.В доме имеется телевизор с пакетом из более чем ста каналов, Internet (2 Mb), WiFi, телефон.Из оборудования - газовая плита, духовой шкаф, вытяжная система, микроволновка, электрический чайник, двухкамерный холодильник, посудомоечная машина, стиральная машина, пылесос, фен, утюг, мангал для готовки шашлыков.В охраняемом городке имеется крытый спортивный комплекс, с залом для игры в баскетбол, волейбол и мини футбол, отапливаемый 25 метровый бассейн с душевыми, а также оборудованный зал для занятий фитнесом. Услуги спорткомплекса - платные. На второй территории поселка (в пятистах метрах от дома) имеются - открытый не обогреваемый бассейн, теннисный корт, зона для пикников.Важное - дом сдается на 6 месяцев. Цена аренды дома не включает коммунальные платежи за воду, электричество и газ, а также исходящие звонки из домашнего телефона.",Dec-12-2022_21-48,Available,,,,https://list.am/en/item/18388984,,3,Yes,No,Not included,1 month
House,Stone,1000 sq.m.,2,6,3+,2 spots,Major Renovation,,Tavush › Dilijan,"30,000 ֏ daily",AMD,"Code 056:ATTENTION!Read the full description of the house, the requirements, the rules of prepaymentApartment for daily rent in Dilijan.1 day 30,000 AMD (2 people)2 big 2 children or 3 big-35000 AMD4 large 40,000 AMDThe house has:Bedroom: 1 piece (6 pieces)Living room: 1 piece (6 pieces)Bathroom - 1 piece in each roomBarbecue, recreation area, internet, parking, bed linen and towels Kitchen, kitchen appliances, Kitchen utensils heating / cooling, well-maintained green yard, necessary accessories,Provisions:+ Entrance 13.00 Exit 12.00+ In case of staying till the evening, the price of 1 day is charged+ ADVANCE is required to book the house.+ In case of cancellation of your reservation, the prepayment is NOT refundable+ Other prepayment cases are subject to consideration (for example, canceling one house and booking another house through us)+ After submitting the prepayment coupon (Viber, WhatsApp or other version) BOOKING IS CONFIRMED.Dear customer, to get acquainted with all our announcements, click on NAME.We also offer you gift cards worth 10,000-15,000-25,000-35,000-50,000 AMD.Code Kod 056Translated from Armenian",Dec-12-2022_21-48,Available,,,,https://list.am/en/item/12090217,,4,Yes,Yes,Included,By Agreement
House,Stone,60 sq.m.,2,3,2,2 spots,Major Renovation,,Tavush › Dilijan,"20,000 ֏ daily",AMD,"Code 041.1-----ATTENTION-----Read the full description of the house, terms and conditions, down payment rulesA private house is for daily rent in Dilijan on Getapnya StreetThe house is provided on a daily basis1 day 20,000 drams for two people, 6,000 drams per day for 3 + peopleThe house has two floors, both floors are provided separately with separate entrance, yard and pavilion, this is the second floorEach floor has 2 bedroomsLiving room with 1 sofa bedBathroom and bathtub: 1 pcA tent with its own barbecue and bottles is provided; internet, parking, bed linen and towels, kitchen, kitchen appliances, kitchen utensils, heating,1 floor 25,000 dramsProvisions+ Entry 13.00 Exit 12.00+ If you stay until evening, the price of 1 more day will be charged+ PREPAYMENT is REQUIRED to reserve the house.+ If you cancel the reservation, the advance payment is NOT refundable+ Other cases related to advance payment are subject to negotiation (eg canceling one house booking another house through us)+ After presenting the advance payment voucher (Viber, WhatsApp or other option) BOOKING IS CONFIRMED.Dear customer, click on the NAME to get acquainted with all our announcements.We also offer you gift cards worth 10,000-15,000-25,000-35,000-50,000 AMD.Code Kod041-1Translated from Armenian",Dec-12-2022_21-48,Available,,,,https://list.am/en/item/13361018,,5,Yes,No,Included,By Agreement
