Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Address,Price,Currency,Description,Datetime,Land Area,Service Lines,Facilities,Appliances,Links,Amenities,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment
House,Stone,90 sq.m.,1,3,2,Available,3 or more spots,Euro Renovation,Shirak › Gyumri,"20,000 ֏ daily",AMD,"A 1-story stone house is for rentthe apartment is equipped with all utilitiesthere is constant hot and cold water internet connectionthe apartment is cosmetically renovated, suitable for one or more personsfor detailed information call the specified numberTranslated from Armenian",Dec-12-2022_21-51,100 sq.m.,,,"Fridge, stove, coffee maker, washing machine, water Heater, iron, hair dryer",https://list.am/en/item/18660192,"Television, internet, air conditioner, barbecue oven, gazebo, alarm system",8+,Yes,Negotiable,By Agreement,By Agreement
House,Panels,77 sq.m.,1,2,1,Available,Not available,Euro Renovation,Shirak › Gyumri,"10,000 ֏ daily",AMD,"2-room apartment is for daily rent, the apartment has TV, refrigerator, washing machine, gas stove, wi fi, bedding,Dishes, Baxi. Price change is possible depending on the fixed days, hours and number of residentsТрехкомнатная квартира в Гюмри, со всеми удобствами для 4-х человек.Translated from Armenian",Dec-12-2022_21-51,,,,,https://list.am/en/item/17421668,,4,Yes,No,By Agreement,By Agreement
House,Stone,120 sq.m.,2,3,2,Available,1 spot,Euro Renovation,Shirak › Gyumri,"200,000 ֏ monthly",AMD,A house for rent in the center of Gyumri. Call for detailsTranslated from Armenian,Dec-12-2022_21-51,,,,"Fridge, stove, washing machine",https://list.am/en/item/18657455,,4,Yes,No,Not included,By Agreement
House,Stone,60 sq.m.,1,3,1,Available,Not available,Euro Renovation,"Улица Гая 14, Гюмри","20,000 ֏ daily",AMD,"Уютный, новый дом в центре города Гюмри. От нас 5 минут пешком площадь, парк, церковь, 10 минут пешком рынок, кафе и рестораны…",Dec-12-2022_21-51,,,,"Fridge, stove, washing machine, iron",https://list.am/en/item/18589532,"Television, internet",2,Yes,No,By Agreement,By Agreement
House,Stone,60 sq.m.,1,1,1,Available,Not available,Euro Renovation,"Խաչատուր Աբովյանի փողոց 134/1, Գյումրի","12,000 ֏ daily",AMD,"Տրվում է օրավարձով 2 սենյականոց բնակարան քաղաքի կենտրոնում: Եվրովերանորոգված է: Բնակարանն ունի կոմունալ, կենցաղային բոլոր հարմարությունները`մշտական տաք և սառը ջուր, գազ, ինտերնետ (Wi-Fi), կաբելային հեռուստատեսություն, բաց պատշգամբ:Գինը ենթակա է փոփոխության` Կախված անձանց քանակից և տոն օրերից:Մանրամասների համար զանգահարել նշված հեռախոսահամարով:Посуточно сдается 2-комнатная квартира в центре города. Евро ремонт. В квартире есть все удобства: Постоянная горячая и холодная вода, газ, интернет (Wi-Fi), кабельное телевидение, открытый балкон.Цена может меняться в зависимости от количества человек и праздников.За подробностями звоните по указанному номеру телефона.Daily rent 2-room apartment in the city center. Euro renovation. The apartment has all the amenities: Constant hot and cold water, gas, internet (Wi-Fi), cable TV, open balcony.The price is subject to change depending on the number of people and holidays.For details, call the indicated phone number.",Dec-12-2022_21-51,,,,,https://list.am/en/item/17679397,,5,Yes,Yes,By Agreement,By Agreement
House,Stone,130 sq.m.,1,3,1,,,Euro Renovation,Shirak › Gyumri,"25,000 ֏ daily",AMD,"Օրավարձով է տրվում տուն՝Գյումրու կենտրոնում: Տունը կապիտալ վերանորոգված է, տեղադրված են եվրո պատուհաններ և միջսենյակային փայտյա դռներ: Հատակը սալիկապատված է, ննջասենյակում՝ մանրահատակ: Տունն ապահովված է շուրջօրյա ջրամատակարարմամբ և գազամատակարարմամբ։Տունը նախատեսված է 6-7 անձի համար։Տունն ունի խոհանոց ՝իր բոլոր հարմարություններով, լոգարան և լոգասենյակ։ ՈԻՆԻ 2 ԿԱՅԱՆԱՏԵՂ. «Сдается дом в центре Гюмри посуточно. Дом полностью отремонтирован, установлены евро окна, межкомнатные деревянные двери. Пол выложен плиткой, в спальне - паркет. Дом обеспечен круглосуточной водой и газом. Дом рассчитан на 7-8 человек. В доме есть кухня со всеми удобствами, ванна, душевая. Две парковки",Dec-12-2022_21-51,100 sq.m.,,,,https://list.am/en/item/17858312,,,,,,
House,Stone,400 sq.m.,2,4,2,,,Euro Renovation,"Madoyan Street, Gyumri","50,000 ֏ daily",AMD,"For rent: Own two-story housec. Gyumri, L. Madoyan400 square meters. Total area300 square meters. Living space4 roomsUtility with all amenitiesWith propertyStoneEuro-renovatedEuro windowsOn the sunny sideWith hot and cold waterHeating SystemyardSwimming pool2 bathroomsOutdoor and indoor parkingRental price: AMD 600,000The cost of the daily wage: 50,000 dramsTranslated from Armenian",Dec-12-2022_21-51,100 sq.m.,,,,https://list.am/en/item/18278162,,,,,,
House,Stone,100 sq.m.,1,3,1,,,Euro Renovation,"Ghorghanayn Street, Gyumri","400,000 ֏ monthly",AMD,"Վարձով է տրվում տուն՝Գյումրու կենտրոնում: Տունը կապիտալ վերանորոգված է, տեղադրված են եվրո պատուհաններ և միջսենյակային փայտյա դռներ: Հատակը սալիկապատված է, ննջասենյակում՝ մանրահատակ: Տունն ապահովված է շուրջօրյա ջրամատակարարմամբ և գազամատակարարմամբ։Տունն հարմար է իր բոլոր հարմարություններով, ունի լոգարան և լոգասենյակ։Ունի առանձին բակ և՛ բաց և՛ փակ ավտոկայանատեղիներ։Անվճար Wi-fi: Նախատեսված է 6-7 անձի համար ։Сдается дом в центре Гюмри. Дом полностью отремонтирован, установлены евро окна и деревянные межкомнатные двери. На полу плитка, в спальне - паркет. Дом обеспечен круглосуточной подачей воды и газа. Дом благоустроен со всеми удобствами, есть ванна, душевая кабина. Есть отдельный двор, открытая и закрытая парковки. Бесплатный Wi-fi: Дизайнерский. На 6-7 человек.",Dec-12-2022_21-51,130 sq.m.,,,,https://list.am/en/item/17862621,,,,,,
House,Stone,80 sq.m.,1,3,1,Available,Not available,Cosmetic Renovation,"Улица А. Критяна, Гюмри","150,000 ֏ monthly",AMD,"Сдается частный дом, с мебелью, со всеми удобствами",Dec-12-2022_21-51,,,,"Fridge, washing machine",https://list.am/en/item/18646526,Television,4,Yes,No,Not included,2 months
House,Stone,40 sq.m.,1,1,1,,,Major Renovation,"Улица Сундукяна 101Б, Гюмри","15,000 ֏ daily",AMD,"1 комнатный ка енный дом с новым евроремонтом, с новой мебелью,со санузлом, в центре города, для 2-3 человекаАдрес. Гюмри, Улица Сундукяна 109 в центре",Dec-12-2022_21-51,,,,,https://list.am/en/item/18043276,,,,,,
House,Stone,140 sq.m.,2,1,1,Available,Not available,Euro Renovation,"Լալայան փողոց 12, Գյումրի","20,000 ֏ daily",AMD,"Spend some memorable days in fairytale Gyumri.The first floor (1 room) of a 2-story private house is for daily rent.Suitable for 2-3 people.The mistress of the house lives on the second floor.The house is fully renovated, equipped with necessary property and equipment: TV, refrigerator, electric kettle, electric stove, gas stove, washing machine, vacuum cleaner, hair dryer.High-speed WI-FI internet connection is available in the house.The house is provided with constant hot and cold water.Clean linen is available (you can bring your own if you wish)The kitchen is equipped with necessary utensils (tea, coffee)The bathroom has all the necessary accessories.There are shops nearby, ready food delivery services are available in the city.THE PRICE MAY CHANGE DEPENDING ON THE NUMBER OF PEOPLE AND THE NUMBER OF DAYS TO STAY.Apartment for rent with good European renovation directly from the owner.Translated from Armenian",Dec-12-2022_21-51,1000 sq.m.,,,,https://list.am/en/item/18049927,,2,Yes,No,Included,Without prepayment
