Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Land Area,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Amenities,Appliances,Links,Condition,Service Lines,Facilities
House,Stone,38 sq.m.,2,3,1,Not available,Not available,Cosmetic Renovation,68 sq.m.,,,,,,Armavir › Echmiadzin,"$42,000",USD,"Two-storey residential house in the center of Etchmiadzin, the house has all the communal facilities, it is renovated, the living area is 68 square meters.Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/17298969,,,
House,Stone,61 sq.m.,1,2,1,,,Cosmetic Renovation,61 sq.m.,,,,,,Armavir › Echmiadzin,"$40,000",USD,"Residential house in Etchmiadzin, the house has all the communal facilities, has a basement, the total area is 61․1 sq. M., has an additional area of 60 sq. M.Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/17401340,,,
House,Stone,180 sq.m.,1,4,2,Available,1 spot,Old Renovation,800 sq.m.,,,,,,"Admiral Isakov Avenue 2, Երևան","$85,000",USD,"Private house for sale near the intersection of Argavand, normal condition, also suitable for businessTranslated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/17233694,,,
House,Stone,400 sq.m.,2,8+,3+,,,Partial Renovation,600 sq.m.,,,,,,"Abovyan street, Armavir","$130,000",USD,"Newly built 2-storey house for sale, in Armavir city, Andraniki street, 1st lane. Land: 600 square meters, building area: 400 square meters. First floor: 2 bedrooms, 1 bathroom, storage room,living room-kitchen, second floor: 5 bedrooms, 1 bathroom, 1 balcony, 1 living room. All utilities and heating system are available.Outside there is 1 bathroom, fireplace, trees, pantry, parking space. You can call or write for details.Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/18287495,,,
House,Stone,122 sq.m.,2,4,2,,,Major Renovation,2500 sq.m.,,,,,,Armavir › Pshatavan,"$32,000",USD,The price is negotiable.NewResidential house 121.9 sq. M. M.Chulan 4.2 sq. M. M.Bathroom. 1.2 sq. M:Covered. 17.7 sq. M.Opposite enclosureTranslated from Armenian,Dec-12-2022_21-12,,,https://list.am/en/item/18212586,,,
House,Stone,290 sq.m.,2,5,2,Not available,2 spots,No Renovation,450 sq.m.,,,,,,Armavir › Parakar,"$167,000",USD,"Newly built private house for sale in Parakr. The house is in zero condition. The total area is 450 square meters, and the area of the residential building is 290 square meters.Consist of,from the lobbyfrom the kitchenfrom the living roomfrom the bedroomfrom the bathroomfrom open balconiesfrom the garage* There is a beautiful and well-maintained yard.* The yard is completely fenced, there is also a swimming pool.Selling price: 167,000 USDCode: GS-T22Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/18479086,House is Finished,,
House,Monolith,206 sq.m.,1,4,1,Available,3 or more spots,Euro Renovation,700 sq.m.,,,,,,"1-я улица Арама Манукяна 127, Вагаршапат","$175,000",USD,"The house is located in the Aram Manukyan district of Etchmiadzin, on the Yerevan-Margara road, the total area is about 700 square meters, and the living area is 206 square meters.Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/18416186,,,
House,Stone,369 sq.m.,1,3,1,Not available,Not available,Old Renovation,184 sq.m.,,,,,,"Միքայել Նալբանդյանի փողոց, Վաղարշապատ","$100,000",USD,"House for sale c. In Etchmiadzin, on Nalbandian street. The area of the residential house is 116.4 square meters. M. There is a pantry, a boiler room and a greenhouse.Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/18450697,,,
House,Stone,600 sq.m.,2,5,1,Not available,Not available,No Renovation,300 sq.m.,,,,,,Armavir › Merdzavan,"$62,000",USD,"Private house for saleArmavir, Merdzavan2 storey5 rooms600/300 square meters areafencedgatefully encasedwith all communicatorsCode VM1009Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/18441132,,,
House,Stone,1600 sq.m.,1,5,1,Not available,Not available,No Renovation,120 sq.m.,,,,,,Armavir › Merdzavan,"$47,000",USD,"Own house for saleArmavir, Merdzavan1600/120 with a window surface5 roomsunfinishedCode VM1008Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/18440823,,,
House,Stone,240 sq.m.,2,8+,1,By agreement,2 spots,Major Renovation,350 sq.m.,,,,,,Armavir › Armavir,"$140,000",USD,"Code ART645:Newly built 2-storey private houses with 2 separate entrances on Geghanist street are for sale urgently. The total area is 350 square meters, of which the living area is 240 square meters. The house is fully renovated. Euro windows are installed, the floor is covered with laminate and tiles, the bathroom is tiled. The house has all the communal facilities. There is water, electricity, solar current 3 kV. The mansion is fenced. There is a mass tax. There is a bus stop, a supermarket, a school and a kindergarten nearby.Code ART-645Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/11542562,,,
House,Stone,178 sq.m.,1,4,2,,2 spots,Major Renovation,890 sq.m.,,,,,,Armavir › Parakar,"$105,000",USD,"The house is in the same condition as it is in the pictures, it was made with the best building materials, two floors are stone, the ceiling height is 3m, the windows are of the best quality, it is possible to bargain, it is sold with the internal doors framed - it is also possible to exchange it with a car or an apartment with an additional fee from you, lighting. DrawnTranslated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/18495918,,,
House,Monolith,163 sq.m.,1,5,1,Not available,3 or more spots,Major Renovation,630 sq.m.,,,,,,Armavir › Parakar,"$190,000",USD,"BB1114Private house for saleArmavir, Parakar/very close to the highway/• 630/163 square meters area• 5 rooms• 1 floor/monolithic/_•thoroughly reconstructed• Euro windows/doors•Heating Systembooth•garage for 3 cars• beautiful garden• fencedTranslated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/18193423,,,
House,Stone,77 sq.m.,1,3,1,,,Partial Renovation,1600 sq.m.,,,,,,Armavir › Echmiadzin,"$39,000",USD,"3-ROOM HOUSE FOR SALEAdjacent to the city of EtchmiadzinFloor 1/1Area 77 sq. M. Residential, 1600 sq. M. LandAshotThere are all utilitiescover panelFor more information call:Code A489Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/14166843,,,
House,Stone,160 sq.m.,1,5,2,,3 or more spots,Designer Renovation,700 sq.m.,,,,,,Armavir › Echmiadzin,"$68,000",USD,"House for saleAddress K. In the village near EtchmiadzinArea 160 square metersLand 700 square metersNumber of rooms 5 Has (BAXI) system Permanent water, light, gas Has solar water heater There is a garage and basement Has an orchard. The sale is possible together with furniture and equipment for an additional feeHRCall for detailsCode H069Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/15350302,,,
Country House,Wooden,1000 sq.m.,1,4,1,Not available,Not available,No Renovation,120 sq.m.,,,,,,Armavir › Baghramyan,"$20,000",USD,Цена окончательная,Dec-12-2022_21-12,,,https://list.am/en/item/17924363,,,
House,Stone,866 sq.m.,3,8+,2,,,Cosmetic Renovation,,,,,,,"Erevanyan street 1, Jrarat","$80,000",USD,2-storey 3-storey masard 2 floors fully renovatedTranslated from Armenian,Dec-12-2022_21-12,,,https://list.am/en/item/14172022,,,
House,Stone,1800 sq.m.,2,4,2,,,Partial Renovation,900 sq.m.,,,,,,"Araratyan street, Armavir","$50,000",USD,"2-storey private house in Haykashen village is for sale urgently. The house is located 10 km away from Etchmiadzin city, 1st floor with a total house areaIt is a big basement, the 2nd floor has 4 rooms, a kitchen, a bathroom, the windows are euro (newly installed), there is a solar water heater (newly installed), permanent water. The house has a garage, a barn, a tonratun, a plot of land, a functioning greenhouse made of iron and glass. It is completely fenced. It is very close to the market (Meymandar) Price is negotiable. It is also possible to exchange.Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/17688068,,,
House,Stone,1260 sq.m.,2,8+,1,Available,1 spot,Euro Renovation,1000 sq.m.,,,,,,"Մ-5, Նորապատ","$90,000",USD,"A two-story private stone house is for sale in the village of Norapat, Armavir region (42 km from Yerevan)The first floor consists of:1 garage2 basementsgazebofruit gardenyardSecond floor:2 living rooms3 bedrooms1 bathroomKitchenOpen balconyAll rooms on the second floor are renovated. There is a water tank, provided with constant hot and cold water, gas. There is air conditioning, the apartment is heated. High speed internet/TV available. There is a pharmacy and a supermarket nearby.Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/18329425,,,
House,Stone,60 sq.m.,1,3,1,By agreement,1 spot,Designer Renovation,70 sq.m.,,,,,,Armavir › Echmiadzin,"$71,000",USD,"Code 15820Not far from the center of Etchmiadzin, a European house with an interesting design is for sale. It has one bathroom on each floor, built-in closets, a small, fenced yard, a large garage that can be used as a shop or any other business, etc.Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/11989948,,"Electricity, water supply, natural gas, sewerage",
House,Stone,60 sq.m.,1,2,1,By agreement,Not available,Old Renovation,400 sq.m.,,,,,,Armavir › Echmiadzin,"$28,000",USD,Code 18439A 1-room stone cottage fenced on 3 sides with all utilities is for sale in the Aragats district of Etchmiadzin. We will bargain a little.Translated from Armenian,Dec-12-2022_21-12,,,https://list.am/en/item/15273040,House is Finished,"Electricity, water supply, sewerage",
House,Stone,150 sq.m.,1,3,1,Not available,Not available,No Renovation,1000 sq.m.,,,,,,Armavir › Musaler,"$39,000",USD,"Code 16998Between Etchmiadzin and Yerevan, in the Musaler community, a private house with a fenced yard of about 1000 square meters is for sale. There is three-phase electricity, a pig house, a chicken house and a half-built building attached to the side wall of the house. The surface of the land is written approximately, because the whole land is not privatized, but we will lower the price a little to make the privatization easier for you.Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/17227547,,,
House,Stone,700 sq.m.,1,3,1,,,Partial Renovation,500 sq.m.,,,,,,Armavir › Parakar,"$100,000",USD,"The house has 2 bedrooms, 1 living room, a bathroom, a kitchen and a garage for 2 a / m. There is a possibility to add 1 bedroom and a storage room at the expense of the garage. There is a basement under the garage. The house is plastered, the bathroom is plastered, the floor of the corridor and kitchen is tiled. The house has electricity, gas, internet, permanent drinking and irrigation water. There is also an orchard of about 500 square meters with all kinds of fruit trees. I will write down the types of trees if necessary. The house needs cosmetic repairs. For sale urgently. The house is for sale very urgently.Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/16873501,,,
House,Stone,530 sq.m.,2,5,1,Available,1 spot,Old Renovation,360 sq.m.,,,,,,Armavir › Merdzavan,"$68,000",USD,A house with a plot of land is for sale very urgentlyTranslated from Armenian,Dec-12-2022_21-12,,,https://list.am/en/item/17880465,,,
House,Stone,332 sq.m.,3,3,2,Available,1 spot,Partial Renovation,336 sq.m.,,,,,,"Улица Р. Есаян, Вагаршапат","$210,000",USD,Для подробностей звонить по указанному номеру.,Dec-12-2022_21-12,,"Air conditioner, fridge, stove, washing machine",https://list.am/en/item/18592692,,"Electricity, water supply, natural gas, sewerage","Swimming pool, barbecue oven"
House,Stone,406 sq.m.,3,8+,3+,,,No Renovation,1060 sq.m.,,,,,,Armavir › Ptghunk,"$70,000",USD,"3-storey stone house for sale in Ptghunk community. The total area of the land is 1060 square meters, the building is 406.4 square meters. The partitions of the walls are made and plastered. There are 8 bedrooms, 3 bathrooms, one յուրաքանչյուր 2 open balconies on each floor. It has mansard-basement floors and an orchard.Suitable as a guest house or hotel for other business activities.The house is located 10 km away from Yerevan.Call for more information.Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/17651352,,,
House,Stone,400 sq.m.,2,6,2,Available,2 spots,Major Renovation,182 sq.m.,,,,,,Armavir › Echmiadzin,"$95,000",USD,"AS005:K. A 6-room two-story private house is for sale not far from the center of Etchmiadzin. The house has been completely renovated, the roof has been changed, there are 2 bathrooms, the windows and doors have been changed. The floor: Laminate. There is a well, a swimming pool, a waterfall and a garage in the garden. The total area is 400 square meters. And residential - 218.3 square meters. The price is $95,000. Negotiable.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/18592306,,,
House,Stone,850 sq.m.,1,4,1,By agreement,1 spot,Partial Renovation,150 sq.m.,,,,,,Armavir › Echmiadzin,"$82,000",USD,"Residential house in Etchmiadzin, the house is not far from the center, has all the communal facilities, has a heating system, a concrete roof, a 50 sq. M. Barn, a 22 sq. M. Basement, and an operating tonratun.Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/17409082,,,
House,Stone,650 sq.m.,2,4,1,Available,1 spot,Cosmetic Renovation,530 sq.m.,,,,,,Armavir › Ptghunk,"$80,000",USD,"A 4-room two-story private house is for sale in the village of Ptghunk, Armavir region (7 km from Yerevan, 6 km from Etchmiatsin) The total area is 650 square meters, of which 120 square meters are residential/both floors together. The front door of the house is iron, it has water, electricity, gas is near the house, electric wires and water pipes have been changed, the floor is laminate, the windows and interior doors are of European manufacture, the house is built with two-layer stone. It has a garden with fruit trees. The house is fully renovated except for the 2nd floor, fenced. The price is negotiable, exchange is possible.For details, call the indicated numbers.Translated from Armenian",Dec-12-2022_21-12,,,https://list.am/en/item/18097621,,,
