Type,Floor Area,Furniture,Elevator,Location from the Street,Entrance,Lease Type,Minimum Rental Period,Prepayment,Utility Payments,Address,Price,Currency,Description,Datetime,Parking,Links,Construction Type
Multifunctional Space,140 sq.m.,Not available,Not available,First Line,Common from the Street,,,,,"Grigor Hasratyan street, Yerevan","$70,000",USD,"Ajapnyak, Hasratyan strResidential area140 square meters3 rooms/ added/Old repairBasement3 entrancesAlso suitable for various businesses1 lineCode BB1116Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/18200745,Stone
Automotive Service,100 sq.m.,Not available,Not available,First Line,Common from the Street,,,,,"Ամառանոցային 2-րդ տարածք 2, Երևան","$97,000",USD,"The car dealership is located at Malatia-Sebastia Amaranozain-2, at the beginning of the road leading to the RAO-Mars (Robot) factory, right in front of the price lines and the North-South bridge.3-hall, all 4.5x8 sq/m,The height of the front part is 3.5 meters, and the height of the inside is 4.3 meters.If desired, the equipment of the wheel opening (развал) with all its necessary accessories and tools will also be cut.Rented: AMD 350,000 /month/Code VD180Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/18198818,Stone
Multifunctional Space,543 sq.m.,Not available,Not available,First Line,Common from the Street,,,,,"Zoravar Andranik street, Yerevan","$300,000",USD,"MG876:An existing commercial area is for saleMalatia-Sebastia, Andranik street• 543 square meters• 2 floors_• 5 apartments for rent• Bread factory• Sewing workshopTranslated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/17925719,Stone
Retail Space,130 sq.m.,Available,Not available,First Line,Separate from the Street,,,,,"Եղբայրության փողոց 1, Երևան","$180,000",USD,"Stone building for sale, operated as a shop. Located near the market.Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/18629872,Stone
Multifunctional Space,730 sq.m.,Not available,Not available,Second Line,Common from the Street,,,,,Yerevan › Kentron,"$450,000",USD,"Area for sale in Mets center.3 floors. Yur. The floor is 235 square meters, incl. 730 square meters.General 1330 square meters, of which 600 square meters. It is the land.It is suitable for a private house.Hotel complex,of office space...Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/18430666,Stone
Office Space,67 sq.m.,Not available,Not available,First Line,Separate from the Street,,,,,Yerevan › Kentron,"$200,000",USD,"I am selling a space in a small center on Vardanants street in front of the vernissage. The total area is 67 square meters. M. It has entrances from the street and from the yard. Suitable for office and other purposes. The yard has a tin garage. Price Negotiable. For details, by private communication or viber/whatsapp. Pictures of the area are attached.Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/18041397,Stone
Office Space,65 sq.m.,Not available,Available,First Line,Common from the Courtyard,,,,,"Byuzand Street, Yerevan","1,200,000 ֏",AMD,Fully renovated office space for rent in a small center.It is located on the 2nd floor of a newly built building.The price is negotiable. For more information call.Code V0096Translated from Armenian,Dec-12-2022_20-32,,https://list.am/en/item/17476933,Monolith
Multifunctional Space,163 sq.m.,Not available,Not available,First Line,Common from the Street,,,,,"Garegin Nzhdeh Street, Yerevan","$140,000",USD,"A semi-basement universal space is for sale in the central part of Garegin Nzhdeh Street, 100 m away from Nzhdeh Square, in the busiest, most crowded place.The total area is 163 square meters. Provided with all utilities.The area is suitable for office, commercial and other activities.Selling price: 140,000 USDCode: AH-K269Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/15108509,Stone
Restaurant,170 sq.m.,Available,Not available,First Line,Common from the Street,,,,,Yerevan › Kentron,"$2,300,000",USD,"In the heart of Yerevan, in the busiest part of Tumanyan street, the area of an operating and high-income restaurant is for sale, the total area of which is 170 square meters.The area of the 1st floor is 120 square meters, the area of the 2nd floor is 50 square meters.The restaurant is renovated in a luxurious designer style. Located on the front line, directly on the street. It is equipped with a high-quality ventilation, individual heating and cooling system, it is furnished with high-quality and stylish furniture, it is equipped with appliances and modern equipment.️ There are outdoor tables in front of the restaurant.️ It is sold together with the premises, existing business, furniture and all appliances.Sale price: 2,300,000 USDCode: AH-K307Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/15114241,Stone
Multifunctional Space,200 sq.m.,Not available,Not available,First Line,Common from the Street,,,,,Yerevan › Avan,"$250,000",USD,"A two-storey commercial area is for sale in Avan.It is located in the central, crowded part.first floor - 60 square meterssecond floor 140 sq. M.Provided by:with constant hot and cold watertwo gas pointsthree-phase currentPosted by:individual heating baxi systemCode: AH-K23Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/15113936,Stone
Retail Space,230 sq.m.,By agreement,Available,First Line,Common from the Street,,,,,Yerevan › Kentron,"$1,000,000",USD,"Address: Sayat-Nova Avenue (adjacent to Puppet Theater, Opera and Ballet Theater)Position: First lineExisting business for sale:The area is now leased.Consists of 2 floors:The 1st floor is 20 square meters. ,The 2nd floor is 210 square meters.is actually 230 square meters (According to the certificate 192)It consists of 4 halls, 2 of which are private rooms.Has5 billiard tablesFrom 2 bathrooms,heating, cooling and security systems.The area has two-way entrance, one of which is from the street.In front of the area there is an area for a cafe with an area of 60 square meters.Parking lots for cars.Price: 1,000,000 USDCode: AH-K164:Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/15117824,Monolith
Automotive Service,75 sq.m.,Available,Not available,Second Line,Separate from the Street,,,,,Yerevan › Malatia-Sebastia,"$65,000",USD,"Existing business lubrication point. Near Malatia Fair. Newly renovated, call for details. Two floors bathroom on each floor. The 1st floor is 55 sq. M. Basement floor 20 sq. M.Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/16385569,Stone
Multifunctional Space,"10,001 sq.m.",,,,,,,,,"Улица Гургена Маари 148, Ереван","$10,000,000",USD,"Продается территория в г. Ереван площадью 17,5 гектаров на которой расположено 21 здание общей площадью более 10000 м2. До центра города 12-15 минут.К зданиям подведено электричество (трехфазное), канализация, водопровод, газ.Подавляющее большинство зданий в отличном техническом состоянии, в том числе имеют внутренний косметический ремонт.Объект идеально подойдет для различных целей: Есть как торговые и офисные площади, так и большое количество складских помещений и большая территорияПод одним из строений советский бункер в отличном состоянии.Для въезда на территорию используются широкие полноразмерные ворота, в которые может проехать любая техника.На территории есть бассейн, площадью 500м2.Юридически и документально чистая собственность.Находится в южной зоне Еревана, где самые комфортные климатические условия.Для более детальной информации и дополнительных фото звоните",Dec-12-2022_20-32,,https://list.am/en/item/17901068,Stone
Hotel,800 sq.m.,Available,Not available,First Line,Common from the Street,,,,,Yerevan › Erebuni,"$1,100,000",USD,"Three-storey Hotel for sale in Erebuni community.The total area is 800 square meters.It consists of 16 rooms (with separate bathrooms), 2-4 places, 4 of which are apartments with their own kitchens.There is a bar-restaurant, an open-air cafe on the roof and 2 barbecues.It is located on the first line. It is capitally renovated.There is parking for 3-4 cars (on the street)It is possible to increase the number of rooms by 8-10 rooms.For sale together with all the property and equipment.The sale price is 1,100,000 USDCode: AH-K59Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/17475578,Stone
Retail Space,170 sq.m.,Not available,Not available,First Line,Common from the Street,,,,,Yerevan › Malatia-Sebastia,"$230,000",USD,"Commercial area for sale in Malatia-Sebastia community.The area is on the street, visible in a crowded part.He worked as a supermarket.The total area is 170 square meters.It has 2 entrances and stained glass windows.The front part is 10 m, 0 floors each.Suitable for any commercial activity.Sales: $ 230,000Code AH-K52Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/17406744,Stone
Industrial and Manufacturing,4000 sq.m.,Not available,Not available,First Line,Common from the Street,,,,,Yerevan › Malatia-Sebastia,"$500,000",USD,"A production area is for sale on Admiral Isakov Avenue. The total area is 4000 square meters, it is completely fenced, there are 2 rooms inside. Suitable for various activities.All communications are available.Sale price: 500,000 USDCode: AH-K127Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/17627574,Stone
Retail Space,110 sq.m.,Not available,Not available,First Line,Separate from the Street,,,,,"Մարշալ Բաղրամյան պողոտա, Yerevan","$350,000",USD,"Rented without an intermediary.On the 1st floor of the 5th building, 1st line, 7 meters of frontage. European-renovated, 1 door, 1 showcase, taxi, security system.Suitable for any activity.Translated from Armenian",Dec-12-2022_20-32,,https://list.am/en/item/18079056,Stone
Industrial and Manufacturing,2370 sq.m.,Not available,Not available,First Line,Common from the Street,,,,,"Պարույր Սևակի փողոց, Երևան","$1,800,000",USD,Հասցե: Պարույր ՍևակՇինության տիպը՝ՄոնոլիտՄակերես՝Հող՝2370 m2Գլխավր Մասնա՛ենք ՝7713 հարկԱռաջին գիծՈւնի առանձին 2 գիծ բառձր լարման հոսանք սեփական պատստանցիա.Կոդ` GS-K141,Dec-12-2022_20-32,,https://list.am/en/item/13981143,Monolith
