Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Address,Price,Currency,Description,Datetime,Land Area,Appliances,Service Lines,Facilities,Links,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Amenities
House,Stone,120 sq.m.,1,4,1,,,Euro Renovation,"Նանսենի փողոց 23, Ստեփանավան","12,000 ֏ daily",AMD,"Own house in Stepanavan for daily rent. The house is located 150m from the forest and is an ideal place during the pine pollination season. There are all facilities, two balconies, WiFi, comfortable booth with grill, TV and speakers. Monthly payment 120,000 AMDTranslated from Armenian",Dec-12-2022_21-50,400 sq.m.,,,,https://list.am/en/item/17693401,6,Yes,No,Included,By Agreement,
House,Stone,120 sq.m.,1,4,1,,,Major Renovation,Lorri › Kurtan,"15,000 ֏ daily",AMD,"The private house is located in Kurtan village of Lori region. The house is fully renovated, has all the communal facilities.The Hnevank monastery complex is located in the village. The village is located 8 km away from Stepanavan Dendropark.For more information call.Translated from Armenian",Dec-12-2022_21-50,1000 sq.m.,,,,https://list.am/en/item/17937400,,,,,,
House,Stone,56 sq.m.,1,2,1,,,Euro Renovation,"Улица Хачатура Абовяна 18-1, Ванадзор","150,000 ֏ monthly",AMD,"Сдаю дом с хорошим ремонтов, есть отопление, горячая холодная, вода.",Dec-12-2022_21-50,1000 sq.m.,,,,https://list.am/en/item/18476625,4,Yes,No,Not included,2 weeks,
House,Stone,100 sq.m.,1,3,2,,,Major Renovation,"Կամոյի փողոց, Ստեփանավան","18,000 ֏ daily",AMD,"Located in the city of Stepanavan at Kamoi 58, Hnameni Guest House consists of two rooms. Each room has a separate entrance and a separate bathroom.Therefore, you can reserve a separate room /half of the house with a separate entrance/ or the whole house.First:A family room can host up to 4 adults and one child(There is one double bed, two single beds and one sofa. Total 55 square meters.The room has a kitchen (kitchen utensils, refrigerator, kettle, etc.), a separate bathroom, two rooms, one of which is a corridor.The room is also suitable for people with disabilities and the elderly (wheel access)It is possible to make a booking. ComCost: 25,000 per dayIt is possible to order breakfast, lunch or dinner.There is a barbecue, a small yard with a table and chairs.There is high speed internet WiFi throughout the houseThe pictures in this issue are pictures #1 - 14The other number has a separate entrance.2 single beds (moving closer and further away), small sofa.There is a kettle. There is a separate bathroom.Price: Starting from AMD 18,000 / dayIt is possible to make a booking. ComIt is possible to order breakfast, lunch or dinner.There is a barbecue, a small yard with a table and chairsThere is high speed internet WiFi throughout the houseThe pictures in this issue are pictures #15-23The cost of reserving the whole house starts from AMD 40,000Location:41°00'20.6""N 44°23'46.1""Ehttps:///maps/DgD5CqbZNRB5fVK36The distance1. 100 meters from the nearest store2. 1 km from Majori Dzor cave3. Nearest Post Office: 500m4. 1 km from the city center5:00 6 km from Arboretum7. 3 km from the Russian Church in Amraksit8. 4 km from Lori Berd CastleLong-term rental with flexible pricing policy is possibleWE HAVE ANOTHER GUESTHOUSE SEE MY OTHER ADSGuest house hotel in Stepanavan, guest house 8 km from Arboretum Arboretum, 5 km from Lori Berd CastleTranslated from Armenian",Dec-12-2022_21-50,100 sq.m.,,,,https://list.am/en/item/17845447,7,Yes,No,Included,Without prepayment,
House,Stone,80 sq.m.,3,2,1,,,Euro Renovation,"Լանջային փողոց 36, Վանաձոր","150,000 ֏ monthly",AMD,"It has an open balcony, plot of landTranslated from Armenian",Dec-12-2022_21-50,200 sq.m.,,,,https://list.am/en/item/18167436,4,No,No,Not included,2 months,
Townhouse,Stone,86 sq.m.,1,3,1,,,Designer Renovation,Lorri › Vanadzor,"10,000 ₽ monthly",RUB,Очень красивое место ближе к лесу. Одновременно в центре города...,Dec-12-2022_21-50,600 sq.m.,,,,https://list.am/en/item/18088036,4,Yes,No,By Agreement,2 months,
Country House,Stone,100 sq.m.,2,3,2,Available,Not available,Euro Renovation,"Բաղրամյան փողոց 110, Ստեփանավան","30,000 ֏ daily",AMD,"Ունի կոմունալ բոլոր հարմարությունները... (լույս, գազ, ջուր)",Dec-12-2022_21-50,400 sq.m.,,,,https://list.am/en/item/11461413,7,Yes,No,Not included,By Agreement,
House,Stone,50 sq.m.,2,3,1,,,Euro Renovation,Lorri › Stepanavan,"5,000 ֏ daily",AMD,"The house is located in Kurtan village, next to the arboretum of Stepanavan region. It has all the amenities. For details, call the mentioned numbers. The person is paid 5000 AMD per dayTranslated from Armenian",Dec-12-2022_21-50,1000 sq.m.,,,,https://list.am/en/item/16142974,5,Yes,Yes,Not included,Without prepayment,
Country House,Stone,120 sq.m.,1,4,2,,,Major Renovation,Lorri › Stepanavan,"15,000 ֏ daily",AMD,"Full House Հյուրատունը (առանձնատուն) ապահովված է բոլոր կոմունալ հարմարություններով։Ունի 3 ննջասենյակ, 1 հյուրասենյակ, ներսում և դրսում՝ սանհանգույց։Բակում առկա է բաց և փակ տաղավարներ (բեսետկա), մանղալ, այգի, մեքենայի կայանատեղ նաև Wi-Fi։Համեցեք և վայելեք Ձեր հանգիստը Full House Հյուրատանը։Գտնվելու վայրը - 41.019080 44.383533_Full House Гостевой дом находится в городе Степанаван на левом берегу города.В доме есть все для комфортного проживания и время провождения, два санузла (один на улице другой внутри а так же и душ)В общей сложности 4 комнаты (3 Спальные комнаты, 1 Гостевая комната)Так же кухня со всеми удобствами (Есть горячая и холодная вода)Внутри участка есть беседка с мангалом где можно провести хороший вечер с семьёй.На территории есть бесплатный WI-FI.Присутствует парковка для машины.Местоположение- 41.019080 44.383533",Dec-12-2022_21-50,800 sq.m.,,,,https://list.am/en/item/17777539,,,,,,
Country House,Stone,120 sq.m.,1,4,1,,,Euro Renovation,Lorri › Odzun,"20,000 ֏ daily",AMD,"A summer house is for rent. 3 rooms for 8-9 people. Land 1000 m2, house 120 m2, bisetka maghal hammock is installed in the yard, call for other questionsTranslated from Armenian",Dec-12-2022_21-50,1000 sq.m.,,,,https://list.am/en/item/18082930,8+,Yes,Yes,Included,Without prepayment,
House,Stone,70 sq.m.,1,1,1,,,Partial Renovation,Lorri › Vanadzor,"5,000 ֏ daily",AMD,"Rooms, Guests. Details: Data:Translated from Armenian",Dec-12-2022_21-50,40 sq.m.,,,,https://list.am/en/item/18448857,5,Yes,Yes,By Agreement,By Agreement,
House,Stone,200 sq.m.,1,2,1,,,Partial Renovation,"Աղայան փողոց 12, Վանաձոր","90,000 ֏ monthly",AMD,"4-room house is for rent, furnished, with communal facilities, is in normal condition, has a garden, yard, parking place.Translated from Armenian",Dec-12-2022_21-50,100 sq.m.,,,,https://list.am/en/item/17756030,,,,,,
House,Stone,47 sq.m.,1,3,1,,,Euro Renovation,"Улица Карена Демирчяна 1/7А, Ванадзор","350,000 ֏ monthly",AMD,"Сдается в аренду два новых коттеджа c дизайнерским ЕВРОремонтом в живописном месте в 10 км от города Ванадзор. Есть все удобства: Теплый пол, интернет, телевидение. Во дворе 2 бассейна, теннисный стол, детская площадка, беседки c мангалом, ухоженный сад. Комплекс под охраной с видеонаблюдением и со своей парковкой.",Dec-12-2022_21-50,2500 sq.m.,,,,https://list.am/en/item/18447129,5,Yes,Yes,By Agreement,1 month,
House,Stone,65 sq.m.,1,4,2,,,Euro Renovation,Lorri › Gyulagarak,"20,000 ֏ daily",AMD,"The house has all the communal facilities, it is renovated, it has green algae.Translated from Armenian",Dec-12-2022_21-50,500 sq.m.,,,,https://list.am/en/item/17864765,,,,,,
House,Stone,91 sq.m.,1,4,1,,,Partial Renovation,"Tigran Mets Avenue, Vanadzor","80,000 ֏ monthly",AMD,"Vanadzor In the center of the city, a private house with 4 rooms is for rent, with all communal amenities. The house has permanent hot water. Mercury turbo boiler, refrigerator, washing machine, bathroom completely renovated. Partially furnished. Is in normal condition, price 80,000Translated from Armenian",Dec-12-2022_21-50,100 sq.m.,,,,https://list.am/en/item/17806863,4,Yes,Yes,By Agreement,By Agreement,
House,Stone,19 sq.m.,1,4,1,,,Partial Renovation,"Grigor Lusavorich street, Vanadzor","80,000 ֏ monthly",AMD,Здаётца 4 комнотный дом в центре города ванадзор. В доме есть все удобство. Есть место для парковки,Dec-12-2022_21-50,100 sq.m.,,,,https://list.am/en/item/18382653,4,Yes,Yes,By Agreement,By Agreement,
House,Stone,361 sq.m.,2,3,1,,,Cosmetic Renovation,"Խնձորուտ 5-րդ փողոց 1-ին փակուղի, Վանաձոր","30,000 ֏ daily",AMD,"Сдается частный дом с прекрасным видом.Дом расположен в г. Ванадзоре. С прекрасным видом на высокие горы Лорийской области.Гостевой дом полностью отдельный /1 этажный/. Имеет отдельный вход, огороженную территорию, отдельный большой двор, сад с плодововитами деревьями.Дом сдается целиком.4-комнатыИнтернет: Вай-фай,Smart TV,постоянная горячая и холодная вода,индивидуальная система отопления (baxi),тарелки,постельные принадлежности.Закрытые и открытые балконы вместимостью до 20 человек.Дом имеет отдельный вход: 3 спальни, гостиная, санузел, телевизоры, холодильник, диван.2 балкона.Цена начинается от 40 000 драм/суткиВозможна аренда на длительный срок.Вход после 12:00 /в любое время/Выезд до 12.00Проведите свой отпуск в прекрасном Лори",Dec-12-2022_21-50,400 sq.m.,,,,https://list.am/en/item/17936006,,,,,,
House,Cassette,60 sq.m.,1,3,1,Not available,Not available,Old Renovation,"Sankt Peterburg street, Vanadzor","45,000 ֏ monthly",AMD,"Բնակելի, տնակներից հավաքված տուն, գազաֆիկացված, մշտական ջուր, լույս։Գույքը՝ սառնարան, լվացքի մեքենա, անհրաժեշտ կահույք, հեռուստացույց և այլն։",Dec-12-2022_21-50,100 sq.m.,,,,https://list.am/en/item/18259554,4,Yes,No,Not included,3 months,
Townhouse,Stone,150 sq.m.,2,5,3+,,,Major Renovation,Lorri › Vanadzor,"100,000 ֏ daily",AMD,"We offer you to spend your blissful vacation at the Guest House in Tezh Leran Valley.All utilities and household facilities are available, it is renovated in a designer style. All rooms have a bathroom. In the yard there is a pavilion for 25-30 people with a fireplace and a kitchen. You can hold both your summer and winter corporate events here.There is also a sauna.The cost of renting the whole house is AMD 100,000.The cost of renting the booth alone is AMD 40,000.The cost of renting one room is AMD 30,000.The cost of renting two rooms: AMD 50,000.The cost of renting three rooms: AMD 70,000.The monthly rental price is AMD 1,000,000.For details, call the indicated phone number.Translated from Armenian",Dec-12-2022_21-50,600 sq.m.,,,,https://list.am/en/item/17193757,,,,,,
