Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Renovation,Land Area,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Furniture,Garage,Amenities,Appliances,Links,Condition,Service Lines,Facilities
House,Stone,200 sq.m.,1,4,1,Partial Renovation,1000 sq.m.,,,,,,Gegharkunik › Sevan,"$30,000",USD,"Продаётся дом стоимостью 30000$, 10соток. Адрес: Город Севан, улица Чаренца.",Dec-12-2022_21-10,,,,,https://list.am/en/item/15997933,,,
House,Stone,110 sq.m.,1,5,1,Old Renovation,2300 sq.m.,,,,,,"Yeghbayrutyan Street, Yerevan","$28,000",USD,"Orchard, stone garage, private house, also adjacent land and landsNegotiable:Translated from Armenian",Dec-12-2022_21-10,,,,,https://list.am/en/item/17205045,,,
House,Stone,77 sq.m.,1,2,1,Major Renovation,1380 sq.m.,,,,,,"1st Street, Shorzha","$25,000",USD,"Одноэтажный каменный дом продаётся на берегу озеро Севан на расстоянии 300 метров от дома, вблизи автовокзал. От Цовагюха расстояние 30 км. Дом находится на центральной улице, где хорошо освещается и вся асфальтирована. Площадь участка-1.380 кв. М дом -77 кв. М. Участок полностью огорожен забором, перед домом большое место для парковки авто, сзади дома большой сад с фруктовыми деревьями. Установлены 2 железные ворота и очень удобный заезд с улицы во двор. Все инженерные коммуникации проведены внутри дома. В доме проведён газ, свет, вода, есть водонагреватель. Кухня, ванная вся заложена плиткой. Звоните, торг приветствуется. Возможен обмен на автомобиль.",Dec-12-2022_21-10,,,,,https://list.am/en/item/18444279,,,
House,Stone,245 sq.m.,2,7,1,No Renovation,,,,,,,Gegharkunik › Sevan,"$20,000",USD,"Շտապ վաճառվում է կիսակառուց՝ երկհարկանի տուն, իր հողատարածքով:---Срочно продается недостроенный, двухэтажный дом с земельным участком.",Dec-12-2022_21-10,,,,,https://list.am/en/item/17433218,,,
House,Stone,140 sq.m.,2,4,1,Partial Renovation,4000 sq.m.,,,,,,Gegharkunik › Martuni,"20,000,000 ֏",AMD,Private house for sale in Zolakar villageTranslated from Armenian,Dec-12-2022_21-10,,,,,https://list.am/en/item/18203744,,,
Country House,Stone,47 sq.m.,1,3,1,Major Renovation,47 sq.m.,,,,,,Gegharkunik › Sevan,"$50,000",USD,"47 sq. M. Cottage for sale in Sjan.Consist of,From 2 bedroomsfrom the living roomfrom the bathroomRenovated.For sale together with furniture.The sale price is 50,000 USDCode: GS-T372Translated from Armenian",Dec-12-2022_21-10,,,,,https://list.am/en/item/13872671,,,
House,Stone,112 sq.m.,1,4,2,No Renovation,800 sq.m.,,,,,,Gegharkunik › Martuni,"$42,000",USD,"Private house for sale 112 sq / m Gegharkunik region, c. Martuni, G. Narekatsi 39. Call for more information.Translated from Armenian",Dec-12-2022_21-10,,,,,https://list.am/en/item/16300557,,,
House,Stone,156 sq.m.,2,5,2,No Renovation,500 sq.m.,,,,,,"Կամոյի փողոց 20, Մարտունի","$77,000",USD,"For details, call the indicated number. Exchanged with apartment. It is paid together with the property.Translated from Armenian",Dec-12-2022_21-10,Not available,Not available,,"Air conditioner, fridge, stove, dishwasher, washing machine, drying machine",https://list.am/en/item/18543472,House is Under Construction,"Electricity, water supply, natural gas, sewerage",
Country House,Stone,100 sq.m.,1,3,1,Old Renovation,1700 sq.m.,,,,,,"Ստեփան Շահումյանի փողոց, Սևան","8,500,000 ֏",AMD,"It is available with all utilities, there is a garden with fruit trees on the land, the area is fenced from all sides, there is a cattle yard of 98 square meters.It is located in front of the school in Gomadzor district of Sevan city.Translated from Armenian",Dec-12-2022_21-10,,,,,https://list.am/en/item/18200227,,,
House,Stone,200 sq.m.,2,5,1,Partial Renovation,1200 sq.m.,,,,,,"M-10, Tsovazard","$32,000",USD,"The house is located in the village of Tsovazard, 1 km from Lake Sevan. There is an orchard and arable land on the premises.Translated from Armenian",Dec-12-2022_21-10,,,,,https://list.am/en/item/18047627,,,
House,Stone,76 sq.m.,1,4,1,Old Renovation,5000 sq.m.,,,,,,Gegharkunik › Pambak,"3,000,000 ֏",AMD,"The apartment is in good condition, suitable for living. It is suitable for animal husbandry. Irrigation and drinking water is provided. There is a barn and a bakery next door. There is also two hectares of grassland.There is a shop in the village, there is also a nearby school and kindergarten.Translated from Armenian",Dec-12-2022_21-10,,,,,https://list.am/en/item/18540966,,,
House,Stone,150 sq.m.,1,4,1,Cosmetic Renovation,1500 sq.m.,,,,,,Gegharkunik › Vanevan,"$12,000",USD,"It has 1500 m of orchard, it has an outdoor kitchenhas a barnTranslated from Armenian",Dec-12-2022_21-10,,,,,https://list.am/en/item/18151628,,,
House,Stone,268 sq.m.,2,8+,1,Old Renovation,840 sq.m.,,,,,,"Viktor Hambartsumyan street, Vardenis","$25,000",USD,"URGENTLY FOR SALEIt is provided with electricity, water, sewerage and natural gasTranslated from Armenian",Dec-12-2022_21-10,,,,,https://list.am/en/item/16131499,,,
House,Stone,100 sq.m.,1,4,1,Old Renovation,1600 sq.m.,,,,,,"Shahumyan 4th street 3rd lane, Yerevan","$70,000",USD,"1-storey detached house for sale: Living area 100 sq. M. With an area of 1600 square meters. With land near the houseThe house is located on a busy highway (Selim Road)The house has an adjacent spacious garageThere is an orchard and a large plot of land next to the mansionThe house has 3 bedrooms, 1 bathroom, 1 kitchen, 1 living room and a spacious basement.The house is furnished and equipped with necessary equipment.There are all necessary infrastructure nearby: Shops, school, etc.The house is sold in case of one-time (full) payment, please do not make offers on the condition of payment in installments.Translated from Armenian",Dec-12-2022_21-10,,,,,https://list.am/en/item/18404380,,,
House,Stone,208 sq.m.,2,5,1,Partial Renovation,600 sq.m.,,,,,,"Улица Демирчян 32, Гавар","$40,000",USD,"A two-story private house is for sale at 3 Demirchyan Street in Gavar city (next to the military commission) It has all utilities for living, 6 rooms on 2 floors. The bathroom is completely renovated, there is a jacuzzi. It has a garage and related buildings. Plot of land 6 sot. With fruit trees. It is possible to sell together with furniture. For details, call the indicated phone number.Translated from Armenian",Dec-12-2022_21-10,,,,,https://list.am/en/item/18411893,,,
House,Stone,,1,3,1,Cosmetic Renovation,,,,,,,Gegharkunik › Sevan,"$45,000",USD,"Շտապ վաճառվում է գեղեցիկ առանձնատուն Լավանդա Սիթիում, շատ հարմար է ընտանեկան հանգստի համար, ապահոված է բոլոր պայմաններով ։Ցանկության դեպքում կտրվի նաև վարձով:",Dec-12-2022_21-10,,,,,https://list.am/en/item/14043707,,,
House,Stone,271 sq.m.,2,7,1,Old Renovation,6537 sq.m.,,,,,,Gegharkunik › Gavar,"$27,000",USD,"For sale or trade with residence. Located around the Central Square. The area of the house consists of: Bakery- (23.12 sq. M.), chicken house- (32.12 sq. M.), san junction- (4.87 sq. M.), garage- (17.39 sq. M.), fence- (24.61 sq. M., 36.92 sq. M), roof - (9.71 square meters), house - (159.36 square meters), roof repaired (zinc) Price: Negotiable.Translated from Armenian",Dec-12-2022_21-10,,,,,https://list.am/en/item/17243907,,,
House,Stone,258 sq.m.,1,3,1,Old Renovation,2700 sq.m.,,,,,,Gegharkunik › Jil,"$10,000",USD,"Վաճառվում է սեփական տուն։ Տունը գտնվում է գյուղի կենտրոնում, ունի մշտական ջուր, մեծ հողատարացք 2700 ք․մ, պտղատու ծառեր՝ խնձորի, ընկույզի, դանբուլի, մամուխի, շլորի, թթի, տանձի, ծիրանի, բալի, մորի՝ մեծ տարածցքով: Կա նկուղ՝ անբողջ տան մակերեսով։ ՈՒնի նաև գոմ։ Տունը գտնվում է Սևանի ափից 1․5 կմ․ հեռավորուտյան վրա։ Նաև ունի հացի փուռ։",Dec-12-2022_21-10,,,,,https://list.am/en/item/12093879,,,
House,Stone,96 sq.m.,1,4,2,Old Renovation,630 sq.m.,,,,,,"Nairyan Street, Sevan town","$50,000",USD,"Main street of Sevan, first line... Suitable for shop and other commercial activities. Gas permanent water. Basement, Garage. UrgentTranslated from Armenian",Dec-12-2022_21-10,,,,,https://list.am/en/item/18519772,,,
House,Stone,100 sq.m.,2,3,1,No Renovation,,,,,,,Gegharkunik › Sevan,"$23,000",USD,"Дом с подвалом Черемушка гнох чанапари Мот, фезей мотерн. Торг уместен.",Dec-12-2022_21-10,,,,,https://list.am/en/item/14647041,,,
House,Stone,255 sq.m.,2,4,2,Designer Renovation,1200 sq.m.,,,,,,Gegharkunik › Sevan,"$420,000",USD,"A two-storey private house is for sale on the shore of Lake Sanaa (with entrance to the lake), 70 km from Yerevan. In the distance.The house has a dining room, a kitchen, 3 bedrooms and 2 bathrooms.There is a garage, a closed parking lot for a motorboat (entrance directly from the lake), a closed pavilion (100 sq. M. Besedka), where there is a dressing room, a sauna, a kitchen, a bathroom, a barbecue, a tonir.There are 16 fruit trees, ornamental trees (silver deer, tuyas...) in the area.The area is completely fenced, there is constant hot and cold water, gas, heating, internet in the whole area (WIFI), security system.Newly renovated, for sale together with furniture (Italian production) and equipment.The land and the house are completely privatized.Not exchangedTranslated from Armenian",Dec-12-2022_21-10,,,,,https://list.am/en/item/17971006,,,
House,Stone,120 sq.m.,2,6,1,Partial Renovation,1200 sq.m.,,,,,,Gegharkunik › Noratus,"$40,000",USD,Urgent. Call for detailsTranslated from Armenian,Dec-12-2022_21-10,,,,,https://list.am/en/item/18506750,,,
House,Stone,513 sq.m.,3,7,2,No Renovation,1120 sq.m.,,,,,,Gegharkunik › Gavar,"$31,000",USD,"A 3-storey detached house is for sale in Barekamutyun street of Gavar city. It has a garage (40 sq/m), an auxiliary structure (40 sq/m), a large plot.It is full, sad, the bathrooms are tiledTranslated from Armenian",Dec-12-2022_21-10,,,,,https://list.am/en/item/16684809,,,
House,Stone,63 sq.m.,2,3,1,Old Renovation,,,,,,,Gegharkunik › Shoghakat,"$16,000",USD,"I am selling a 2-storey 4-room apartment near Lake Sevan, Shoghakat community (formerly Shorzha), has gas and water. They are also possible for rent, with partial property.Translated from Armenian",Dec-12-2022_21-10,,,,,https://list.am/en/item/17293211,,,
House,Stone,100 sq.m.,1,4,2,Old Renovation,650 sq.m.,,,,,,Gegharkunik › Sevan,"$100,000",USD,"Call for details, price negotiableCode 18214893Translated from Armenian",Dec-12-2022_21-10,,,,,https://list.am/en/item/18214893,,,
House,Stone,177 sq.m.,1,5,1,Cosmetic Renovation,1360 sq.m.,,,,,,Gegharkunik › Martuni,"$39,000",USD,The house is in good condition.Translated from Armenian,Dec-12-2022_21-10,,,,,https://list.am/en/item/18028760,,,
House,Stone,243 sq.m.,2,7,1,Partial Renovation,,,,,,,Gegharkunik › Gavar,"$20,000",USD,Two-storey private house in Gavar. NegotiableTranslated from Armenian,Dec-12-2022_21-10,,,,,https://list.am/en/item/16198469,,,
House,Stone,100 sq.m.,1,4,1,Cosmetic Renovation,5000 sq.m.,,,,,,Gegharkunik › Shoghakat,"$17,000",USD,"The house is in normal condition, there are 3 barns, it has a large area. There are fruit trees with detailed telephone. We have cattle. Large landTranslated from Armenian",Dec-12-2022_21-10,,,,,https://list.am/en/item/17198053,,,
House,Stone,150 sq.m.,1,4,1,Partial Renovation,3000 sq.m.,,,,,,Gegharkunik › Martuni,"$55,000",USD,"A private house is for sale in Martuni. (Yeritasardakan street)The area is 3000 sq. M., of which 800 sq. M. It is arable land.The house is partially renovated, the kitchen and the corridor is tiled.European windows, large basement.Constant hot / cold water.1 Bathroom3 Bedrooms:1 Living roomBeautiful yard, orchard.To buy the apartment, to see or to get complete information, you can call the mentioned number.Translated from Armenian",Dec-12-2022_21-10,,,,,https://list.am/en/item/17773024,,,
House,Stone,999 sq.m.,1,3,1,Partial Renovation,999 sq.m.,,,,,,Gegharkunik › Vardenis,"3,000,000 ֏",AMD,"House for sale, Q, VARDENIS G, GEGHAMASAR HAS A LARGE plot of land, verapaz, refrigeratorTranslated from Armenian",Dec-12-2022_21-10,,,,,https://list.am/en/item/16838126,,,
House,Stone,54 sq.m.,1,2,1,No Renovation,54 sq.m.,,,,,,"Avanesov street 1st Lane, Yerevan","$5,000",USD,"For details, call Sasha at the mentioned phone numberTranslated from Armenian",Dec-12-2022_21-10,,,,,https://list.am/en/item/17255576,,,
