Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Renovation,Address,Price,Currency,Description,Datetime,Furniture,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Appliances,Window Views,Parking,Amenities,The House Has,Links
Monolith,No,Not available,5,120 sq.m.,4,2,from 2.8 m,2,Open balcony,Partial Renovation,"Trdat Architector street 22, Gyumri","$90,000",USD,Apartment for sale in Ani district.Call or write for details.Translated from Armenian,Dec-12-2022_20-02,By agreement,,,,,,,"Yard view, street view",Outdoor parking,,,https://list.am/en/item/18613259
Stone,Yes,Not available,4,62 sq.m.,3,1,from 2.7 m,1,Not available,Cosmetic Renovation,Shirak › Gyumri,"$27,000",USD,Mush 2 district. Near the school. The heating boiler is not available. Tiled. With all utilitiesTranslated from Armenian,Dec-12-2022_20-02,Not available,,,,,,,Yard view,,,,https://list.am/en/item/18674730
Monolith,Yes,Not available,4,61 sq.m.,2,1,from 2.7 m,1,Closed balcony,Euro Renovation,"13-րդ փողոց, Գյումրի","$27,000",USD,"A 2 + 1 room apartment with all utilities, gas, electricity, hot and cold water, 1st floor, 61 square meters, closed balcony, floor: Tile, laminate, iron door, window position is east-south for sale in Ani district.Translated from Armenian",Dec-12-2022_20-02,Not available,,,,,,,,,,,https://list.am/en/item/17904963
Stone,No,Not available,5,57 sq.m.,2,1,from 2.7 m,5,Open balcony,No Renovation,"Ղանդիլյանի փողոց 51Ա, Գյումրի","5,700,000 ֏",AMD,"URGENT: For sale is a bright and sunny 2-room apartment in Gyumri, Sevyan str. Address: 5/5 floor, euro windows, electricity, water, needs repair, privatizedTranslated from Armenian",Dec-12-2022_20-02,Not available,,,,,,,"Yard view, street view",,,,https://list.am/en/item/17908604
Stone,No,Not available,5,70 sq.m.,3,1,from 3 m,3,Open balcony,Partial Renovation,Shirak › Artik,"8,900,000 ֏",AMD,"Read carefully, just call! The apartment is located in Shushi Mile, it is the first building on the newly constructed road of the city stadium, the open balcony faces the military unit. The apartment is on the third floor, neighbors live on all sides, it is a very warm and sunny apartment. It is a solid and quality built building. The streets adjacent to the building are paved, there is external lighting. The parquet is of high quality, it does not need to be varnished. The kitchen window has been changed to a European window, the balcony of the room has also been changed, together with the door, it is a European window. It has a large storage room, where a cabinet is assembled, it can serve as a wardrobe or a pantry. The apartment is sold without property. The price will be slightly negotiated with a real buyer.Translated from Armenian",Dec-12-2022_20-02,,,,,,,,,,,,https://list.am/en/item/18399347
Panels,No,Not available,9,65 sq.m.,3,1,from 2.5 m,5,Closed balcony,Old Renovation,"Բուլվարային փողոց, Գյումրի","$23,000",USD,"Good condition, 2 + 1, separate entrance, large vault in the entranceTranslated from Armenian",Dec-12-2022_20-02,Not available,,,,,,,,,,,https://list.am/en/item/17283075
Stone,Yes,Not available,4,40 sq.m.,1,1,from 2.8 m,4,Not available,Cosmetic Renovation,Shirak › Gyumri,"$24,000",USD,"With all utilities, heating system, basement. It is located in Mush 2/2 district, 44 building, 1 entrance, 11 apartments. I am also exchanging with a house in Yerevan street.Translated from Armenian",Dec-12-2022_20-02,Not available,,,,,,,,,,,https://list.am/en/item/18265837
Stone,Yes,Not available,2,600 sq.m.,5,1,from 2.7 m,2,Multiple balconies,Cosmetic Renovation,Shirak › Akhuryan,"$8,000",USD,"2-storey apartment, private house, dry and warm... There is no such price, it is the price of a garage... It is very dry for the size of the house... With a large yard... In New Ayuryan... With iron doors... The area of the house is 222.sq. M:Translated from Armenian",Dec-12-2022_20-02,,,,,,,,,,,,https://list.am/en/item/17232908
Stone,No,Not available,4,44 sq.m.,2,1,from 2.8 m,1,Closed balcony,Partial Renovation,"Մուսայելյան փողոց 169, Գյումրի","11,000,000 ֏",AMD,"1 + 1 room apartment for sale in the center of Gyumri city, next to Tigran Mets restaurant. The apartment also has a basement. Price: Negotiable. Call the indicated phone number.Translated from Armenian",Dec-12-2022_20-02,By agreement,,,,,,"Fridge, stove",Yard view,Outdoor parking,,,https://list.am/en/item/18598860
Stone,No,Not available,4,44 sq.m.,1,1,from 3 m,2,Open balcony,Old Renovation,Shirak › Gyumri,"$15,000",USD,"1ккв. В четырехэтажном здании (44кв. М.) на 2 - ом этаже. (ул. Восточная д. 3 Аэропорт ""Ширак"")1սեն. Բն. (44քմ.), չորս հարկանի շենքի 2 ֊ րդ հարկում։(Արևելյան փ. Շ. 3)",Dec-12-2022_20-02,,,,,,,,,,,,https://list.am/en/item/14282894
Bricks,No,Not available,5,72 sq.m.,3,1,from 2.8 m,3,Closed balcony,Partial Renovation,"11-րդ փողոց 10Б, Գյումրի","$35,000",USD,"Enjoying a 3-room apartment with a large corridor. Open and closed with 2 balconies, sunny, bright, with central heating system, 3rd floor, brick seismic building, for details call...Translated from Armenian",Dec-12-2022_20-02,Available,,,,,,,,,,,https://list.am/en/item/18667352
Stone,Yes,Not available,6,90 sq.m.,3,1,from 2.75 m,6,Open balcony,Old Renovation,Shirak › Gyumri,"$75,000",USD,Վաճառվում կամ տրվում է վառձով բնակարան Գյումրի քաղաքում։Продается или сдается в аренду дом в г. Гюмри.Для дополнительной информаци звонить по тел.,Dec-12-2022_20-02,By agreement,,,,,,,,,,,https://list.am/en/item/17554779
Stone,No,Not available,5,76 sq.m.,3,1,from 2.5 m,1,Closed balcony,Partial Renovation,"Ghandilyan street, Gyumri","$31,000",USD,"The apartment has all the utilities. (gas, hot and cold water, electricity) The total area is 76 sq/m, it has a basement. The entrance door is from a separate building. It has two windows on the street side. The location of the apartment is south-west. It is partially renovated. The windows are wooden but strong, the door is also convenient. And for business purposes.Translated from Armenian",Dec-12-2022_20-02,,,,,,,,,,,,https://list.am/en/item/18279651
Stone,No,Not available,3,66 sq.m.,2,1,from 3.2 m,2,Multiple balconies,No Renovation,"Գարեգին Նժդեհի պողոտա 4/5, Գյումրի","$55,000",USD,"It is the building of 68. The apartment is located next to the newly built park, in front of the NANE hotel. For details, call the indicated number.Translated from Armenian",Dec-12-2022_20-02,Available,,,,,,,,,,,https://list.am/en/item/18532209
Stone,No,Not available,5,62 sq.m.,2,1,from 2.7 m,1,Open balcony,Major Renovation,Shirak › Artik,"8,900,000 ֏",AMD,Продаёться квартира в идеалном состояний,Dec-12-2022_20-02,Available,,,,,,,,,,,https://list.am/en/item/15368646
Stone,Yes,Not available,4,68 sq.m.,2,1,from 3 m,3,Open balcony,No Renovation,Shirak › Gyumri,"23,000,000 ֏",AMD,The apartment is sunnyTranslated from Armenian,Dec-12-2022_20-02,,,,,,,,,,,,https://list.am/en/item/17702055
Stone,No,Not available,5,56 sq.m.,3,1,from 2.6 m,3,Closed balcony,Major Renovation,"Մանուշյան փողոց 16Ա, Գյումրի","$40,000",USD,Details telephone overhaul euro repaired baxTranslated from Armenian,Dec-12-2022_20-02,Available,,,,,,,,,,,https://list.am/en/item/15992398
Stone,No,Not available,4,68 sq.m.,3,1,from 2.7 m,4,Not available,No Renovation,"Վազգեն Սարգսյանի փողոց 8ա, Գյումրի","14,500,000 ֏",AMD,Vazgen Sargsyan Street near Charles Aznour Square. Rooms 3 + 1 need renovation.Translated from Armenian,Dec-12-2022_20-02,Not available,,,,,,,"Yard view, street view",,,,https://list.am/en/item/18659919
Monolith,Yes,Not available,4,150 sq.m.,5,1,from 3 m,1,Closed balcony,Major Renovation,Shirak › Maralik,"$49,500",USD,"Продаю квартиру с мебелю с кап ремонтом. Отделный вход от подезда свой огород. Гараж на 2 машины, 2 подвала, беседка, отопление. Система безопасности (Видеонаблюдение) Кап ремонт. Вложение не требует с документами все в порядке",Dec-12-2022_20-02,Available,,,,,,"Fridge, stove, washing machine","Yard view, street view, city view, park view","Outdoor parking, garage",,"Intercom entry, playground",https://list.am/en/item/18659884
Panels,No,Not available,4,103 sq.m.,4,1,from 2.8 m,2,Closed balcony,Partial Renovation,"Մովսես Խորենացի փողոց 4, Գյումրի","15,540,000 ֏",AMD,"Գյումրի, Անի /58/ թաղամասԱրևկողմ, բնական գազ, ջեռուցման համակարգ, մուտքի երկաթե դուռ, ներկառուցված պահարաններ, խորդանոց /չուլան/, նկուղ, այգի 50մ2.Խորենացի, Արամ ԽաչատրյանՇիրակի Պետական Համալսարանի հարևանությամբАНИ (58) квартал. Площадь 103 кв, м. Все ком, удобства. Постоянная горячая и холодная вода, газ, элек-во. Индивидуальное отопление (частично), система Sguirrel. Трубы водоснабжения поменяны (частично) на пластиковые, канализационные тоже. Железная дверь, кладовка, подвал 5 кв, м. Ремонт в изночальном состоянии. Очень тёплая, светлая и сухая квартира. Возможности для внутренего изменения широкие.Дом расположен на заднем дворе от Инекобанка. Рядом ГУМ (старый), бистро КАРС. Детсады, Школа, Поликлиника, Аптеки, Банки, множество разных Магазинов на ОЧЕНЬ БЛИЗКОМ растоянии от дома.Чтобы увидеть квартиру звоните по ниже указанному номеру.О ЦЕНЕ ПО ЗВОНКУ НЕ ДОГОВАРИВАЮСЬ!ПО ЦЕНАМ С ОКРАИН И НЕ ПРОСИТЕ!РЕАЛЬНЫЙ ПОКУПАТЕЛЬ ПУСТЬ ПРИДЁТ УВИДЕТЬ - МОЖЕТ БЫТЬ ДОГОВОРИМСЯ!",Dec-12-2022_20-02,Not available,,,,,,,,,,,https://list.am/en/item/17629889
Stone,No,Not available,3,79 sq.m.,3,1,from 2.5 m,2,Open balcony,Cosmetic Renovation,"Ղանդիլյանի փողոց 10, Գյումրի","$50,000",USD,"Address: Ghandilyan str. , 10 sh. Apt. 5. K. B. H. , With euro windows and balcony door, private garage.Bargaining is possible.It is exchanged with his own house.Translated from Armenian",Dec-12-2022_20-02,,,,,,,,,,,,https://list.am/en/item/11530076
Monolith,No,Not available,2,100 sq.m.,4,2,from 2.8 m,1,Open balcony,Old Renovation,"Ղանդիլյանի փողոց 12, Գյումրի","$50,000",USD,"2 open balconies, 2 bathrooms, basement, garage, 1 very high floorTranslated from Armenian",Dec-12-2022_20-02,By agreement,,,,,,,"Yard view, street view",Garage,,Playground,https://list.am/en/item/18657355
Stone,No,Not available,5,60 sq.m.,2,1,from 2.8 m,5,Open balcony,Cosmetic Renovation,"Կոշտոյան փողոց 5/1, Գյումրի","$25,000",USD,"The apartment is located on Koshtoyan street, has all utilities, sunny side, has a basement in the yard, for details call the indicated phone number.Translated from Armenian",Dec-12-2022_20-02,Not available,,,,,,,,,,,https://list.am/en/item/18047245
Stone,No,Not available,1,392 sq.m.,2,1,from 2.7 m,1,Open balcony,Partial Renovation,"Լևոն Մադոյան փողոց 30, Գյումրի","25,000,000 ֏",AMD,"Private apartment for sale. Utility with all amenities. Permanent gas water electricity. Covered parking for two cars. There is a yard, an orchardwith trees. There is also an outbuilding in the yard. The apartment has a basement. The kitchen and hallway are tiled. The bathroom is tiled. The living room and the bedroom have wooden lacquered floors.Translated from Armenian",Dec-12-2022_20-02,Not available,,,,,,,"Yard view, street view",Covered parking,,,https://list.am/en/item/18651157
