Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Renovation,Address,Price,Currency,Description,Datetime,The House Has,Parking,Furniture,Window Views,Appliances,Links,Amenities,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment
Panels,No,Not available,9,75 sq.m.,3,1,from 2.75 m,4,Open balcony,Partial Renovation,"Sargsyan 2nd row, Gyumri","60,000 ֏ monthly",AMD,"В кваримре долгое время не кто не жил. Почти вся необходимая мебель есть, по договорености можно докупить. Хорошая транспортная доступность. Остальные вопросы по телефону СОБСТВЕННИК",Dec-12-2022_23-10,,,Available,,,https://list.am/en/item/18565595,,5,Yes,No,Not included,Without prepayment
Stone,Yes,Not available,4,52 sq.m.,2,1,from 3 m,2,Not available,Cosmetic Renovation,Shirak › Gyumri,"10,000 ֏ daily",AMD,"A two-room apartment is for daily rent in Gyumri in a newly built building, in the city center, there are the necessary conditions for a pleasant lifestyle, there is wifi, bedding Baxsi system, dishes, call for details.Translated from Armenian",Dec-12-2022_23-10,,,,,,https://list.am/en/item/17450097,,,,,,
Stone,Yes,Not available,4,74 sq.m.,2,1,from 3 m,4,Open balcony,Euro Renovation,Shirak › Gyumri,"200,000 ֏ monthly",AMD,"An apartment is for rent in Gyumri, on Sayat-Nova street, it is furnished with all utilities, kitchen furniture, household appliances, hot and cold water, heating system (Baxsi) are available, for details call:Code 1415Translated from Armenian",Dec-12-2022_23-10,,,,,,https://list.am/en/item/17104834,,3,Yes,Yes,Not included,1 month
Monolith,No,Not available,5,110 sq.m.,3,1,from 2.8 m,4,Not available,Partial Renovation,Shirak › Gyumri,"130,000 ֏ monthly",AMD,Сдаётся в аренду квартира в 58-ом кватралеTranslated from Armenian,Dec-12-2022_23-10,,,Available,,,https://list.am/en/item/18472661,,4,Yes,No,By Agreement,By Agreement
Stone,Yes,Not available,4,55 sq.m.,2,1,from 2.7 m,1,Not available,Euro Renovation,Shirak › Gyumri,"120,000 ֏ monthly",AMD,"Apartment for rent in Mush district, fully equipped with all communal amenities, fully furnished, for rent with all amenitiesTranslated from Armenian",Dec-12-2022_23-10,,,Available,,,https://list.am/en/item/17167147,,3,Yes,No,Not included,3 months
Monolith,Yes,Not available,3,60 sq.m.,2,1,from 2.75 m,2,Open balcony,Old Renovation,"Եղիշե Չարենցի փողոց 8, Գյումրի","85,000 ֏ monthly",AMD,"It is a warm, comfortable apartment. There are all the necessary initial conditions, as well as furniture and household appliances. Depending on the conditions offered by us and by you, the price may change.Translated from Armenian",Dec-12-2022_23-10,Playground,Outdoor parking,Available,,"Fridge, stove, washing machine, water Heater",https://list.am/en/item/18665468,,3,Yes,Negotiable,Not included,1 month
Stone,No,Not available,4,83 sq.m.,3,1,from 3.2 m,3,Open balcony,Major Renovation,"Улица Вазгена Саргсяна 1, Гюмри","250,000 ֏ monthly",AMD,ГюмриАдрес: Ул. Вазгена Саргсяна 1 на пл. Шарля АзнавураСдается в аренду 3-комн. КвартираВ квартире есть все коммунальные услугиудобства:* Система отопления Bosch* Тёплый пол* Панорамные окна* Газовая плита* Телевизор* Холодильник* Автоматическая стиральная машина* Мебель* Интернет* Постоянная горячая и холодная вода* Долгосрочная арендадепозит за 1 месяцЗвоните для более подробной информации:Տրվում է վարձով բնակարան։Բնակարանում առկա են կոմունալ բոլոր հարմարությունները`• Ջեռուցման համակարգ• Գազօջախ• Հեռուստացույց• Սառնարան• Ավտոմատ լվացքի մեքենաՄանրամասների համար զանգահարելApartment for rentThe apartment has all utilities amenities:* Heating system* Gas stove* TV* Refrigerator* Automatic washing machine* Long-term rentaldeposit for 1 monthCall for more information:,Dec-12-2022_23-10,,,Available,"Yard view, street view",,https://list.am/en/item/18564603,,5,Yes,No,By Agreement,By Agreement
Stone,No,Not available,1,48 sq.m.,1,1,from 2.7 m,1,Closed balcony,Old Renovation,Shirak › Gyumri,"70,000 ֏ monthly",AMD,"Здаю 1,5 км. Квартира",Dec-12-2022_23-10,,,Available,,"Fridge, washing machine, iron",https://list.am/en/item/18665053,"Television, internet",3,Yes,Yes,Not included,2 months
Monolith,Yes,Not available,5,80 sq.m.,3,1,from 2.7 m,3,Multiple balconies,Euro Renovation,Shirak › Gyumri,"10,000 ֏ daily",AMD,"2-room apartment is for daily rent, the apartment has TV, refrigerator, washing machine, gas stove, wi fi, bedding,Dishes, Baxi. Price change is possible depending on the fixed days, hours and number of residentsТрехкомнатная квартира в Гюмри, со всеми удобствами для 4-х человек...Translated from Armenian",Dec-12-2022_23-10,,,Available,"Yard view, street view, city view, park view","Fridge, stove, coffee maker, washing machine",https://list.am/en/item/15639444,,4,Yes,No,By Agreement,By Agreement
Stone,Yes,Not available,4,45 sq.m.,1,1,from 3 m,2,Not available,Designer Renovation,"Մուշ 2-2 թաղամաս 53, Գյումրի","15,000 ֏ daily",AMD,"Օրավարձով և ամսեվարձով է տրվում 1 սենյականոց նորաոճ ընդարձակ բնակարան։ Բնակարանը կահավորված է, ջեռուցվում է, խոհանոցում կա սպասք, անհրաժեշտ տեխնիկա։Կախված օրերից և բնակիչների քանակից հնարավոր է գնային փոփոխություն. Сдается в аренду квартираВ квартире есть все коммунальные услугиудобства:* Система отопления* Газовая плита* Телевизор WiFI* Холодильник* Автоматическая стиральная машина* Долгосрочная арендадепозит (0)Звоните для более подробной информации: (Месячная оплата 250000)Translated from Armenian",Dec-12-2022_23-10,Playground,Outdoor parking,Available,City view,,https://list.am/en/item/14267969,"Television, internet, parking space",3,Yes,No,By Agreement,By Agreement
Panels,Yes,Not available,5,80 sq.m.,3,1,from 3 m,4,Open balcony,Partial Renovation,"Խրիմյան Հայրիկ մայրուղի 6Ա, Գյումրի","50,000 ֏ monthly",AMD,"Apartment for rent, the doors and windows of the house have been changed, the tiles have been laid, the walls have not been painted, the laminate in two rooms has not been done, it has gas, water, electricityTranslated from Armenian",Dec-12-2022_23-10,,,Not available,,,https://list.am/en/item/18404315,,1,Yes,No,Included,By Agreement
Monolith,Yes,Not available,3,61 sq.m.,2,2,from 2.75 m,3,Open balcony,Major Renovation,"Trdat Architector street 36, Gyumri","200,000 ֏ monthly",AMD,"Բոլոր կոմունալ հարմարություններով նոր վերանորոգված բնակարան, անհատական ջեռուցման համակարգով։Առկա է բարձր արագությամբ օպտիկամանրաթելային ինտերնետ։ Կահավորված է ամբողջովին նոր կահույքով և կենցաղային տեխնիկայով։ Առկա է նաև սպասք, ամբողջովին նոր անկողնային պարագաներ։Квартира с новым ремонтом, со всеми коммуникациями, индивидуальной системой отопления.Доступен высокоскоростной оптоволоконный интернет. Обставлена полностью новой мебелью и бытовой техникой. Также есть посуда, абсолютно новое постельное белье.Translated from Armenian",Dec-12-2022_23-10,,,Available,,,https://list.am/en/item/18491409,,3,Yes,No,Not included,2 months
Monolith,No,Not available,4,110 sq.m.,4,1,from 2.7 m,4,Closed balcony,Euro Renovation,"8th district, Gyumri","120,000 ֏ monthly",AMD,Хорошая светлая квартира с двумя балконами газ. Вода. Свет. Есть. 4 комнаты,Dec-12-2022_23-10,,,,,,https://list.am/en/item/18193843,,,,,,
Monolith,No,Not available,4,75 sq.m.,2,1,from 2.8 m,3,Closed balcony,Euro Renovation,Shirak › Gyumri,"140,000 ֏ monthly",AMD,"С вешами с атапление тёплая квартира интернет свабоден 58квартал от центра 5км, магазини.",Dec-12-2022_23-10,,,Available,,,https://list.am/en/item/18657601,,4,Yes,No,Not included,2 months
Stone,No,Not available,3,80 sq.m.,3,1,from 2.7 m,2,Open balcony,Major Renovation,"Տիգրան Մեծի պողոտա, Գյումրի","180,000 ֏ monthly",AMD,"Apartment for rentc. Gyumri, Tigran Mets80 square meters. Total area3/2nd floor2 + 1 roomLightUtility with all amenitiesWith hot and cold waterWith propertyBy techniqueRental price: AMD 180,000Translated from Armenian",Dec-12-2022_23-10,,,Available,,,https://list.am/en/item/18655978,,3,Yes,No,Not included,By Agreement
Stone,No,Not available,2,80 sq.m.,3,1,from 2.8 m,1,Not available,Designer Renovation,"Улица Таманяна 3, Гюмри","200,000 ֏ monthly",AMD,"3 ком. ️Ул. Таманян недалеко от центра️80 квадратов️Первый этаж️Отопления ️Новый дизайнерский ремонт ️Холодильник, стиральная машина ️300.000 драм + комиссия️Торг уместен ️",Dec-12-2022_23-10,,,Available,,,https://list.am/en/item/18569500,,4,Yes,No,Not included,1 month
Stone,Yes,Not available,3,80 sq.m.,3,1,from 2.7 m,2,Not available,Euro Renovation,"13th Street 8/3, Gyumri","20,500 ֏ daily",AMD,"Վարձով է տրվում 3 սենյականոցբ բնակարան Գյումրի քաղաքի Անի (58) թաղամասում, գերարագ ինտռնետ, կբհ, գազ լույս տաք և սառը ջուր, ջեռուցում 3/2 հարկ: Չբնակեցված, կահույքով, անկողնային պարականներով, խոհանոցային պարագաններ (ամբողջ կոմպլեկտ), հեռուստացույց, արդուկ, փոշեկուլ, ֆեն.Ավտոմեքենայի կայանատեղի:Ամսավճարը 200000 դրամ:Г. Гюмри.Уютные апартаменты класса комфорт в новом доме. Супермаркеты, рынок, аптеки, банкоматы -рядом (200-600м) Скоростной интернет, питьевая вода 24/7, теплая вода, отоп.В квартире есть всё необходимое для комфортного проживания.Кровать двухспальная, диванБытовая техника (стиральная машина, газовая плита, холодильник, чайник,Кухонные принадлежности, посуда, утюг, фен, пылесос.Влажная уборка после каждого гостя. Новое постельное бельё и полотенца.Цена зависит от количества гостей, длительности проживания и сезона. Уточняйте окончательную стоимость по телефону. Цена 200 000 драм.",Dec-12-2022_23-10,,Outdoor parking,Available,Street view,"Fridge, stove, washing machine, water Heater, iron",https://list.am/en/item/17852488,"Television, internet, parking space",5,Yes,Yes,Not included,2 months
