Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Address,Price,Currency,Description,Datetime,Appliances,Window Views,The House Has,Parking,Links,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Amenities
Bricks,Yes,Available,4,94 sq.m.,4,1,from 3 m,4,Multiple balconies,,Cosmetic Renovation,"Ղազարոս Աղայանի փողոց, Վանաձոր","150,000 ֏ monthly",AMD,"A 4-room apartment is for rent in Vaduz, in a 4-story building built after the earthquake, it is renovated, metal-plastic windows, hardwood floors, heating is available.The apartment has open and closed cellars, a garage and a basement.Translated from Armenian",Dec-12-2022_23-09,,,,,https://list.am/en/item/18437553,8+,Yes,No,Not included,2 months,
Panels,No,Not available,4,105 sq.m.,5,1,from 2.8 m,2,Closed balcony,,Cosmetic Renovation,"Sankt Peterburg street, Vanadzor","150,000 ֏ monthly",AMD,"Сдается дом в городе Ванадзор. Очень просторная квартира. Санузел и комната бани новый ремонт. Отопление тоже есть поставлена французкая отопительная система Биаси. Есть вся мебель для всех комнат, посуда тоже … + 10.000 и гараж тоже сдам. Есть большой подвал",Dec-12-2022_23-09,,,,,https://list.am/en/item/18501420,6,Yes,No,Not included,2 months,
Monolith,No,Not available,5,72 sq.m.,3,1,from 2.6 m,3,Closed balcony,,Cosmetic Renovation,"Ղազարոս Աղայանի փողոց, Վանաձոր","60,000 ֏ monthly",AMD,"For other questions, call the indicated numberTranslated from Armenian",Dec-12-2022_23-09,,,,,https://list.am/en/item/18543041,8+,Yes,No,By Agreement,By Agreement,
Monolith,Yes,Not available,4,100 sq.m.,4,1,from 2.7 m,2,Open balcony,,Euro Renovation,"Տարոն-4 թաղամաս, Վանաձոր","100,000 ֏ monthly",AMD,"All utilities, property, heating are available.Translated from Armenian",Dec-12-2022_23-09,,,,,https://list.am/en/item/18467851,2,No,No,Not included,By Agreement,
Monolith,Yes,Not available,5,64 sq.m.,2,1,from 2.75 m,2,Closed balcony,,Cosmetic Renovation,"Տարոն-2 թաղամաս 10-1, Վանաձոր","80,000 ֏ monthly",AMD,The house is in good condition.All utilities are availableIt is given together with furniture.Translated from Armenian,Dec-12-2022_23-09,,,,,https://list.am/en/item/18106596,,,,,,
Stone,No,Not available,5,90 sq.m.,4,1,from 3 m,5,Open balcony,,Partial Renovation,Lorri › Vanadzor,"12,000 ֏ daily",AMD,"An apartment is for daily rent in the center of the city, on Vardanants street, renovated, with beautiful kitchen furniture, very close to Vanadzor square. The price can be changed according to the number of days. Call for questions.Translated from Armenian",Dec-12-2022_23-09,,,,,https://list.am/en/item/17670845,,,,,,
Stone,No,Not available,4,40 sq.m.,1,1,from 3.2 m,4,Open balcony,,Old Renovation,"Tigran Mets Avenue, Vanadzor","80,000 ֏ monthly",AMD,"A spacious, sunny and bright 1-room apartment near the central post office is for long-term rent.Translated from Armenian",Dec-12-2022_23-09,,,,,https://list.am/en/item/18506076,3,Yes,Yes,Not included,1 month,
Panels,Yes,Available,9,120 sq.m.,4,1,from 2.75 m,9,Open balcony,,Euro Renovation,"Moskovyan street, Vanadzor","200,000 ֏ monthly",AMD,"An apartment for rent in the city center from February 1, near the market, with all utilities, necessary property, BAX system, sunny sideTranslated from Armenian",Dec-12-2022_23-09,,,,,https://list.am/en/item/18107827,8+,Yes,Yes,Not included,2 months,
Stone,Yes,Available,2,123 sq.m.,3,1,from 2.5 m,2,Open balcony,,Euro Renovation,Lorri › Vanadzor,"400,000 ֏ monthly",AMD,Квартиры с помесячной арендой в Ванадзоре. Подробности по телефону. Также доступен Viber WhatsApp.,Dec-12-2022_23-09,,,,,https://list.am/en/item/18411186,4,Yes,No,By Agreement,2 months,
Stone,Yes,Not available,2,1500 sq.m.,4,2,from 2.7 m,1,Open balcony,,Euro Renovation,Lorri › Spitak,"15,000 ֏ daily",AMD,Hot mountain water 4-room apartment with a beautiful yard in the neighborhood of Spitak MunicipalityTranslated from Armenian,Dec-12-2022_23-09,,,,,https://list.am/en/item/18305097,,,,,,
Stone,No,Not available,4,78 sq.m.,3,1,from 2.8 m,1,Open balcony,,Cosmetic Renovation,"Agayan street 83, Vanadzor","90,000 ֏ monthly",AMD,"Сдается трёхкомнатная квартира. Полностью меблирована, есть холодильник, газовая плита, стиральная машинка, отопление Baxi. Коммунальные платежи (газ, свет, вода) оплачиваются по счётчикам. Страховой депозит -в размере месячной оплаты. Для подробностей по телефону спросить Рузан. Небольшой торг.",Dec-12-2022_23-09,,,,,https://list.am/en/item/18473713,5,Yes,Yes,Not included,1 month,
Stone,No,Not available,5,50 sq.m.,3,1,from 2.5 m,3,Open balcony,,Cosmetic Renovation,"Переулок Ереванянского Шоссе 89, Ванадзор","60,000 ֏ monthly",AMD,"Всем привет сдаеться комнта в четерех комнатном квартире цена указано за комнату… в квартире иметься телевизор, автамат стиральная машина почти новыйм состояние, холодильник новы. Дальше, душ туалет отдельно кровате в трех комнате с своими белье далше в квартире пока нету вайфай ну в любой момент могу провести вайфай за ваше доплате плюс нужно будет платит за коммуналка сколько воспользуйтесь ……. ЗДАЮ ТОЛЬКО РУССКИЙМ СПАСИБО ЗА ПОНИМАНИЕ",Dec-12-2022_23-09,,,,,https://list.am/en/item/17437722,4,Yes,No,By Agreement,By Agreement,
Stone,No,Available,9,95 sq.m.,3,1,from 3.2 m,4,Closed balcony,Available,Old Renovation,Lorri › Alaverdi,"50,000 ֏ monthly",AMD,"An apartment is for rent in the city of Alaverdi, on the 4th floor of a 9-storey residential building.A beautiful view of nature can be seen from the windows.The apartment has 2 bedrooms, a living room, a kitchen, a bathroom, a corridor and a storage room.It is furnished and clean.The price is 60,000 /sixty thousand/ AMD per month, with a deposit of 120,000 /one hundred and twenty thousand/ AMD. VarduhiTranslated from Armenian",Dec-12-2022_23-09,,,,,https://list.am/en/item/18480774,7,Yes,No,Not included,2 months,
Stone,No,Not available,5,100 sq.m.,3,1,from 2.7 m,5,Open balcony,,Cosmetic Renovation,"Տպագրիչների փողոց 9, Վանաձոր","12,000 ֏ daily",AMD,"A 3-room apartment is for rent at 9/29 Printers, the apartment is equipped with all utilities, new appliances and furniture, has hot and cold water, an open balcony and a pantry.Also available monthly and yearly.Translated from Armenian",Dec-12-2022_23-09,,,,,https://list.am/en/item/18475036,8+,Yes,Yes,Not included,Without prepayment,
Stone,No,Not available,5,47 sq.m.,1,1,from 2.7 m,5,Closed balcony,,Major Renovation,Lorri › Vanadzor,"100,000 ֏ monthly",AMD,"A 1-room niche apartment is for rent at 31/50 Grigor Utshentich Street. It is not furnished yet. It has hot and cold water, electricity, gas, and a washing machine.Translated from Armenian",Dec-12-2022_23-09,,,,,https://list.am/en/item/18468908,3,Yes,Yes,Not included,By Agreement,
Stone,No,Not available,5,85 sq.m.,3,1,from 2.8 m,4,Open balcony,Available,Designer Renovation,"Karen Demirchyan Street, Vanadzor","250,000 ֏ monthly",AMD,Сдается квартира с мебелью и техникой. Обеспечен все коммунальные условия. Центральная часть города.,Dec-12-2022_23-09,"Fridge, stove, coffee maker, washing machine, water Heater, iron, hair dryer","Yard view, street view, city view, park view",,Garage,https://list.am/en/item/18090915,2,Negotiable,No,Not included,1 month,"Television, internet, parking space"
Monolith,No,Not available,5,85 sq.m.,4,1,from 2.7 m,1,Multiple balconies,,Old Renovation,"ГСК-4 17, Ванадзор","100,000 ֏ monthly",AMD,Сдается просторная квартира на длительный срок. Тарон 2.Требуется произвести косметическй ремонт и частично мебелировать квартиру. Арендную плату можно компенсировать выполнением ремонтных работ.Для более подробной информации обращаться по телефону.Երկարաժամկետ վարձակալությամբ է տրվում ընդարձակ բնակարան։Պահանջվում է բնակարանի կոսմետիկ վերանորոգում և մասնակի կահավորում։ Վարձավճարը կարող է փոխհատուցվել վերանորոգման կատարմամբ։Մանրամասն տեղեկությունների համար զանգահարել հեռախոսով։,Dec-12-2022_23-09,,,,,https://list.am/en/item/18416153,6,Yes,Yes,Included,Without prepayment,
Stone,Yes,Not available,5,70 sq.m.,3,1,from 2.8 m,2,Closed balcony,Available,Euro Renovation,"Nersisyan district 8, Vanadzor","$43,000 monthly",USD,"FOR SALE,The price is negotiable.The house is located in Vanadzor city/Bangladesh district, address 8/5, Nersisyan districtThe house is completely renovated according to European standards. The house has hot and cold water, taxi, furniture, washing machine, TV, internet, cable channels, all bedrooms have double beds.A garage is also possible if desired.It is under the same numberviber:WhatsApp:Translated from Armenian",Dec-12-2022_23-09,,,,,https://list.am/en/item/17729838,6,Yes,Yes,Not included,3 months,
Stone,No,Not available,5,100 sq.m.,4,1,from 2.8 m,5,Closed balcony,,Cosmetic Renovation,"Nairi street 5, Vanadzor","120,000 ֏ monthly",AMD,"The apartment is sunny, bright, has all utilities. There is an individual heating system (Baxi) Necessary property is available, it also has a storage room, a stone garage, Manghal on the open balcony.The apartment is located on the road leading to the Monument.Translated from Armenian",Dec-12-2022_23-09,,,,,https://list.am/en/item/18169088,4,Yes,No,Not included,By Agreement,
Stone,No,Not available,5,78 sq.m.,2,1,from 2.75 m,1,Closed balcony,,Cosmetic Renovation,"Ներսիսյան թաղամաս 15, Վանաձոր","70,000 ֏ monthly",AMD,"The apartment is located near the bus stop, shops in front of the house, together with the property, there is sunny, gas, electricity, permanent water, cosmetically renovatedTranslated from Armenian",Dec-12-2022_23-09,,,,,https://list.am/en/item/17078843,2,Yes,No,Not included,1 month,
Stone,No,Not available,5,32 sq.m.,1,2,from 2.7 m,1,Not available,,Cosmetic Renovation,Lorri › Alaverdi,"25,000 ֏ monthly",AMD,"Однакомнатная квартира со всеми удобствамы, депозит 50%",Dec-12-2022_23-09,,,,,https://list.am/en/item/18442829,3,Yes,No,Not included,Without prepayment,
Stone,No,Not available,3,250 sq.m.,8+,3+,from 2.7 m,3,Not available,,Major Renovation,"Улица Прошяна, Степанаван","500,000 ֏ monthly",AMD,"Сдается в аренду гостиничный комплекс. Есть все условия для проживания, отдыха и работы. Цена аренды зависит от числа жильцов.",Dec-12-2022_23-09,,,,,https://list.am/en/item/18440063,8+,Yes,No,Not included,By Agreement,
Stone,Yes,Not available,1,120 sq.m.,5,1,from 2.5 m,1,Open balcony,,Cosmetic Renovation,Lorri › Stepanavan,"200,000 ֏ monthly",AMD,For rent. Utility with all amenities.Translated from Armenian,Dec-12-2022_23-09,,,,,https://list.am/en/item/18386234,,,,,,
