Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Amenities,Appliances,Window Views,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,The House Has,Parking,Links
Stone,No,Not available,5,54 sq.m.,2,1,from 2.7 m,1,Closed balcony,Not available,Euro Renovation,,,,,,,,,Kotayk › Abovian,"$46,000",USD,"A 2-room apartment is for sale in the city of Abovyan. The apartment is renovated, has an individual heating system, the windows are partly of European production, the door is iron.We also work with home buyers with certificates and mortgages.You can read all our announcements by clicking on the right side - Good Offer. Thanks in advance:Code D2 367Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/17608824
Stone,No,Available,5,56 sq.m.,2,1,from 2.7 m,5,Not available,Available,Euro Renovation,,,,,,,,,Kotayk › Abovian,"$55,000",USD,"A 2-room apartment is for sale in the city of Abovyan. The apartment is renovated, gasified, the windows are partly of European production, the door is iron. Sold with stability.We also work with home buyers with certificates and mortgages.You can read all our announcements by clicking on the right side - Good Offer. Thanks in advance:Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/17523010
Monolith,Yes,Available,11,31 sq.m.,1,1,from 3 m,9,Open balcony,Available,Euro Renovation,,,,,,,,,"Antarayin 1st blok 10, Tsaghkadzor","$54,000",USD,"The apartment is fully renovated, furnished with property, equipment, not inhabited.The apartment is on the 9th floor, it is flat.Code C1023Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/17559361
Panels,No,Available,12,61 sq.m.,2,1,from 2.75 m,8,Closed balcony,Not available,Old Renovation,,,Street view,,,,,,"Hanrapetutian Avenue, Abovyan","$44,000",USD,"Apartment for sale c. Abovyan, in the central part of the cityTranslated from Armenian",Dec-12-2022_18-44,Intercom entry,Outdoor parking,https://list.am/en/item/18687045
Panels,No,Available,9,75 sq.m.,3,1,from 2.7 m,9,Multiple balconies,Available,Old Renovation,,,,,,,,,"Հրազդան փողոց, Երևան","$20,000",USD,"A 3-room apartment is for rent on the 9th floor of the Microdistrict 228 building, it needs major renovation. It is located in the city of HrazdanTranslated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18485330
Stone,Yes,Not available,2,68 sq.m.,2,2,from 3.2 m,1,Not available,,Euro Renovation,,,,,,,,,Kotayk › Zovuni,"$55,000",USD,"Продается дом в селе Зовуни.Рядом с Ереваном, но тем не менее тихий район. До центра города 10-12 минут.Свежий евроремонт. Два санузла.",Dec-12-2022_18-44,,,https://list.am/en/item/18441993
Panels,No,Available,9,76 sq.m.,3,2,from 2.75 m,7,Closed balcony,,Major Renovation,,,,,,,,,"3-րդ միկրոշրջան 47, Աբովյան","$89,500",USD,"I am selling. The apartment is located in c. Abovyan 3rd microdistrict 47 sh. 32 apartments at the address, on the 7th floor of a 9-storey building. It has a very large yard for parking, a large playground and carousels for children to sit on and play for adults. Kindergarten, school, church and supermarket are behind the building. The living room of the house has a very nice view of the church. The house is fully insulated, has heating and is completely renovated (renovated with European materials only), has two bathrooms and one toilet, one of the bathrooms is for the bedroom. Not an agency, I own the house. Without property $86,000 With property $89,000Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/15976021
Stone,No,Not available,5,90 sq.m.,4,1,from 3 m,5,Open balcony,Available,Major Renovation,,,,,,,,,Kotayk › Tsakhkadzor,"$120,000",USD,"In Tsaghkadzor, this furnished apartment in this central building has a market price of up to $140,000, reduced for urgent sale only.The apartment is in the very center of Tsaghkadzor, it is the most central residential building, ideally equipped. It has 3 bedrooms and the overall design was done by a professional.There is an open terrace with a general nice view of the center and general surroundings (nature in the distance)At the bottom of the building are the shops, bank, etc. It's a 3-minute walk to the square, 5-7 minutes to the Kecharis church. Heating with a boiler, there are also underfloor heating installed.Sold with furniture and appliances.Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/17674024
Panels,No,Available,9,78 sq.m.,3,1,from 2.7 m,7,Closed balcony,,Major Renovation,,,,,,,,,"Kentron block, Hrazdan","15,500,000 ֏",AMD,"The price is indicated without furniture, with furniture 18000000 heating is available, the walls are thermally insulated, the floor is parquet.For more information callTranslated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18378050
Stone,No,Not available,5,77 sq.m.,3,1,from 2.75 m,5,Multiple balconies,Available,Cosmetic Renovation,,,"Yard view, city view",,,,,,Kotayk › Yeghvard,"$55,000",USD,It is sold together with the property.Translated from Armenian,Dec-12-2022_18-44,,,https://list.am/en/item/18660576
Panels,No,Available,13,50 sq.m.,1,1,from 2.8 m,12,Open balcony,Not available,Old Renovation,,,,,,,,,"1district, Charentsavan","$15,000",USD,"It is for sale very urgently, the price is negotiable.Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18182109
Panels,No,Available,9,80 sq.m.,3,1,from 2.8 m,5,Closed balcony,By agreement,Euro Renovation,,"Stove, washing machine","Yard view, street view, city view, park view",,,,,,"Կենտրոն թաղամաս 30, Հրազդան","$48,000",USD,"Apartment for sale on the 5th floor of Kentron 30 building.The apartment has been completely remodeled, the living room and hallway have been enlarged.There are cameras, jacuzzi.The entrance door is double.A garage on 2 floors is for sale separately.If desired, we can connect.Translated from Armenian",Dec-12-2022_18-44,Playground,Outdoor parking,https://list.am/en/item/18602448
Panels,No,Available,9,86 sq.m.,3,1,from 2.6 m,1,Closed balcony,,Partial Renovation,,,,,,,,,"Kentron block 43, Hrazdan","$45,000",USD,"The electricity is completely repaired, the water pipes are new, natural gas, permanent waterTranslated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/17845270
Stone,No,Not available,5,58 sq.m.,2,1,from 3 m,4,Open balcony,By agreement,Cosmetic Renovation,,,,,,,,,"4 district, Charentsavan","$35,000",USD,"Euro windows, has a heating systemTranslated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/17980750
Panels,No,Available,9,72 sq.m.,3,1,from 2.8 m,5,Closed balcony,By agreement,Partial Renovation,,,Yard view,,,,,,"Միկրոշրջան թաղամաս 303, Հրազդան","$35,000",USD,"It has been renovated to some extent (dining room, corridor)Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18684029
Bricks,No,Not available,4,38 sq.m.,2,1,from 2.75 m,4,Not available,Partial Furniture,Old Renovation,,Fridge,Yard view,,,,,,"Օղակաձև փողոց 50, Բյուրեղավան","$17,000",USD,"HURRY!A 2-room apartment is for sale in Byureghavan community of Kotayk region.The price is negotiable.For details, call the LAST MENTIONED PHONE NUMBER.Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18683717
Panels,No,Available,9,75 sq.m.,3,3+,from 2.75 m,1,Closed balcony,,Cosmetic Renovation,,,,,,,,,"Kotayq street, Abovyan","$80,000",USD,"Прадаётся квартира в г. Абовяан, по адресу ул. 2 микро. Квартира в очень хорошем состоянии. В квартире есть мебель и новая техника. Бакси и газ проведены. Удобное месторасположение. Рядом находятся школа, садик и несколько магазинов.",Dec-12-2022_18-44,,,https://list.am/en/item/16957294
Stone,No,Not available,5,67 sq.m.,3,1,from 2.7 m,2,Closed balcony,Not available,Major Renovation,,,,,,,,,Kotayk › Abovian,"$67,000",USD,"In the central part of Abovyan city, near the market, on the 2nd floor of a 5-story stone building, a sunny apartment with 3 modified rooms is for sale.Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18538313
Stone,No,Not available,5,42 sq.m.,2,1,from 2.8 m,3,Closed balcony,Not available,Major Renovation,,,,,,,,,"Զորավար Անդրանիկի պողոտա 95, Հրազդան","$32,000",USD,"Newly renovated and uninhabited, separate bedroom and separate kitchen, bright and sunny corner location, cash system.Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18583213
Monolith,Yes,Available,12,52 sq.m.,2,1,from 3 m,3,Not available,Available,Major Renovation,,,,,,,,,"Ծաղկի հրապարակ 1, Ծաղկաձոր","$86,000",USD,"Կահռւյքով և տեխնիկայով, գեղեցիկ տեսարան, ՉԲՆԱԿԵՑՎԱԾ, շատ հարմար բիզնես, օրավարձով տալու համար. Հնարավոր ե նաև վարզով, продаётся 2 комнатная квартира в городе цахкадзор, навастроёка с красивым видом на горы",Dec-12-2022_18-44,,,https://list.am/en/item/17079076
Stone,Yes,Not available,4,63 sq.m.,3,1,from 3 m,1,Not available,Available,Cosmetic Renovation,,,Yard view,,,,,,"Գարեգին Նժդեհի փողոց, Քասախ","$45,000",USD,"Urgently for sale along with a part of the property, it has all the appliances, it has a high ceiling, it has a basement, it is affordable from the market price, there are schools, kindergartens, clothes, food, hardware stores, Viberis pharmacy, hospital, in a word, everything is nearby.Translated from Armenian",Dec-12-2022_18-44,Playground,Outdoor parking,https://list.am/en/item/18664780
Monolith,Yes,Available,8,47 sq.m.,2,1,from 3 m,5,Open balcony,By agreement,Major Renovation,,,,,,,,,Kotayk › Tsakhkadzor,"$90,000",USD,"Apartment in Tsaghkadzor, one of the most ecologically clean and most beautiful cities in Armenia.newly built, monolithic building,an open balcony with a panoramic view of Tsaghkadzoryan,new, comfortable renovation,interior with warm color solutions,a fireplace that will make your evenings beautiful and warm.For sale with furniture.There is a gym and a children's playground in the building.The building has a separate, spacious parking lot.Price is negotiable.For details, you can call the indicated phone number and the same numberwhatsapp (+ 374)viber (+ 374)Code SMTS-201Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18321858
Panels,No,Available,9,74 sq.m.,3,1,from 2.7 m,8,Open balcony,Available,Major Renovation,,,,,,,,,"8-й район, Чаренцаван","31,000,000 ֏",AMD,Sold with property and appliancesCall for questionsTranslated from Armenian,Dec-12-2022_18-44,,,https://list.am/en/item/18545173
Stone,No,Not available,4,65 sq.m.,3,1,from 2.6 m,1,Closed balcony,By agreement,No Renovation,,,,,,,,,"Միկրոշրջան թաղամաս 1, Հրազդան","$20,000",USD,"An apartment is for sale in the micro-district district, in building 18, on the first floor, 3 rooms have been converted into 2 rooms. Gas, water, electricity are available, the windows of the kitchen and one room have been changed. The bathroom is separate. For details, call the indicated number.Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18443945
Stone,No,Not available,5,63 sq.m.,2,1,from 2.7 m,1,Closed balcony,,Cosmetic Renovation,,,,,,,,,Kotayk › Charentsavan,"$36,000",USD,"Urgent sale, price: NegotiableTranslated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18551701
Stone,No,Not available,5,15 sq.m.,1,1,from 2.7 m,2,Not available,By agreement,Old Renovation,,,,,,,,,Kotayk › Abovian,"$8,000",USD,"Former dormitory, shared bathroom, sunny sideTranslated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18207571
Cassette,No,Available,9,54 sq.m.,1,1,from 2.75 m,2,Closed balcony,Not available,Partial Renovation,,,,,,,,,Kotayk › Charentsavan,"$30,000",USD,"For sale: 1 room, 54 square meters, 9 floors, 2nd floor, gas-equipped, $30,000. In 7 blocks, negotiable.Translated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/17893094
Stone,No,Not available,2,280 sq.m.,4,1,from 2.7 m,2,Open balcony,By agreement,Euro Renovation,,,,,,,,,"Zovuni 6 street, Zovuni","$105,000",USD,"4-room private house for sale in Zovuni, on the 2-rd floor of a 2-storey building, external door, separately repaired wires, changed pipes, euro windows, living room, 110 sq. M. Yard area, 170 sq. M., individual heating system, permanent hot-cold waterTranslated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/14305335
Stone,No,Not available,5,48 sq.m.,1,1,from 2.75 m,2,Closed balcony,Not available,Cosmetic Renovation,,,,,,,,,"Kurghinyan street, Yerevan","$32,000",USD,"Czech project, sunny, gas, tile metlakh, emptyTranslated from Armenian",Dec-12-2022_18-44,,,https://list.am/en/item/18568177
Stone,No,Not available,5,48 sq.m.,1,2,from 2.75 m,2,Closed balcony,Not available,Old Renovation,,,,,,,,,"Komitas Avenue, Yerevan","$31,500",USD,"Արևկողմ, գազ, բարվոք վիճակ, դատարկ, չեխական նախաիծ",Dec-12-2022_18-44,,,https://list.am/en/item/18267504
Stone,Yes,Not available,4,63 sq.m.,2,1,from 3 m,1,Multiple balconies,Not available,Major Renovation,,,,,,,,,"Շինարարների փողոց, Ձորաղբյուր","$69,000",USD,"Fully renovated 2-room apartment for sale in a newly built building. The building is located at the intersection of the school, the bus number 50 passes in front of it.A beautiful view opens from the window.It is provided with drinking water and gas. A parking space is also provided with the apartment.The building is fenced with a well-maintained yard, there is a playground and a pavilion.The building is built with two layers of stone, the roofs are monolithic.Translated from Armenian",Dec-12-2022_18-44,,Outdoor parking,https://list.am/en/item/18682483
