Type,Construction Type,Floor Area,Floors in the Building,Number of Rooms,Number of Bathrooms,Furniture,Garage,Renovation,Land Area,Address,Price,Currency,Description,Datetime,Service Lines,Facilities,Appliances,Links,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Amenities
House,Stone,150 sq.m.,2,3,1,,3 or more spots,Designer Renovation,1000 sq.m.,Kotayk › Argel,"100,000 ֏ monthly",AMD,"Бассейн с подогревом. Предлагается в посуточную аренду загородный дом со всеми удобствами для проведения различных мероприятий и развлечений. Летний дом расположен в Лусакерте (Аргел), в 25 км от Еревана.Там есть такие удобства как: Большой бассейн с подогревом и фильтрацией, сауна, кабины, гриль и тосты, просторный и зеленый двор.",Dec-12-2022_21-28,,,,https://list.am/en/item/18573306,8+,Yes,No,Not included,By Agreement,
Country House,Stone,100 sq.m.,2,3,2,,,Major Renovation,600 sq.m.,Kotayk › Yeghvard,"25,000 ֏ daily",AMD,It is also available on a monthly basis. Behind the Red CrossTranslated from Armenian,Dec-12-2022_21-28,,,,https://list.am/en/item/18551539,5,Yes,No,Not included,By Agreement,
Country House,Stone,3500 sq.m.,1,2,2,,,Major Renovation,3000 sq.m.,"16-րդ փողոց, Զովունի","40,000 ֏ daily",AMD,"A recreation area for daily rent in Zovuni, 3 km from Yerevan, with a spacious yard and fruit trees, available: - semi-open pavilion for 40 peoplea closed pavilion with a fireplace for 15 peoplechat room2 bathroomswith dynamic bluetoothgas stove, toaster and grill with skewerskitchen utensils and dishesfridge and freezer - parking spaceTranslated from Armenian",Dec-12-2022_21-28,,,,https://list.am/en/item/17851763,,,,,,
House,Stone,200 sq.m.,2,8+,2,,1 spot,Old Renovation,4000 sq.m.,"Улица Аветисяна, Нор Гехи","60,000 ֏ daily",AMD,"Daily wage. Two-story house, 4x8 pool, all amenities available. The pool is always filled with clean water (no chlorine)Translated from Armenian",Dec-12-2022_21-28,,,,https://list.am/en/item/18282843,8+,Yes,No,Included,By Agreement,
Country House,Stone,220 sq.m.,3,3,3+,,1 spot,Designer Renovation,,Kotayk › Byureghavan,"80,000 ֏ daily",AMD,"Private house with a swimming pool for daily rent, with all its amenities.The best place for family and corporate eventsThere is a filtered swimming pool, refrigerator, gas, constant hot and cold water, Wi Fi, player.Summer pavilion for 25-30 peopleThe best place to hold a family and corporate event in the lap of nature. Beautiful and unique view.Saturday-Sunday 90,000ATTENTION!The house is not provided with accommodation.Check-in: (entrance) 09.00Check-out 10:30:Translated from Armenian",Dec-12-2022_21-28,,,,https://list.am/en/item/17879431,8+,Yes,Yes,Not included,By Agreement,
Country House,Monolith,500 sq.m.,1,1,1,,1 spot,Designer Renovation,2000 sq.m.,Kotayk › Mayakovski,"100,000 ֏ daily",AMD,"Luxury mansion with pool for daily rent in MayakovskyFairytale gardenpavilion for up to 25 people (chair, table)Barbecue (barbecue accessories)Filtered poolkitchen with all amenities, dishes for 25 peoplebathroom՝ Internet: Wi-fiATTENTION!The house is not provided with accommodation.Check-in: (entrance) 11:00Check-out 10:30:Translated from Armenian",Dec-12-2022_21-28,,,,https://list.am/en/item/17770135,8+,Yes,No,Not included,By Agreement,
Country House,Monolith,1000 sq.m.,2,4,2,,1 spot,Euro Renovation,,Kotayk › Dzoraghbyur,"110,000 ֏ daily",AMD,"Dzoraghbyur summer house is for daily rent, with a beautiful, comfortable and most importantly clean summer house with a swimming pool, where you can spend your vacation. Large and very comfortable pavilion, wfi, speakers (JBL), summer kitchen with all its amenities (gas stove, refrigerator, water as well as skewers and minimal utensils) Filtered and clean swimming pool, bathroom, rest room and of course a spacious and very beautiful yard.The house is not provided with overnight accommodation.Translated from Armenian",Dec-12-2022_21-28,,,,https://list.am/en/item/17968542,8+,Yes,No,Not included,By Agreement,
House,Monolith,300 sq.m.,2,5,2,,3 or more spots,Designer Renovation,1200 sq.m.,"Բարեկամության փողոց 1, Ձորաղբյուր","85,000 ֏ daily",AMD,A long-term private house is for daily rent in Dzoraghbyur.Swimming poolBeautiful GardenPavilionInternetTablewareMusic:TV:RefrigeratorAutomatic washing machineCode V-049Translated from Armenian,Dec-12-2022_21-28,,,,https://list.am/en/item/17540761,8+,Yes,No,By Agreement,By Agreement,
House,Stone,800 sq.m.,2,4,2,,Not available,Designer Renovation,600 sq.m.,Kotayk › Getamej,"100,000 ֏ daily",AMD,"You can spend your vacation or various events around the pool in the summer house.It is given overnight without overnight.6 people planned for the night.Pavilion for 20 people.Large living room for 14 people.2 bedrooms.1 living room.Equipped with all utilities.Beautiful yard.Swimming pool.Accommodation 140,000 AMD.120,000 AMD without night.Yard only 90,000 drams.Book in advance.H. Գ. Please call 11: 00-20: 00Code 8157Translated from Armenian",Dec-12-2022_21-28,,,,https://list.am/en/item/16714864,8+,Yes,No,By Agreement,By Agreement,
House,Stone,160 sq.m.,2,6,3+,,,Major Renovation,600 sq.m.,Kotayk › Dzoraghbyur,"$1,800 monthly",USD,"The house is equipped with furniture and appliances, it has a beautiful garden, a pavilion, a fireplace, a barbecue, a swimming pool, it is also available for daily rent.Translated from Armenian",Dec-12-2022_21-28,,,,https://list.am/en/item/18291089,,,,,,
House,Stone,42 sq.m.,2,2,1,,,Euro Renovation,,"Jrvezh 12-th street 2nd deadlock 12, Jrvej","300,000 ֏ monthly",AMD,"Прекрасный вид на Арарат в сельской местности, свежий воздух!",Dec-12-2022_21-28,,,,https://list.am/en/item/18542972,2,No,No,By Agreement,By Agreement,
Country House,Stone,5000 sq.m.,2,6,2,,2 spots,Cosmetic Renovation,,Kotayk › Bjni,"10,000 ֏ daily",AMD,"Private house for daily rent, in the village of Bjni, fairytale nature with all amenities, call for detailsThe price is for 1 room per dayTranslated from Armenian",Dec-12-2022_21-28,,,,https://list.am/en/item/17757540,2,No,Yes,By Agreement,By Agreement,
House,Stone,1000 sq.m.,1,5,2,,Not available,Designer Renovation,,Kotayk › Abovian,"170,000 ֏ daily",AMD,"* Private house for daily rent in Abovyan city.* 3 km away from Abovyan city.* With overnight and without overnight.* Designed for 10 people to spend the night.* Summer pavilion for 25 people.* 2 Swimming pool. / outdoor and indoor /.* Shagabaghnik.* Beautiful yard.* Summer kitchen,* Billiards.* Mangal.* Tonir.* Car parking.H. Գ. Please call 11: 00-20: 00Code 7990Translated from Armenian",Dec-12-2022_21-28,,,,https://list.am/en/item/14770209,8+,Yes,No,By Agreement,By Agreement,
House,Stone,680 sq.m.,4+,6,3+,,1 spot,Major Renovation,1200 sq.m.,Kotayk › Dzoraghbyur,"200,000 ֏ daily",AMD,"Code-14093: A four-storey private house is for rent in Dzoraghbyur. The house is fully furnished with quality, new foreign furniture. On the ground floor there is a big and bright living room, entrance hall, kitchen and one separate room. 2nd floor: 4 bedrooms and one living room. The house is fenced, there is a security system, a remote-controlled gate, the whole area is being videotaped. It has a beautiful green yard with a spacious chat room, barbecue, swimming pool and trampoline. There is a parking lot for 4 cars in the yard of the house. In case of monthly rent 2,000,000 AMD.Translated from Armenian",Dec-12-2022_21-28,,,,https://list.am/en/item/16641556,8+,Yes,No,Not included,By Agreement,
Country House,Monolith,1000 sq.m.,2,5,2,Available,1 spot,Major Renovation,1000 sq.m.,"Դարանի փողոց 11, Նուռնուս","150,000 ֏ daily",AMD,"We provide a summer house (guest house) for a wonderful vacation in Nurnus, 20 km from the centerOn the 1st floor, living room and kitchen with all dishes.Booth for 22 people with dishesPlayer (PartyBox)Necessary accessories for barbecuePossibility to drink cold beer in LtsnovTable tennisFiltered swimming pool (5.0 m-10.0 m-1.5 m)Shock bath-SaunaBeautifully landscaped yardTranslated from Armenian",Dec-12-2022_21-28,,,"Fridge, microwave, coffee maker, washing machine, water Heater, iron, hair dryer",https://list.am/en/item/17601992,8+,Yes,Yes,Included,By Agreement,
House,Stone,100 sq.m.,2,3,1,,,Euro Renovation,600 sq.m.,"Улица Амараноцаин, Нурнус","$1,500 monthly",USD,"Տրվում է վարձով.Сдается в аренду, дом в хорошом состоянии, состоит из 3 комнот, большая веранда, красивый сад, постоянная горячая вода.Из Еревана 15-20км.",Dec-12-2022_21-28,,,,https://list.am/en/item/18450986,6,Yes,Yes,Not included,1 month,
