Construction Type,New Construction,Elevator,Floors in the Building,The House Has,Parking,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Amenities,Appliances,Window Views,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Address,Price,Currency,Description,Datetime,Links
Stone,Yes,Not available,5,,,45 sq.m.,2,1,from 3 m,5,Multiple balconies,,Major Renovation,,,,,,,,,Lorri › Vanadzor,"$15,000",USD,"Renovated apartment for sale in K. Vanadzor, in Bazum district. It is a newly built 5-storey building with 2-room apartment. It is on the 5th floor, the roof has just been changed, it has 2 open balconies, a large kitchen, a corridor, 45 square meters, it has room to expand. $15,000Write for detailsTranslated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18533620
Stone,No,Not available,5,,,63 sq.m.,2,1,from 2.8 m,1,Closed balcony,Not available,Cosmetic Renovation,,,,,,,,,"Գրիբոեդովի փողոց 8, Վանաձոր","$23,000",USD,"A 2-room apartment is for sale on Griboyedov street in Bazum district, it has all utilities. The house has a basement. The house is newly renovated. It is close to bus stops, kindergarten, school, shops.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/17370829
Stone,Yes,Not available,5,,,80 sq.m.,3,1,from 3 m,3,Multiple balconies,,Cosmetic Renovation,,,,,,,,,Lorri › Vanadzor,"$30,000",USD,"The apartment is located in the 3rd part of Vanadzor district. On the 3rd floor of a 5-storey building. Number of rooms 3 + 1 The apartment is air-conditioned, has constant hot-cold water, gas. Price is negotiable: Depending on whether the product is inside or without the product. The house is in very good condition, newly renovated, uninhabited. For more details, call the mentioned phone number. I will exchange it with another house for a surcharge.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/16860462
Panels,No,Available,9,,,87 sq.m.,4,1,from 2.75 m,4,Closed balcony,Available,Partial Renovation,,,,,,,,,"Tigran Mets Avenue 59, Vanadzor","$54,000",USD,"Sunny, spacious and comfortable 4-room apartment for sale in Vanadzor on Tigran Metsi street (Moon-shaped building)The apartment is completely renovated and fully furnished, the floor/parquet/wooden, has 2 iron doors, a closed balcony and a high-quality Italian BAXI heating system/without an intermediary/.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/17805697
Stone,No,Not available,1,,,233 sq.m.,3,1,from 2.8 m,1,Open balcony,Not available,Old Renovation,,,,,,,,,Lorri › Spitak,"9,000,000 ֏",AMD,"A 1-story private house with a basement and an attic is for sale, Lori region, Spitak community, c. GardenDistrict: At 9, 2nd lane.The total area of the building is 233.5 square meters.The area of the plot is 1,740 square meters.The height between floors is 2.8 m.The walls are built of stone and pumice stone.Utilities include water, electricity, gas and sewage in the building area.Interior decoration is in average condition.The basement and the attic are in need of repair.The bathroom, kitchen and bathroom are tiled.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18219189
Stone,Yes,Not available,3,,,58 sq.m.,2,1,from 2.8 m,1,Not available,,Partial Renovation,,,,,,,,,"Թորոսյան փողոց 1, Սպիտակ","$32,000",USD,Located in a residential areaTranslated from Armenian,Dec-12-2022_20-01,https://list.am/en/item/18579024
Stone,No,Not available,5,,,35 sq.m.,1,1,from 2.7 m,3,Not available,Not available,Euro Renovation,,,,,,,,,"Էրեբունի փողոց, Տաշիր","2,001,673 ֏",AMD,"The property is a collateral of the Bank, which is in the auction of the CSIRO.Lori marz, c. Tashir, Erebuni street 6, apartment number 5: 35.5 square meters. The walls are made of stone, the mezzanine roof is reinforced concrete, the entrance door is metal, the interior doors are wooden, the windows are metal-plastic, the floor is laminate, the walls are painted, the floor and walls of the kitchen, bathroom and bathroom are tiled, it has water, e-mail. Electricity, gas, heating system.The presented property can also be purchased through lending by the Bank, with the current lending terms and rates.! Attention!The property is encumbered by actual users, whose eviction and all necessary costs and actions arising from the contract will be performed by the successful bidder.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18187878
Stone,No,Not available,4,,,70 sq.m.,3,1,from 2.7 m,4,Not available,Not available,Euro Renovation,,,,,,,,,"Tigran Mets Avenue, Vanadzor","19,278,000 ֏",AMD,"The property is a Bank Collateral that is in BANKRUPTCY auction.Lori marz, c. Vanadzor, Tigran Metsi Ave. , building 65, apartment number 26: 70.49 square meters. , the fourth floor of a four-story stone building, in normal repair condition, the floor is parquet, the doors are wooden, the bathroom is tiled.You can also purchase the presented property through lending by the Bank, with the current lending terms and rates.! Attention!The property is encumbered by actual users, whose eviction and all necessary costs and actions arising from the contract will be carried out by the successful bidder.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18453451
Stone,No,Not available,5,,,85 sq.m.,3,1,from 2.7 m,5,Not available,Not available,Old Renovation,,,,,,,,,Lorri › Vanadzor,"5,303,475 ֏",AMD,"The property is in the RACP auction.Lori marz, c. Vanadzor, Taron-2 KSH-3, building 45, apartment number 9: 84.87 square meters. The apartment is on the 5th floor of a 5-story building, the entrance door is metal, the interior doors are wooden, the windows are metal-plastic and wooden, it has water, e-mail. Electricity, gas.You can also purchase the presented property through lending by the Bank, with the current lending terms and rates.! Attention!The property is encumbered by actual users, whose eviction and all necessary costs and actions arising from the contract will be carried out by the successful bidder.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18464639
Stone,No,Not available,5,,,76 sq.m.,3,1,from 2.7 m,2,Open balcony,By agreement,Partial Renovation,,,,,,,,,"Տավրոսի 1-ին փողոց 36, Վանաձոր","$20,000",USD,"The apartment is located in Taron 4 district, has a basement, the apartment is partially cosmetically renovated, call for details. In case of a real buyer, it is negotiable.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/17903751
Monolith,No,Not available,4,,,76 sq.m.,3,1,from 2.8 m,1,Open balcony,,Old Renovation,,,,,,,,,"Տարոն-4 թաղամաս, Վանաձոր","$16,000",USD,"For sale or exchange with a car imported to Armenia after 2018, apartment at Taron 4. For questions call votsap or viberTranslated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/17896417
Stone,No,Not available,4,,,68 sq.m.,2,1,from 2.7 m,4,Closed balcony,Not available,Old Renovation,,,,,,,,,"Yerevan highway, Vanadzor","$17,000",USD,Требуется косметический ремонт.,Dec-12-2022_20-01,https://list.am/en/item/18048371
Panels,Yes,Not available,5,,,115 sq.m.,4,1,from 2.7 m,4,Multiple balconies,Not available,Old Renovation,,,,,,,,,"Մարշալ Բաղրամյան պողոտա 50, Վանաձոր","$32,000",USD,"The house is gasified. There is water and electricity. In case of questions, call.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18471591
Panels,No,Available,1,,,70 sq.m.,3,1,from 2.75 m,1,Closed balcony,Available,Old Renovation,,,,,,,,,"Ամիրյան փողոց, Վանաձոր","$15,000",USD,"For sale and for rent, call for detailsAmiryan 9 amTranslated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18427507
Bricks,Yes,Not available,4,,,110 sq.m.,4,1,from 2.8 m,4,Closed balcony,,Old Renovation,,,,,,,,,"Nersisyan street, Vanadzor","4,000,000 ₽",RUB,"Теплая, сухая, уютная квартира. Солнечная сторона. Окна смотрят на городской парк. Крыша дома ремонтировалась 3года назад. Дом построен после землетрясения. Делали ремонт для нашей семьи. Межкомнатные стены переделаны полублоками. Паркет деревянный, межкомнатные двери всё на месте, входная дверь тяжелая, деревянная с железным основанием. В доме 2 большие спальни, 1 маленькая, кладовая комната, большой совмещенный санузел, хороший коридор. Есть подвал на цокольном этаже дома. Большие зал и кухня. Два встроенных шкафа, и два потолочных встроенных, Остается вся мебель. Старая, но в хорошем и чистом состоянии.Торг уместен",Dec-12-2022_20-01,https://list.am/en/item/18584096
Stone,No,Not available,5,,,79 sq.m.,3,1,from 2.7 m,1,Closed balcony,,Old Renovation,,,,,,,,,"Knunyants street, Vanadzor","10,000,000 ֏",AMD,"Peaceful yard, quiet neighbors.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18548156
Stone,No,Not available,4,,,69 sq.m.,2,1,from 3 m,4,Not available,,Old Renovation,,,,,,,,,"Sayat-Nova Street, Alaverdi","1,200,000 ₽",RUB,"Адрес: Ул. Саят-Нова 9, кв. 29Продается 2-х комнатная, большая, теплая и светлая квартира 69,1 кв. М (в 4-хэтажном туфовом зданиина 4 этаже), имеет отличную планировку, просторная прихожая, две большие изолированные комнаты,окна выходят на разные стороны, совмещенный санузел.Просьба по всем вопросам писать на Viber, Whats App.",Dec-12-2022_20-01,https://list.am/en/item/11847376
Stone,No,Not available,5,,,83 sq.m.,3,1,from 2.8 m,2,Open balcony,Available,Euro Renovation,,,,,,,,,"Taterakan street, Vanadzor","28,000,000 ֏",AMD,"A 3-room apartment is for sale in the center of Vanadzor, next to the Dramatic Theater. The apartment has permanent water, individual heating system, 2 closed balconies and 10 m open balcony. It is sold together with dining room furniture if desired.The price is negotiable.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18578366
Stone,No,Not available,3,,,1130 sq.m.,8+,2,from 3.2 m,2,Multiple balconies,,Old Renovation,,,,,,,,,"Խնձորուտ 2-րդ փողոց 1-ին փակուղի 13, Վանաձոր","$220,000",USD,"A two-story house with an attic and a basement with an area of 1130 square meters is for sale in Khndzorut district. The total area of the residential area is 467 square meters. The house is built of tuff and is covered with basalt. It has a livestock building of 69 square meters, a pantry of 20 square meters, an orchard. It has all utilities: Constant water, three-phase electricity... On the first floor: Tiled garage, sauna, bathroom, dressing room, living room, living room, kitchen with patterned parquet flooring, pantry, closed tiled balcony. On the second floor: Bathroom, 6 bedrooms with patterned parquet, closed tiled balcony. The doors and stairs are made of oak. Built after the earthquake. The house is very suitable for making a guest house.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18573689
Stone,No,Not available,4,,,36 sq.m.,2,2,from 3 m,1,Not available,,Cosmetic Renovation,,,,,,,,,"Ереванское шоссе 76, Ванадзор","6,000,000 ֏",AMD,"2-комн. Квартира, Ереванское шоссе, 36 кв. М. , высокие потолки, 1/4 этаж, каменное зданиеԲնականը գտնվում է Ք Վանաձորում Գլորիա ֆաբրիկայի դիմաց (էմտես) 2սենյակ, 1հարկ ցանկալի ե վերանորոգել լոգարանը և խոհանոցըTranslated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/17706293
Monolith,Yes,Not available,4,,,68 sq.m.,2,1,from 2.7 m,4,Open balcony,,Partial Renovation,,,,,,,,,"Garegin Nzhdeh street, Stepanavan","$30,000",USD,Продам тёплая хорошая квартиру на 68 кв м,Dec-12-2022_20-01,https://list.am/en/item/18568866
Stone,No,Not available,5,,,90 sq.m.,3,1,from 2.7 m,3,Multiple balconies,,Partial Renovation,,,,,,,,,"Սանահին Սարահարթ թաղամաս 1/1, Ալավերդի","$12,000",USD,"A 3-room apartment is for sale in Sarahart district of Sanahin in building 1/5. The house is bright and has a closed and open balcony. The price is $12,000, negotiable.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18453993
Stone,No,Not available,5,,,75 sq.m.,3,1,from 3 m,5,Closed balcony,,Partial Renovation,,,,,,,,,"Ղազարոս Աղայանի փողոց, Վանաձոր","$26,500",USD,"Energy building 10 \ 18 apartmentUrgent!The apartment is located in Dimats district.Has all the utilities.Along with the price of the house, there is also a concrete garage at the back of the building. The house is not for sale separately.The price is not final.The exact price will be determined after liking (seeing) the house.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/17227182
Monolith,Yes,Not available,4,,,82 sq.m.,3,1,from 2.8 m,2,Open balcony,,Euro Renovation,,,,,,,,,Lorri › Vanadzor,"10,000,000 ֏",AMD,"Warm, renovated apartment. The bathroom is tiled, built-in closets, metal door, one room is laminate, the rest is parquet. Open balcony (to renovate) near the first stop.Taron 4, BelarusiansTranslated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/8089556
Monolith,Yes,Not available,5,,,85 sq.m.,3,1,from 2.7 m,3,Multiple balconies,,No Renovation,,,,,,,,,"Տավրոս 10-րդ փողոց 1, Վանաձոր","7,600,000 ֏",AMD,"3-room apartment for sale, Taron 1, building 1. It has 3 large open balconies, Padwal. Urgent sale. For more information call. The price is negotiable.Translated from Armenian",Dec-12-2022_20-01,https://list.am/en/item/18400028
Panels,No,Not available,9,,,80 sq.m.,3,1,from 2.7 m,5,Open balcony,,Euro Renovation,,,,,,,,,"Գրիբոեդովի փողոց 3, Վանաձոր","13,000,000 ֏",AMD,The windows are changed and renovatedTranslated from Armenian,Dec-12-2022_20-01,https://list.am/en/item/17438075
