Construction Type,New Construction,Elevator,Floors in the Building,Floor Area,Number of Rooms,Number of Bathrooms,Ceiling Height,Floor,Balcony,Furniture,Renovation,Address,Price,Currency,Description,Datetime,Parking,Appliances,Window Views,The House Has,Links,Number of Guests,Children Are Welcome,Pets Allowed,Utility Payments,Prepayment,Amenities
Stone,No,Not available,3,50 sq.m.,2,1,from 2.75 m,3,Open balcony,Available,Euro Renovation,"Արամ Մանուկյան փողոց 5, Մուսալեռ","200,000 ֏ monthly",AMD,"2-room apartment for rent in Musaler. Completely renovated, with all utilities, has an open balconyTranslated from Armenian",Dec-12-2022_23-08,,,"Yard view, street view",,https://list.am/en/item/18556136,4,Yes,No,Included,By Agreement,"Television, air conditioner, internet, parking space"
Panels,No,Available,9,75 sq.m.,2,1,from 2.8 m,4,Closed balcony,,Major Renovation,"Զվարթնոց թաղամաս, Վաղարշապատ","240,000 ֏ monthly",AMD,Heating system constant water gas lightTranslated from Armenian,Dec-12-2022_23-08,,,,,https://list.am/en/item/18405561,,,,,,
Stone,Yes,Not available,2,48 sq.m.,3,1,from 2.5 m,2,Closed balcony,Available,Cosmetic Renovation,"Tairov street, Yerevan","100,000 ֏ monthly",AMD,The house is in normal condition.Call for other questionsTranslated from Armenian,Dec-12-2022_23-08,Outdoor parking,,Yard view,Playground,https://list.am/en/item/18671796,3,Yes,Negotiable,Not included,By Agreement,Parking space
Stone,No,Not available,4,33 sq.m.,1,1,from 2.7 m,4,Open balcony,Available,Euro Renovation,Armavir › Echmiadzin,"12,000 ֏ daily",AMD,"Code 80281 bedroom apartment for rent on the 4th floor of Shahumyan St. In Etchmiadzin. Property, appliances, calonca, tile, euro door-window, Iron entrance door, open balcony. Only there is no washing machine. Only 1 day costs 13,000.Available from 5/12/22The monthly payment is 130-150000Translated from Armenian",Dec-12-2022_23-08,,"Fridge, stove, washing machine, water Heater",Street view,,https://list.am/en/item/13651239,4,No,No,Included,By Agreement,
Stone,No,Not available,5,38 sq.m.,2,1,from 2.6 m,4,Not available,Available,Euro Renovation,Armavir › Echmiadzin,"100,000 ֏ daily",AMD,"Code 8065In Etchmiadzin, Mashtots, a 2-room apartment is for rent on the 5th floor of a 5-story stone building. Gas, property and appliances are available. Commission required.It is given for a monthly rent of AMD 100,000 per monthTranslated from Armenian",Dec-12-2022_23-08,,"Fridge, stove, microwave, washing machine, water Heater","Street view, city view, park view",,https://list.am/en/item/17729314,3,Yes,No,Not included,1 month,"Television, air conditioner, internet"
Stone,Yes,Not available,2,40 sq.m.,2,1,from 2.75 m,2,Not available,Available,Designer Renovation,"Erevanyan street 16/1, Armavir","190,000 ֏ monthly",AMD,"The apartment is located in a newly constructed building. It has not been inhabited before. It is located in the center of Armavir city, near the bus station, Armavir medical center and the Russian San. In the neighborhood of Часть. There are completely new kitchen and bedding items. It is also given on a daily basis: The minimum number of days is 3 days, the cost of 1 day is AMD 20,000. OwnerTranslated from Armenian",Dec-12-2022_23-08,,,,,https://list.am/en/item/18362322,2,Yes,No,Not included,1 month,
Stone,No,Not available,2,40 sq.m.,2,1,from 2.75 m,2,Not available,Available,Designer Renovation,"Mesrop Mashtots Avenue 18, Yerevan","200,000 ֏ monthly",AMD,"The apartment is located in the center of ADMAVIR city, in excellent conditionTranslated from Armenian",Dec-12-2022_23-08,,,,,https://list.am/en/item/18390410,2,Yes,No,Not included,1 month,
Stone,No,Not available,5,60 sq.m.,2,1,from 2.7 m,5,Not available,Available,Euro Renovation,"Մեսրոպ Մաշտոց փողոց 64, Վաղարշապատ","27,000 ֏ daily",AMD,"K. A 2-room apartment on the 5/5th floor is for daily rent on Mashtots street in Etchmiadzin. The apartment is fully renovated and luxuriously furnished. The cost is AMD 27,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_23-08,Outdoor parking,"Fridge, stove, microwave, coffee maker, washing machine, water Heater, iron, hair dryer","Yard view, street view, city view, park view, view of Ararat","Intercom entry, playground",https://list.am/en/item/18664001,3,Yes,No,Included,By Agreement,"Television, air conditioner, internet, parking space"
Stone,No,Not available,5,80 sq.m.,3,1,from 3 m,3,Open balcony,Available,Euro Renovation,"Jivani street 15, Armavir","150,000 ֏ monthly",AMD,"In the center, close to 2~schools. The house is securedREFRIGERATOR,WASHING MACHINE,GAS STOVE,KITCHEN CABINETS,HALL FURNITURE,Dining tableTwo new beds + mattressSofa armchairSCURL GAS BOILER,central heating, euro windows and doors as well. The house has been renovated. Rent with deposit. 15,000 dirhams per day. Minimum 3 days. In case of short term, 1-6 months, monthly - 200,000 dirhams. In case of long term, from 6 months. 150,000 AMD for up to one year.Translated from Armenian",Dec-12-2022_23-08,,,,,https://list.am/en/item/18511908,4,Yes,No,Not included,2 months,
Stone,Yes,Not available,5,78 sq.m.,3,1,from 2.7 m,3,Open balcony,Available,Major Renovation,"Լիդիցե փողոց, Վաղարշապատ","200,000 ֏ monthly",AMD,"AS106:K. A 3-room apartment on the 5th/3rd floor is for rent in Etchmiadzin. The apartment is completely renovated, there is property, equipment and a heating system. The cost is AMD 200,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_23-08,,,,,https://list.am/en/item/17573611,5,Yes,Yes,Not included,By Agreement,
Stone,No,Not available,2,96 sq.m.,4,1,from 2.8 m,1,Not available,Available,Designer Renovation,"Սպանդարյան փողոց, Վաղարշապատ","230,000 ֏ monthly",AMD,"Code 7587From January 1, 2023Not far from the center of Etchmiadzin, a 4-room apartment is for rent on the first floor of a 2-story stone building. It has a balcony, air conditioning, expensive furniture and appliances, a tiled bathroom, another separate entrance, closets, a garage, etc. Deposit and commission required.Daily wage: 20,000.Translated from Armenian",Dec-12-2022_23-08,,"Fridge, stove, washing machine, water Heater",Yard view,,https://list.am/en/item/17610922,4,Yes,No,Not included,2 months,"Television, air conditioner, parking space"
Stone,No,Not available,5,74 sq.m.,3,2,from 3 m,4,Closed balcony,Available,Euro Renovation,"Vazgen Arajin street, Vagharshapat","280,000 ֏ monthly",AMD,"There are all utilities, fast Wi-Fi connection, TV with cable channels, Fondital heating system, euro windows, sunny side, there are kindergarten, shops, school nearby, there is also daily rent for minimum 5 days, 13000 drams per day.Translated from Armenian",Dec-12-2022_23-08,,,,,https://list.am/en/item/18538875,6,Yes,No,Not included,By Agreement,
Stone,No,Not available,5,72 sq.m.,3,1,from 2.8 m,4,Multiple balconies,Available,Cosmetic Renovation,"Mesrop Mashtots street 6, Vagharshapat","160,000 ֏ monthly",AMD,Call for details... 098:Translated from Armenian,Dec-12-2022_23-08,,"Fridge, stove, washing machine","Yard view, street view, city view",,https://list.am/en/item/18608997,8+,Yes,Yes,Not included,1 month,"Television, internet"
Stone,No,Not available,5,70 sq.m.,3,1,from 2.8 m,2,Not available,Available,Cosmetic Renovation,Armavir › Echmiadzin,"14,000 ֏ daily",AMD,"AS119:K. A 3-room apartment is for rent in the center of Etchmiadzin on the 5th/2nd floor. The apartment has property, appliances, dishes, bed, a rather large spacious balcony. The apartment is for rent both monthly and daily. Call for all details.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_23-08,,,,,https://list.am/en/item/18049565,4,Yes,Yes,Not included,By Agreement,
Stone,No,Not available,5,78 sq.m.,3,1,from 2.7 m,3,Closed balcony,Available,Major Renovation,Armavir › Echmiadzin,"160,000 ֏ monthly",AMD,"AS120K. A 3-room apartment is for rent on the 5th/3rd floor on Vazgen First Street in Etchmiadzin. The apartment is provided with all utilities, property and equipment are available. The cost is AMD 180,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_23-08,,,,,https://list.am/en/item/18380321,4,Yes,Yes,Not included,By Agreement,
Stone,Yes,Not available,2,50 sq.m.,3,1,from 3 m,1,Not available,Available,Major Renovation,Armavir › Parakar,"300,000 ֏ monthly",AMD,"A newly built private house for rent, built like an apartment and with multifunctional comforts, fully furnished with expensive orthopedic mattresses, individual heating, hot and cold water, Wi-Fi Internet, gas, air conditioner, large screen TV, refrigerator with a washing machine.Translated from Armenian",Dec-12-2022_23-08,,,,,https://list.am/en/item/18127143,5,Yes,No,Not included,By Agreement,
Stone,No,Not available,5,50 sq.m.,2,1,from 2.8 m,2,Not available,Available,Major Renovation,"Mesrop Mashtots street, Vagharshapat","250,000 ֏ monthly",AMD,"From November 2A 2-room apartment is for rent. In Echmiadzin. It is completely renovated, European windows are installed, the floor is laminated, the bathroom is tiled. The apartment is provided with necessary property and equipment. There is a school, kindergarten, shops, bus stop near the building.Commission: 50%Code 02147Translated from Armenian",Dec-12-2022_23-08,,,,,https://list.am/en/item/18467398,3,Yes,Yes,Not included,By Agreement,
Stone,No,Not available,5,60 sq.m.,2,1,from 2.7 m,2,Open balcony,Available,Major Renovation,Armavir › Echmiadzin,"250,000 ֏ monthly",AMD,"AS096:K. Not far from the center of Etchmiadzin, a 2-room apartment is for rent on the 5th/2nd floor. The apartment is completely renovated and furnished very nicely. It is equipped with property, equipment and heating system. The cost is AMD 250,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_23-08,,,,,https://list.am/en/item/18597109,3,Yes,No,Not included,By Agreement,
Stone,Yes,Not available,4,98 sq.m.,4,1,from 3 m,3,Open balcony,Available,Cosmetic Renovation,"Ադմիրալ Իսակովի փողոց, Վաղարշապատ","250,000 ֏ monthly",AMD,"AS116:K. A 4-room apartment on the 4th/3rd floor is for rent on the first street of Vazgen in Etchmiadzin. The apartment is fully renovated, has property and equipment. The cost is AMD 250,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_23-08,,"Fridge, stove, coffee maker, washing machine","Yard view, street view, view of Ararat",,https://list.am/en/item/17533640,7,Yes,Yes,Not included,By Agreement,"Television, internet, parking space"
Stone,No,Not available,5,78 sq.m.,3,1,from 2.7 m,5,Open balcony,Available,Cosmetic Renovation,"Մեսրոպ Մաշտոց փողոց, Վաղարշապատ","120,000 ֏ monthly",AMD,"AS129:K. A 3-room apartment on the 5th/5th floor is for rent on Mashtots Street in Etchmiadzin. Property and equipment are available in the apartment. The cost is AMD 120,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_23-08,,,,,https://list.am/en/item/18371240,5,Yes,Yes,Not included,By Agreement,
Stone,No,Not available,5,72 sq.m.,3,1,from 2.6 m,2,Not available,,Major Renovation,Armavir › Echmiadzin,"300,000 ֏ monthly",AMD,"Сдается трёхкомнатная квартира в аренду без посредника в Эчмиадзине (мин. 3-6 месяцев) Квартира находится не далеко от Еревана (19-20 км) Депозит на два месяцев.ГазTVWi-FiНе включая коммуналки.Цена. 300.000 драмПо личным вопросам напишите в Лс.Whats app, viber",Dec-12-2022_23-08,,,,,https://list.am/en/item/17521110,,,,,,
Panels,No,Not available,5,82 sq.m.,3,1,from 3 m,2,Multiple balconies,Available,Partial Renovation,Armavir › Echmiadzin,$500 monthly,USD,"Здание находится в центре Эчмиадзина. Солнечная сторона, 2-ой этаж. Рядом остановка, парк, магазины, закусочная.",Dec-12-2022_23-08,Garage,"Fridge, washing machine","Yard view, park view",Playground,https://list.am/en/item/18644711,3,Negotiable,No,Not included,By Agreement,"Air conditioner, parking space"
Panels,No,Not available,5,79 sq.m.,2,1,from 2.7 m,4,Multiple balconies,Available,Cosmetic Renovation,"Արագած փողոց, Վաղարշապատ","160,000 ֏ daily",AMD,"Code 8054A 2-room flat is for rent on the 4th floor of a new building in Etchmiadzin. There is gas, property, equipment. Deposit and commission required.160,000 per monthTranslated from Armenian",Dec-12-2022_23-08,,"Fridge, stove, washing machine, water Heater","Yard view, street view, view of Ararat",,https://list.am/en/item/13053317,5,Yes,No,Not included,2 months,
Stone,No,Not available,5,78 sq.m.,3,1,from 2.7 m,3,Open balcony,Available,Cosmetic Renovation,"Մեսրոպ Մաշտոց փողոց, Վաղարշապատ","130,000 ֏ monthly",AMD,"AS118:K. A 3-room apartment on the 5th/3rd floor is for rent on Mesrop Mashtots Street in Etchmiadzin. Property, appliances, heating system are available in the apartment, and the kitchen furniture will be completely new if rented. The cost is AMD 160,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_23-08,,"Fridge, stove, washing machine, water Heater","Yard view, street view",,https://list.am/en/item/18498015,5,Yes,Yes,Not included,By Agreement,"Internet, parking space"
Stone,No,Not available,5,32 sq.m.,2,1,from 2.7 m,3,Open balcony,Available,Major Renovation,Armavir › Echmiadzin,"200,000 ֏ monthly",AMD,"AS101:K. A 2-room renovated apartment on the 3rd floor is for rent on Khorenatsi Street in Etchmiadzin. For more information call: The cost is AMD 200,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_23-08,,,,,https://list.am/en/item/18263388,3,Yes,Yes,Not included,By Agreement,
Stone,No,Not available,5,68 sq.m.,3,1,from 2.7 m,1,Open balcony,Available,Major Renovation,"Մովսես Խորենացի փողոց, Վաղարշապատ","180,000 ֏ monthly",AMD,"AS113:K. A 3-room apartment on the 5/1st floor is for rent on Khorenatsi Street in Etchmiadzin. The apartment is completely renovated, all utilities are available, it is equipped with property and equipment. The cost is AMD 180,000.Agency address - c. Etchmiadzin, Baghramyan 18a/1bTranslated from Armenian",Dec-12-2022_23-08,,"Fridge, stove, coffee maker, drying machine, water Heater, iron","Yard view, street view",,https://list.am/en/item/18526211,3,Yes,Yes,Not included,By Agreement,"Television, internet, parking space"
